date,adj_open,adj_high,adj_low,adj_close,volume
2017-10-16,,,,13.95,0
2017-10-13,,,,13.95,0
2017-10-12,,,,13.95,0
2017-10-11,14.0,14.1,13.9,13.95,10230
2017-10-10,13.95,14.0,13.95,14.0,17790
2017-10-09,13.95,14.0,13.9,13.9,18400
2017-10-06,13.9,13.9,13.9,13.9,3500
2017-10-05,14.0,14.0,13.9,14.0,37930
2017-10-04,14.0,14.1,14.0,14.0,14550
2017-10-03,14.0,14.0,14.0,14.0,23350
2017-10-02,14.2,14.2,14.0,14.0,600
2017-09-29,14.0,14.1,14.0,14.1,16750
2017-09-28,,,,14.0,0
2017-09-27,14.0,14.0,14.0,14.0,3130
2017-09-26,14.0,14.1,14.0,14.1,10030
2017-09-25,,,,14.1,0
2017-09-22,14.1,14.1,14.1,14.1,100
2017-09-21,14.1,14.1,14.0,14.0,12300
2017-09-20,14.0,14.0,14.0,14.0,11580
2017-09-19,13.9,14.0,13.9,14.0,710
2017-09-18,13.9,13.9,13.9,13.9,10
2017-09-15,14.0,14.0,14.0,14.0,9000
2017-09-14,,,,14.0,0
2017-09-13,14.0,14.0,14.0,14.0,3400
2017-09-12,14.3,14.3,14.0,14.0,7440
2017-09-11,13.9,14.4,13.9,14.3,34760
2017-09-08,14.5,14.5,13.8,13.8,26410
2017-09-07,13.7,13.8,13.7,13.7,13690
2017-09-06,13.6,13.7,13.6,13.7,18540
2017-09-05,13.7,13.7,13.7,13.7,200
2017-09-01,13.8,13.8,13.7,13.7,6600
2017-08-31,13.8,13.8,13.8,13.8,2000
2017-08-30,13.7,13.7,13.7,13.7,10000
2017-08-29,13.7,13.7,13.7,13.7,12540
2017-08-28,13.6,13.6,13.6,13.6,30100
2017-08-25,13.7,13.7,13.6,13.6,15900
2017-08-24,13.7,13.7,13.7,13.7,33500
2017-08-23,13.8,13.8,13.7,13.7,11850
2017-08-22,13.8,13.8,13.8,13.8,6000
2017-08-21,13.8,13.8,13.8,13.8,10
2017-08-18,,,,14.0,0
2017-08-17,14.0,14.0,14.0,14.0,3000
2017-08-16,14.0,14.0,14.0,14.0,340
2017-08-15,13.8,13.8,13.6,13.6,7100
2017-08-14,13.9,13.9,13.9,13.9,5060
2017-08-11,,,,13.9,0
2017-08-10,13.8,13.9,13.8,13.9,2190
2017-08-09,13.8,14.0,13.8,14.0,1510
2017-08-08,13.7,14.0,13.7,14.0,710
2017-08-07,13.7,13.7,13.7,13.7,220
2017-08-04,13.8,13.8,13.8,13.8,1000
2017-08-03,14.0,14.0,14.0,14.0,2500
2017-08-02,13.95,13.95,13.7,13.7,2000
2017-08-01,13.8,13.9,13.6,13.8,10800
2017-07-31,13.6,14.3,13.6,14.3,110
2017-07-28,14.3,14.3,14.3,14.3,70
2017-07-27,14.5,14.5,13.5,14.3,1670
2017-07-26,14.0,14.7,14.0,14.0,2810
2017-07-25,14.0,14.0,14.0,14.0,500
2017-07-24,,,,14.0,0
2017-07-21,14.0,14.0,14.0,14.0,400
2017-07-20,13.7,14.2,13.6,14.2,2050
2017-07-19,13.6,14.25,13.6,14.25,1010
2017-07-18,13.5,14.3,13.5,14.3,1210
2017-07-17,13.55,14.3,13.5,14.3,790
2017-07-14,13.1,14.4,13.1,14.4,190
2017-07-13,14.0,14.3,13.8,14.0,7460
2017-07-12,14.8,14.8,14.8,14.8,20
2017-07-11,13.8,14.5,13.8,14.5,1410
2017-07-10,14.7,14.7,13.7,14.7,5950
2017-07-07,14.7,14.7,14.7,14.7,10
2017-07-06,14.7,14.9,14.7,14.85,30870
2017-07-05,14.3,14.7,14.0,14.65,54430
2017-07-04,13.7,14.3,13.7,14.25,12290
