date,adj_open,adj_high,adj_low,adj_close,volume
2018-04-02,,,,5.2,0
2018-03-30,5.3,5.5,5.2,5.2,7005
2018-03-29,5.5,5.7,5.2,5.2,13100
2018-03-28,5.2,5.7,5.2,5.7,35800
2018-03-27,6.2,6.2,5.3,5.3,29100
2018-03-26,5.7,5.8,5.7,5.8,31900
2018-03-23,5.0,5.3,5.0,5.3,65600
2018-03-22,5.0,5.1,4.8,4.9,11705
2018-03-21,4.8,5.1,4.7,4.7,80700
2018-03-20,4.7,4.9,4.7,4.7,145410
2018-03-19,4.6,4.7,4.6,4.6,8400
2018-03-16,4.6,4.7,4.5,4.7,7900
2018-03-15,4.6,4.6,4.5,4.5,33600
2018-03-14,4.4,4.7,4.4,4.6,25660
2018-03-13,4.4,4.5,4.4,4.5,9600
2018-03-12,4.7,4.7,4.5,4.5,43400
2018-03-09,4.4,4.6,4.4,4.6,6700
2018-03-08,4.4,4.6,4.2,4.4,28890
2018-03-07,4.7,4.7,4.4,4.4,57800
2018-03-06,5.0,5.5,4.8,4.8,96700
2018-03-05,5.1,5.1,5.0,5.0,2300
2018-03-02,4.6,5.0,4.2,5.0,29900
2018-03-01,4.9,5.0,4.6,4.6,111200
2018-02-28,4.8,5.1,4.7,4.9,8000
2018-02-27,4.9,5.1,4.9,5.1,5600
2018-02-26,4.8,5.0,4.7,4.9,10100
2018-02-23,4.8,4.8,4.5,4.8,18700
2018-02-22,5.2,5.2,4.7,4.8,9300
2018-02-21,5.0,5.0,4.8,4.9,10800
2018-02-13,4.6,5.2,4.5,4.6,352910
2018-02-12,5.7,5.7,5.0,5.0,194400
2018-02-09,5.8,5.8,5.5,5.5,203700
2018-02-08,5.7,5.7,5.4,5.7,2500
2018-02-07,5.6,5.6,5.5,5.6,38500
2018-02-06,5.2,5.6,5.1,5.5,7400
2018-02-05,5.8,5.8,5.1,5.1,37210
2018-02-02,6.0,6.0,5.6,5.6,97900
2018-02-01,6.3,6.3,6.0,6.2,64100
2018-01-31,6.2,6.5,6.0,6.2,55600
2018-01-30,6.2,6.2,5.9,6.1,30600
2018-01-29,6.2,6.4,6.0,6.4,27400
2018-01-26,6.4,6.5,6.1,6.1,65800
2018-01-25,6.5,6.7,6.1,6.5,138700
2018-01-22,6.3,6.3,6.3,6.3,12100
2018-01-19,6.1,6.3,5.9,6.3,87100
2018-01-18,6.2,6.4,5.8,6.4,193100
2018-01-17,6.2,6.2,6.2,6.2,16300
2018-01-16,6.3,6.3,6.2,6.2,29700
2018-01-15,6.3,6.4,6.2,6.2,4100
2018-01-12,6.5,6.9,6.2,6.3,270100
2018-01-11,6.4,6.5,6.3,6.5,33600
2018-01-10,6.2,6.4,6.2,6.4,34600
2018-01-09,6.1,6.4,5.8,6.3,224300
2018-01-08,6.5,6.5,6.1,6.1,36200
2018-01-05,6.4,6.5,6.2,6.4,32300
2018-01-04,6.5,6.5,6.3,6.3,33300
2018-01-03,6.4,6.5,6.2,6.4,67800
2018-01-02,6.3,6.8,6.3,6.3,320000
2017-12-29,6.5,6.5,6.2,6.4,27953
2017-12-28,6.3,6.4,6.2,6.4,26800
2017-12-27,6.4,6.4,6.2,6.4,27100
2017-12-26,6.3,6.4,5.9,6.4,130210
2017-12-25,6.3,6.4,6.2,6.4,42400
2017-12-22,6.3,6.4,6.2,6.4,55000
2017-12-21,6.4,6.8,6.3,6.4,253600
2017-12-20,6.4,6.5,6.2,6.5,75400
2017-12-19,6.4,6.4,6.2,6.4,114400
2017-12-18,6.3,6.5,5.8,6.4,366000
2017-12-15,6.3,6.4,6.3,6.3,79700
2017-12-14,6.5,6.6,6.4,6.4,243300
2017-12-13,6.3,6.5,6.2,6.5,239500
2017-12-12,6.4,6.5,6.2,6.4,196800
2017-12-11,6.4,6.5,6.3,6.4,63100
2017-12-08,6.3,6.5,6.3,6.5,43700
2017-12-07,6.3,6.4,6.2,6.4,40300
2017-12-06,6.2,6.4,6.1,6.4,216900
2017-12-05,6.2,6.3,6.1,6.2,72100
2017-12-04,6.5,6.5,6.2,6.2,323600
2017-12-01,6.6,6.6,6.4,6.5,41900
2017-11-30,6.7,6.7,6.5,6.5,136100
2017-11-29,6.4,6.9,6.4,6.7,474100
2017-11-28,6.5,6.5,6.4,6.4,13300
2017-11-27,6.5,6.6,6.3,6.5,83745
2017-11-24,6.3,6.5,5.9,6.5,208100
2017-11-23,6.5,6.5,6.3,6.4,44200
2017-11-22,6.6,6.6,6.3,6.5,88000
2017-11-21,6.5,6.9,6.4,6.6,404620
2017-11-20,6.5,6.6,6.3,6.6,128800
2017-11-17,6.5,6.6,6.3,6.6,187200
2017-11-16,6.5,6.5,6.3,6.5,54900
2017-11-15,6.6,6.6,6.2,6.5,114369
2017-11-14,6.6,6.8,6.5,6.6,73600
2017-11-13,6.9,7.0,6.5,6.7,85060
2017-11-10,6.7,7.4,6.7,6.9,53200
2017-11-09,8.0,8.0,6.9,7.4,211100
2017-11-08,7.3,8.1,6.7,7.6,523779
2017-11-07,7.6,8.0,7.0,7.4,829400
2017-11-06,7.8,7.8,7.5,7.7,172000
2017-11-03,7.7,7.8,7.5,7.8,82800
2017-11-02,7.7,8.0,7.3,7.8,339749
2017-11-01,7.8,7.8,7.5,7.7,127000
2017-10-31,8.1,8.2,7.6,7.9,212500
2017-10-30,8.3,8.3,8.0,8.2,79100
2017-10-27,8.7,9.0,7.9,8.4,192100
2017-10-26,8.6,9.4,8.3,8.7,1055509
2017-10-25,8.3,8.6,8.3,8.6,139800
2017-10-24,8.4,8.6,8.3,8.3,244230
2017-10-23,7.9,8.6,7.9,8.3,223040
2017-10-20,7.7,8.0,7.7,8.0,97000
2017-10-19,7.9,7.9,7.7,7.9,337400
2017-10-18,7.7,7.9,7.5,7.9,269700
2017-10-17,7.9,8.2,7.6,7.8,348301
2017-10-16,7.4,7.9,7.3,7.8,154800
2017-10-13,7.2,7.4,7.2,7.4,34300
2017-10-12,7.2,7.4,7.2,7.3,24910
2017-10-11,7.4,7.4,7.1,7.3,56800
2017-10-10,7.4,7.4,7.2,7.3,41400
2017-10-09,7.5,7.5,7.3,7.4,33400
2017-10-06,7.3,7.5,7.3,7.5,74100
2017-10-05,7.4,7.4,7.2,7.4,46600
2017-10-04,7.3,7.4,7.2,7.4,32600
2017-10-03,7.3,7.4,7.2,7.4,87710
