date,adj_open,adj_high,adj_low,adj_close,volume
2018-04-03,,,,13.4,0
2018-04-02,,,,13.4,0
2018-03-30,,,,13.4,0
2018-03-29,,,,13.4,0
2018-03-28,,,,13.4,0
2018-03-27,13.4,13.4,13.4,13.4,100
2018-03-26,,,,14.8,0
2018-03-23,,,,14.8,0
2018-03-22,14.8,14.8,14.8,14.8,900
2018-03-21,,,,14.8,0
2018-03-20,,,,14.8,0
2018-03-19,,,,14.8,0
2018-03-16,,,,14.8,0
2018-03-15,,,,14.8,0
2018-03-14,,,,14.8,0
2018-03-13,,,,14.8,0
2018-03-12,,,,14.8,0
2018-03-09,,,,14.8,0
2018-03-08,,,,14.8,0
2018-03-07,,,,14.8,0
2018-03-06,,,,14.8,0
2018-03-05,,,,14.8,0
2018-03-02,,,,14.8,0
2018-03-01,,,,14.8,0
2018-02-28,,,,14.8,0
2018-02-27,,,,14.8,0
2018-02-26,,,,14.8,0
2018-02-23,,,,14.8,0
2018-02-22,,,,14.8,0
2018-02-21,,,,14.8,0
2018-02-13,14.8,14.8,14.8,14.8,100
2018-02-12,,,,13.5,0
2018-02-09,,,,13.5,0
2018-02-08,13.5,13.5,13.5,13.5,100
2018-02-07,,,,15.0,0
2018-02-06,,,,15.0,0
2018-02-05,,,,15.0,0
2018-02-02,,,,15.0,0
2018-02-01,,,,15.0,0
2018-01-31,,,,15.0,0
2018-01-30,,,,15.0,0
2018-01-29,13.5,15.0,13.5,15.0,200
2018-01-26,,,,15.0,0
2018-01-25,,,,15.0,0
2018-01-22,15.0,15.0,14.5,15.0,213190
2018-01-19,,,,15.0,0
2018-01-18,,,,15.0,0
2018-01-17,15.0,15.0,15.0,15.0,71000
2018-01-16,15.0,15.0,15.0,15.0,272000
2018-01-15,,,,14.0,0
2018-01-12,,,,14.0,0
2018-01-11,14.0,14.0,14.0,14.0,100
2018-01-10,14.5,15.0,14.5,15.0,2000
2018-01-09,14.5,14.5,14.5,14.5,1100
2018-01-08,14.5,14.5,14.5,14.5,100
2018-01-05,13.2,13.2,13.2,13.2,100
2018-01-04,14.4,14.4,14.4,14.4,3000
2018-01-03,,,,14.4,0
2018-01-02,,,,14.4,0
2017-12-29,14.4,14.4,14.4,14.4,2100
2017-12-28,,,,14.4,0
2017-12-27,,,,14.4,0
2017-12-26,,,,14.4,0
2017-12-25,,,,14.4,0
2017-12-22,,,,14.4,0
2017-12-21,,,,14.4,0
2017-12-20,,,,14.4,0
2017-12-19,,,,14.4,0
2017-12-18,,,,14.4,0
2017-12-15,14.4,14.4,14.4,14.4,1800
2017-12-14,,,,13.1,0
2017-12-13,,,,13.1,0
2017-12-12,,,,13.1,0
2017-12-11,,,,13.1,0
2017-12-08,14.6,14.6,13.1,13.1,7200
2017-12-07,,,,14.5,0
2017-12-06,,,,14.5,0
2017-12-05,,,,14.5,0
2017-12-04,,,,14.5,0
2017-12-01,15.0,15.0,14.5,14.5,4500
2017-11-30,,,,15.0,0
2017-11-29,,,,15.0,0
2017-11-28,,,,15.0,0
2017-11-27,,,,15.0,0
2017-11-24,15.8,15.8,14.5,15.0,3600
2017-11-23,,,,15.6,0
2017-11-22,,,,15.6,0
2017-11-21,,,,15.6,0
2017-11-20,,,,15.6,0
2017-11-17,15.7,15.7,15.6,15.6,3600
2017-11-16,,,,15.8,0
2017-11-15,,,,15.8,0
2017-11-14,,,,15.8,0
2017-11-13,,,,15.8,0
