date,adj_open,adj_high,adj_low,adj_close,volume
2018-04-03,,,,18.5,0
2018-04-02,,,,18.5,0
2018-03-30,,,,18.5,0
2018-03-29,,,,18.5,0
2018-03-28,,,,18.5,0
2018-03-27,,,,18.5,0
2018-03-26,,,,18.5,0
2018-03-23,,,,18.5,0
2018-03-22,,,,18.5,0
2018-03-21,,,,18.5,0
2018-03-20,,,,18.5,0
2018-03-19,,,,18.5,0
2018-03-16,,,,18.5,0
2018-03-15,,,,18.5,0
2018-03-14,,,,18.5,0
2018-03-13,,,,18.5,0
2018-03-12,,,,18.5,0
2018-03-09,,,,18.5,0
2018-03-08,,,,18.5,0
2018-03-07,18.5,18.5,18.5,18.5,500
2018-03-06,,,,19.0,0
2018-03-05,19.0,19.0,19.0,19.0,200
2018-03-02,20.5,20.5,20.5,20.5,200
2018-03-01,,,,18.7,0
2018-02-28,,,,18.7,0
2018-02-27,,,,18.7,0
2018-02-26,18.7,18.7,18.7,18.7,100
2018-02-23,,,,17.0,0
2018-02-22,,,,17.0,0
2018-02-21,,,,17.0,0
2018-02-13,,,,17.0,0
2018-02-12,,,,17.0,0
2018-02-09,,,,17.0,0
2018-02-08,,,,17.0,0
2018-02-07,,,,17.0,0
2018-02-06,,,,17.0,0
2018-02-05,,,,17.0,0
2018-02-02,,,,17.0,0
2018-02-01,,,,17.0,0
2018-01-31,,,,17.0,0
2018-01-30,,,,17.0,0
2018-01-29,,,,17.0,0
2018-01-26,,,,17.0,0
2018-01-25,,,,17.0,0
2018-01-22,,,,17.0,0
2018-01-19,,,,17.0,0
2018-01-18,,,,17.0,0
2018-01-17,,,,17.0,0
2018-01-16,17.0,17.0,17.0,17.0,200
2018-01-15,,,,17.0,0
2018-01-12,,,,17.0,0
2018-01-11,,,,17.0,0
2018-01-10,,,,17.0,0
2018-01-09,,,,17.0,0
2018-01-08,,,,17.0,0
2018-01-05,,,,17.0,0
2018-01-04,,,,17.0,0
2018-01-03,,,,17.0,0
2018-01-02,,,,17.0,0
2017-12-29,,,,17.0,0
2017-12-28,,,,17.0,0
2017-12-27,,,,17.0,0
2017-12-26,,,,17.0,0
2017-12-25,,,,17.0,0
2017-12-22,,,,17.0,0
2017-12-21,,,,17.0,0
2017-12-20,,,,17.0,0
2017-12-19,,,,17.0,0
2017-12-18,,,,17.0,0
2017-12-15,,,,17.0,0
2017-12-14,,,,17.0,0
2017-12-13,,,,17.0,0
2017-12-12,,,,17.0,0
2017-12-11,,,,17.0,0
2017-12-08,,,,17.0,0
2017-12-07,,,,17.0,0
2017-12-06,,,,17.0,0
2017-12-05,,,,17.0,0
2017-12-04,,,,17.0,0
2017-12-01,,,,17.0,0
2017-11-30,17.0,17.0,17.0,17.0,1600
2017-11-29,,,,17.0,0
2017-11-28,,,,17.0,0
2017-11-27,,,,17.0,0
2017-11-24,,,,17.0,0
2017-11-23,,,,17.0,0
2017-11-22,,,,17.0,0
2017-11-21,,,,17.0,0
2017-11-20,,,,17.0,0
2017-11-17,,,,17.0,0
2017-11-16,17.0,17.0,17.0,17.0,100
2017-11-15,,,,15.5,0
2017-11-14,,,,15.5,0
2017-11-13,,,,15.5,0
2017-11-10,,,,15.5,0
2017-11-09,,,,15.5,0
2017-11-08,,,,15.5,0
2017-11-07,,,,15.5,0
2017-11-06,,,,15.5,0
2017-11-03,,,,15.5,0
2017-11-02,,,,15.5,0
2017-11-01,15.5,15.5,15.5,15.5,3000
2017-10-31,,,,17.2,0
2017-10-30,,,,17.2,0
2017-10-27,,,,17.2,0
2017-10-26,,,,17.2,0
2017-10-25,,,,17.2,0
2017-10-24,,,,17.2,0
2017-10-23,,,,17.2,0
2017-10-20,,,,17.2,0
2017-10-19,,,,17.2,0
2017-10-18,,,,17.2,0
2017-10-17,,,,17.2,0
2017-10-16,,,,17.2,0
2017-10-13,,,,17.2,0
2017-10-12,,,,17.2,0
2017-10-11,,,,17.2,0
2017-10-10,,,,17.2,0
2017-10-09,,,,17.2,0
2017-10-06,,,,17.2,0
2017-10-05,17.2,17.2,17.2,17.2,100
2017-10-04,17.8,17.8,17.8,17.8,1100
2017-10-03,,,,17.8,0
2017-10-02,,,,17.8,0
2017-09-29,,,,17.8,0
2017-09-28,,,,17.8,0
2017-09-27,17.8,17.8,17.8,17.8,100
2017-09-26,,,,18.0,0
2017-09-25,,,,18.0,0
2017-09-22,,,,18.0,0
2017-09-21,18.0,18.0,18.0,18.0,700
2017-09-20,,,,18.9,0
2017-09-19,,,,18.9,0
2017-09-18,,,,18.9,0
2017-09-15,,,,18.9,0
2017-09-14,,,,18.9,0
2017-09-13,,,,18.9,0
2017-09-12,,,,18.9,0
2017-09-11,,,,18.9,0
2017-09-08,,,,18.9,0
2017-09-07,,,,18.9,0
2017-09-06,,,,18.9,0
2017-09-05,,,,18.9,0
2017-09-01,,,,18.9,0
2017-08-31,,,,18.9,0
2017-08-30,,,,18.9,0
2017-08-29,,,,18.9,0
2017-08-28,,,,18.9,0
2017-08-25,,,,18.9,0
2017-08-24,,,,18.9,0
2017-08-23,,,,18.9,0
2017-08-22,,,,18.9,0
2017-08-21,,,,18.9,0
2017-08-18,,,,18.9,0
2017-08-17,,,,18.9,0
2017-08-16,,,,18.9,0
2017-08-15,,,,18.9,0
2017-08-14,,,,18.9,0
2017-08-11,,,,18.9,0
2017-08-10,,,,18.9,0
2017-08-09,,,,18.9,0
2017-08-08,,,,18.9,0
2017-08-07,,,,18.9,0
2017-08-04,,,,18.9,0
2017-08-03,,,,18.9,0
2017-08-02,,,,18.9,0
2017-08-01,,,,18.9,0
2017-07-31,,,,18.9,0
2017-07-28,,,,18.9,0
2017-07-27,,,,18.9,0
2017-07-26,,,,18.9,0
2017-07-25,,,,18.9,0
2017-07-24,,,,18.9,0
2017-07-21,,,,18.9,0
2017-07-20,,,,18.9,0
2017-07-19,,,,18.9,0
2017-07-18,,,,18.9,0
2017-07-17,,,,18.9,0
2017-07-14,,,,18.9,0
2017-07-13,,,,18.9,0
2017-07-12,,,,18.9,0
2017-07-11,,,,18.9,0
2017-07-10,,,,18.9,0
2017-07-07,,,,18.9,0
2017-07-06,,,,18.9,0
2017-07-05,,,,18.9,0
2017-07-04,,,,18.9,0
2017-07-03,,,,18.9,0
2017-06-30,,,,18.9,0
2017-06-29,,,,18.9,0
2017-06-28,,,,18.9,0
2017-06-27,,,,18.9,0
2017-06-26,,,,18.9,0
2017-06-23,,,,18.9,0
2017-06-22,,,,18.9,0
2017-06-21,,,,18.9,0
2017-06-20,,,,18.9,0
2017-06-19,,,,18.9,0
2017-06-16,,,,18.9,0
2017-06-15,18.9,18.9,18.9,18.9,100
2017-06-14,,,,18.1,0
2017-06-13,,,,18.1,0
2017-06-12,,,,18.1,0
2017-06-09,,,,18.1,0
2017-06-08,,,,18.1,0
2017-06-07,,,,18.1,0
2017-06-06,,,,18.1,0
2017-06-05,,,,18.1,0
2017-06-02,,,,18.1,0
2017-06-01,,,,18.1,0
2017-05-31,,,,18.1,0
2017-05-30,,,,18.1,0
2017-05-29,,,,18.1,0
2017-05-26,,,,18.1,0
2017-05-25,,,,18.1,0
2017-05-24,,,,18.1,0
2017-05-23,,,,18.1,0
2017-05-22,,,,18.1,0
2017-05-19,,,,18.1,0
2017-05-18,,,,18.1,0
2017-05-17,,,,18.1,0
2017-05-16,,,,18.1,0
2017-05-15,,,,18.1,0
2017-05-12,,,,18.1,0
2017-05-11,,,,18.1,0
2017-05-10,,,,18.1,0
2017-05-09,,,,18.1,0
2017-05-08,,,,18.1,0
2017-05-05,,,,18.1,0
2017-05-04,,,,18.1,0
2017-05-03,,,,18.1,0
2017-04-28,,,,18.1,0
2017-04-27,,,,18.1,0
2017-04-26,,,,18.1,0
2017-04-25,,,,18.1,0
2017-04-24,,,,18.1,0
2017-04-21,,,,18.1,0
2017-04-20,,,,18.1,0
2017-04-19,,,,18.1,0
2017-04-18,,,,18.1,0
2017-04-17,,,,18.1,0
2017-04-14,,,,18.1,0
2017-04-13,,,,18.1,0
2017-04-12,,,,18.1,0
2017-04-11,,,,18.1,0
2017-04-10,,,,18.1,0
2017-04-07,,,,18.1,0
2017-04-05,18.1,18.1,18.1,18.1,200
2017-04-04,,,,18.1,0
2017-04-03,,,,18.1,0
2017-03-31,,,,18.1,0
2017-03-30,,,,18.1,0
2017-03-29,,,,18.1,0
2017-03-28,,,,18.1,0
2017-03-27,,,,18.1,0
2017-03-24,,,,18.1,0
2017-03-23,,,,18.1,0
2017-03-22,,,,18.1,0
2017-03-21,,,,18.1,0
2017-03-20,18.1,18.1,18.1,18.1,200
2017-03-17,,,,19.99,0
2017-03-16,,,,19.99,0
2017-03-15,,,,19.99,0
2017-03-14,,,,19.99,0
2017-03-13,19.99,19.99,19.99,19.99,300
2017-03-10,,,,22.06,0
2017-03-09,22.06,22.06,22.06,22.06,300
2017-03-08,20.08,20.08,20.08,20.08,100
2017-03-07,,,,22.24,0
2017-03-06,,,,22.24,0
2017-03-03,22.24,22.24,22.24,22.24,100
