date,adj_open,adj_high,adj_low,adj_close,volume
2018-04-02,,,,3.1,0
2018-03-30,3.1,3.1,3.0,3.1,45220
2018-03-29,3.2,3.2,3.1,3.2,101100
2018-03-28,3.0,3.2,3.0,3.2,371000
2018-03-27,3.0,3.1,3.0,3.0,302400
2018-03-26,3.0,3.1,3.0,3.0,545000
2018-03-23,3.0,3.1,2.9,3.0,148700
2018-03-22,3.0,3.1,3.0,3.0,86520
2018-03-21,3.0,3.1,2.9,3.1,232700
2018-03-20,3.0,3.0,2.9,3.0,98608
2018-03-19,3.1,3.1,2.9,3.0,130700
2018-03-16,3.0,3.1,2.9,3.1,150100
2018-03-15,3.0,3.1,2.9,3.0,39300
2018-03-14,3.0,3.1,3.0,3.0,85500
2018-03-13,3.0,3.1,3.0,3.0,144900
2018-03-12,3.0,3.1,3.0,3.0,121510
2018-03-09,3.0,3.1,3.0,3.1,102702
2018-03-08,3.0,3.1,2.9,3.0,69800
2018-03-07,3.0,3.1,2.9,3.0,206200
2018-03-06,2.9,3.0,2.8,3.0,142000
2018-03-05,2.9,3.0,2.9,2.9,37300
2018-03-02,2.9,2.9,2.9,2.9,71300
2018-03-01,2.9,2.9,2.8,2.9,27110
2018-02-28,2.9,2.9,2.8,2.9,200500
2018-02-27,2.9,2.9,2.9,2.9,68200
2018-02-26,2.9,3.0,2.9,3.0,57900
2018-02-23,2.9,3.0,2.9,2.9,171500
2018-02-22,2.9,2.9,2.9,2.9,133000
2018-02-21,3.0,3.0,3.0,3.0,21200
2018-02-13,2.9,3.0,2.8,3.0,130800
2018-02-12,2.9,2.9,2.9,2.9,102400
2018-02-09,2.8,3.0,2.8,2.9,122600
2018-02-08,3.0,3.0,2.9,3.0,65800
2018-02-07,2.7,2.9,2.7,2.9,108500
2018-02-06,2.8,2.8,2.6,2.7,267500
2018-02-05,2.9,3.0,2.8,2.8,124100
2018-02-02,3.0,3.0,2.9,2.9,109100
2018-02-01,3.1,3.1,3.0,3.0,180210
2018-01-31,3.1,3.1,3.1,3.1,139800
2018-01-30,3.0,3.2,3.0,3.1,173507
2018-01-29,3.2,3.2,3.0,3.0,248700
2018-01-26,3.1,3.2,3.1,3.1,194400
2018-01-25,3.3,3.3,3.1,3.1,145778
2018-01-22,3.2,3.2,3.1,3.2,144630
2018-01-19,3.2,3.2,3.1,3.2,58200
2018-01-18,3.1,3.2,3.1,3.2,110010
2018-01-17,3.2,3.3,3.1,3.1,143070
2018-01-16,3.2,3.3,3.1,3.3,206700
2018-01-15,3.2,3.3,3.2,3.3,112900
2018-01-12,3.2,3.3,3.2,3.2,126900
2018-01-11,3.2,3.3,3.2,3.3,89602
2018-01-10,3.2,3.3,3.1,3.3,239600
2018-01-09,3.2,3.3,3.1,3.3,160600
2018-01-08,3.1,3.3,3.1,3.2,127310
2018-01-05,3.2,3.3,3.2,3.2,193700
2018-01-04,3.2,3.3,3.1,3.3,150600
2018-01-03,3.3,3.3,3.2,3.2,179400
2018-01-02,3.4,3.5,3.3,3.3,116000
2017-12-29,3.2,3.5,3.1,3.3,424610
2017-12-28,3.1,3.2,3.1,3.2,49240
2017-12-27,3.0,3.1,3.0,3.1,142610
2017-12-26,3.1,3.1,3.0,3.0,151930
2017-12-25,3.1,3.2,3.1,3.2,71440
2017-12-22,3.2,3.2,3.1,3.2,90400
2017-12-21,3.2,3.3,3.1,3.2,26930
2017-12-20,3.2,3.3,3.2,3.2,89900
2017-12-19,3.3,3.3,3.1,3.3,93010
2017-12-18,3.2,3.3,3.2,3.3,84300
2017-12-15,3.2,3.3,3.2,3.2,72700
2017-12-14,3.2,3.3,3.2,3.3,44900
2017-12-13,3.2,3.3,3.2,3.2,57800
2017-12-12,3.2,3.3,3.0,3.2,270300
2017-12-11,3.3,3.3,3.2,3.3,56100
2017-12-08,3.3,3.4,3.3,3.3,97600
2017-12-07,3.4,3.4,3.3,3.4,62600
2017-12-06,3.4,3.4,3.3,3.4,138410
2017-12-05,3.5,3.5,3.3,3.4,310210
2017-12-04,3.4,3.5,3.3,3.4,325960
2017-12-01,3.3,3.4,3.3,3.4,111600
2017-11-30,3.5,3.5,3.3,3.4,246300
2017-11-29,3.3,3.5,3.3,3.4,243350
2017-11-28,3.4,3.5,3.3,3.3,218710
2017-11-27,3.2,3.5,3.2,3.4,311090
2017-11-24,3.0,3.2,3.0,3.2,143700
2017-11-23,3.0,3.1,3.0,3.0,98000
2017-11-22,3.1,3.1,2.9,3.0,166300
2017-11-21,3.0,3.1,3.0,3.0,122600
2017-11-20,3.0,3.1,3.0,3.0,44400
2017-11-17,3.1,3.2,3.0,3.0,90400
2017-11-16,2.9,3.1,2.9,3.1,186200
2017-11-15,2.8,3.0,2.8,2.9,76100
2017-11-14,2.9,2.9,2.8,2.8,69100
2017-11-13,2.9,2.9,2.8,2.9,87400
2017-11-10,2.9,3.0,2.8,2.9,123650
2017-11-09,2.9,2.9,2.8,2.9,79500
2017-11-08,2.9,2.9,2.9,2.9,72800
2017-11-07,2.9,3.0,2.8,3.0,355190
2017-11-06,2.9,2.9,2.8,2.9,47300
2017-11-03,3.0,3.0,2.8,3.0,66700
2017-11-02,2.9,3.0,2.9,3.0,128900
2017-11-01,2.8,3.0,2.8,3.0,158700
2017-10-31,2.8,3.0,2.8,2.8,183400
2017-10-30,2.9,3.0,2.8,2.8,199700
2017-10-27,3.0,3.1,3.0,3.0,192105
2017-10-26,3.2,3.2,3.0,3.1,311500
2017-10-25,3.2,3.3,3.1,3.2,110600
2017-10-24,3.0,3.3,3.0,3.2,468810
2017-10-23,3.3,3.3,3.0,3.1,329600
2017-10-20,3.3,3.5,3.2,3.3,372900
2017-10-19,3.3,3.3,3.2,3.2,67800
2017-10-18,3.3,3.4,3.3,3.3,148700
2017-10-17,3.3,3.4,3.3,3.3,129600
2017-10-16,3.4,3.4,3.3,3.4,83700
2017-10-13,3.4,3.4,3.3,3.4,122600
