ticker,open,high,low,close,volume
aaa,20.14,20.14,19.74,19.87,392890
aam,6.82,7.74,6.82,7.74,2270
abt,35.01,35.31,34.25,35.31,1030
acb,10.28,10.72,10.28,10.56,728172
acc,24.95,24.95,23.08,24.87,1860
acl,8.23,8.66,8.23,8.66,3010
acm,1.9,1.9,1.8,1.9,221150
adc,12.53,12.53,12.53,12.53,200
ads,10.99,10.99,10.89,10.96,75780
agf,8.71,9.2,8.71,9.2,1250
agm,8.42,9.23,8.42,8.96,7790
agr,2.4,2.4,2.38,2.38,16140
alt,8.42,8.42,8.42,8.42,60
alv,4.8,5.0,4.71,4.99,157300
amc,23.63,23.63,23.63,23.63,7500
amd,11.95,12.64,11.9,12.64,515340
amv,2.32,2.39,2.32,2.39,6100
anv,3.01,3.14,2.88,3.09,35650
apc,18.92,18.92,18.43,18.83,5410
apg,8.36,8.73,7.99,7.99,51700
api,9.0,9.0,8.7,8.7,4300
aps,2.7,2.7,2.6,2.6,35800
asa,2.2,2.2,2.1,2.1,47700
asm,14.32,14.45,14.22,14.23,1054890
asp,3.23,3.23,3.23,3.23,10
atg,15.1,15.3,15.0,15.2,265850
ats,9.6,9.7,8.8,8.8,39900
b82,4.7,5.0,4.7,5.0,1000
bbc,78.67,80.83,78.67,80.84,90
bbs,11.04,11.55,10.2,11.54,1200
bcc,14.69,14.77,14.22,14.22,534154
bce,4.25,4.25,4.2,4.2,14840
bcg,5.69,5.69,5.6,5.6,339240
bci,21.8,21.9,21.8,21.9,80270
bfc,28.41,29.01,28.18,28.48,249760
bgm,1.2,1.27,1.19,1.26,324340
bhs,13.33,13.44,13.22,13.22,1851670
bic,34.43,34.43,33.36,33.36,39620
bid,15.55,15.96,15.5,15.73,1684540
bii,14.0,14.0,14.0,14.0,700
bkc,6.0,6.0,6.0,6.0,100
blf,3.7,3.7,3.6,3.6,6700
bmc,14.29,14.29,13.35,13.87,26380
bmi,25.11,25.38,25.02,25.11,313700
bmp,93.42,93.42,90.84,91.07,276150
bpc,17.98,19.01,17.98,18.13,61850
brc,8.9,8.9,8.9,8.9,4300
bsi,8.82,8.9,8.68,8.83,69200
btp,9.88,9.88,9.67,9.66,52250
bts,9.3,9.6,8.7,9.5,1000
btt,26.03,27.72,26.03,27.37,3020
btw,12.45,12.45,12.45,12.45,100
bvh,66.18,72.1,66.18,70.06,261890
bvs,15.89,15.89,15.28,15.63,257993
c32,45.42,46.16,42.75,43.43,176160
c47,8.23,8.23,8.03,8.23,20430
cap,27.02,27.35,27.02,27.35,10930
cav,45.89,45.89,43.72,43.72,46560
cci,7.98,9.08,7.98,8.7,1540
ccl,2.55,2.55,2.34,2.37,62260
cdc,9.96,9.96,9.64,9.96,31700
cdn,18.33,18.69,18.33,18.69,4500
ceo,7.39,7.39,7.24,7.31,218200
chp,15.28,15.39,15.28,15.39,31630
cig,3.0,3.19,3.0,3.19,2740
cii,28.57,28.57,28.09,28.09,2204880
clc,33.77,34.86,33.77,34.86,60800
clg,3.9,3.9,3.87,3.87,2520
clh,10.52,10.89,10.52,10.9,20000
cll,21.14,21.47,21.06,21.06,11950
cmc,5.1,5.1,5.1,5.1,400
cmg,13.32,13.64,13.16,13.15,48970
cmi,8.8,8.9,8.5,8.8,47100
cms,4.77,4.77,4.59,4.77,38600
cmt,9.82,10.3,9.82,10.3,700
cmx,5.0,5.0,4.62,4.62,2260
cng,33.27,33.55,33.07,33.31,46890
cpc,17.86,17.94,17.86,17.86,750
csc,6.57,6.57,6.44,6.52,11700
csm,19.98,20.02,19.55,19.55,1096140
csv,24.09,24.09,22.54,23.13,152990
ctd,187.73,188.42,178.79,180.17,231640
ctg,15.68,16.1,15.63,16.0,701650
cti,26.61,27.07,26.43,26.42,414940
ctp,8.77,9.09,8.77,8.94,88800
cts,4.71,4.79,4.71,4.71,106179
ctx,5.41,5.41,5.41,5.41,1000
cvn,2.0,2.0,2.0,2.0,72900
cvt,21.48,21.71,20.55,20.69,815050
cx8,7.93,7.93,7.93,7.93,500
d2d,21.67,21.67,20.73,20.73,69080
dag,12.2,12.35,11.82,11.9,1014550
dbc,31.62,31.93,30.67,31.14,1002095
dbt,12.86,12.86,12.49,12.8,13100
dc2,4.86,5.11,4.86,5.11,1800
dc4,5.63,5.7,5.14,5.7,2800
dcl,17.42,17.42,16.45,16.5,553350
dcm,8.75,8.79,8.4,8.44,119970
dcs,2.9,3.0,2.8,2.9,920800
dgc,46.01,46.01,43.29,44.49,99866
dgl,45.43,45.62,43.04,43.22,15839
dgw,13.78,14.51,13.47,14.45,349750
dha,30.46,31.03,29.31,29.48,209440
dhc,21.09,21.94,21.09,21.78,401100
dhg,71.46,72.69,69.25,69.32,188990
dhm,14.4,15.0,14.1,15.0,1056150
dhp,7.39,7.39,7.32,7.32,5004
dht,12.99,13.01,12.78,13.01,1600
dic,6.1,6.11,6.0,6.11,67530
dig,5.77,5.82,5.69,5.77,142750
dih,7.81,7.81,7.81,7.81,100
dl1,7.06,7.06,7.06,7.06,14600
dlg,4.73,4.76,4.69,4.7,1700640
dlr,10.2,10.8,9.2,9.2,9400
dmc,82.01,83.21,79.96,80.06,75020
dnp,15.33,15.65,14.77,15.05,145310
dny,5.49,5.67,5.49,5.66,200
dp3,24.33,24.33,22.98,23.05,4510
dpc,33.51,33.51,30.19,30.19,400
dpm,21.65,21.73,21.5,21.66,494770
dpr,21.92,21.92,21.85,21.85,5200
dps,5.69,5.69,5.21,5.21,301800
dqc,58.28,58.28,56.04,57.96,16320
drc,34.8,35.3,34.47,35.13,507440
drh,18.57,18.82,17.48,18.32,71120
dsn,50.08,50.31,49.32,49.32,4980
dst,21.9,22.22,21.77,22.03,347000
dta,3.0,3.0,2.8,2.8,10360
dtl,26.5,26.5,26.3,26.3,12490
dvp,59.12,59.12,58.73,58.72,200
dxg,6.49,6.84,6.49,6.66,1003530
dxp,17.73,17.82,17.64,17.64,46900
dzm,10.83,11.16,10.83,10.83,5617
e1vfvn30,10.72,10.74,10.7,10.7,47800
ebs,6.09,6.09,6.09,6.09,1000
eib,10.2,10.5,10.2,10.3,46210
eid,11.93,12.16,11.31,11.47,11905
elc,20.27,21.53,20.27,21.26,154940
emc,10.32,10.97,10.32,10.51,50
eve,22.15,22.23,20.46,20.63,648410
fcm,4.36,4.36,4.28,4.29,42230
fcn,14.52,14.66,14.48,14.52,223860
fdc,25.85,25.85,25.85,25.85,10
fid,17.2,17.48,17.1,17.38,432600
fit,5.18,5.24,5.0,5.05,672250
flc,4.61,4.62,4.38,4.4,6431770
fmc,11.46,11.51,11.26,11.26,181960
fpt,28.33,28.6,27.79,28.27,1945280
g20,6.07,6.25,5.88,6.25,59900
gas,60.19,61.04,59.34,60.28,157860
gdt,36.33,37.24,36.33,36.59,2490
gex,13.59,13.9,13.52,13.84,353000
gil,36.44,36.77,34.97,35.35,325440
gmc,22.26,23.39,22.26,22.9,3960
gmd,22.27,22.31,21.54,21.78,464270
gmx,17.76,18.28,17.76,17.76,7600
gsp,10.81,11.01,10.69,11.01,44040
gta,9.76,10.11,9.76,10.11,1130
gtn,18.9,19.45,18.9,19.35,1505830
had,24.18,26.64,24.12,24.12,400
hag,5.21,5.25,5.15,5.15,1005330
hah,20.08,20.28,19.98,19.98,91620
hai,3.82,3.82,3.77,3.77,252970
hap,3.14,3.25,3.12,3.16,72390
har,3.77,3.83,3.73,3.77,955230
has,7.16,7.41,7.12,7.41,8710
hat,36.64,39.42,36.55,39.42,1400
hax,13.48,13.48,12.71,12.71,125290
hbc,13.39,13.67,13.0,13.35,1970870
hbs,2.9,2.9,2.8,2.8,200
hcc,15.32,15.37,15.28,15.28,4100
hcd,6.77,6.82,6.75,6.81,295160
hcm,12.7,12.81,12.53,12.55,455920
hct,10.05,10.51,10.05,10.5,800
hda,13.39,13.56,12.95,13.39,140400
hdc,7.96,8.21,7.9,7.89,308050
hdg,14.37,15.1,14.37,15.1,26780
hdo,2.1,2.2,2.1,2.2,13943
hgm,28.43,28.43,28.43,28.43,1000
hhg,6.07,6.15,5.91,6.14,356095
hhs,5.75,5.75,5.56,5.6,1948730
hid,14.38,15.49,14.38,15.5,403630
hjs,12.2,12.2,12.2,12.2,29000
hkb,9.0,9.1,8.9,9.0,654100
hlc,4.56,4.56,4.56,4.56,656
hld,5.04,5.04,5.0,4.99,5300
hlg,9.3,10.0,9.3,9.6,6620
hly,12.14,12.14,12.14,12.14,100
hmc,5.01,5.01,5.01,5.01,110
hmh,10.1,10.24,10.1,10.24,200
hng,5.5,5.69,5.46,5.6,306850
hnm,7.3,7.3,7.2,7.3,4000
hom,5.49,5.58,5.49,5.58,4800
hot,21.04,23.92,21.04,23.92,1910
hpg,15.16,15.36,14.78,15.07,12594180
hpm,18.3,18.3,18.3,18.3,100
hqc,5.18,5.19,5.13,5.17,1562230
hsg,17.93,18.02,17.1,17.32,2497380
ht1,19.53,19.82,19.39,19.67,158420
htc,26.82,26.82,26.38,26.38,2400
hti,14.25,14.4,13.8,14.1,137530
htl,56.03,56.03,53.62,55.7,880
htv,14.76,16.47,14.76,15.54,7740
hu1,4.52,4.52,4.52,4.52,10
hut,10.01,10.01,9.64,9.72,1947571
hva,4.1,4.2,3.9,4.1,201600
hvg,10.0,10.1,9.8,9.8,1355970
icf,2.65,2.9,2.61,2.9,2970
icg,6.69,6.69,6.69,6.69,2010
idi,3.61,3.62,3.6,3.6,244910
idj,2.0,2.0,1.8,1.8,24000
idv,24.37,24.37,24.17,24.17,13300
ijc,6.85,6.89,6.8,6.85,182690
imp,48.13,48.13,45.51,46.43,17480
inn,35.92,36.46,35.92,36.1,24230
ita,4.1,4.14,4.0,4.05,2715530
