ticker,open,high,low,close,volume
aaa,4.55,4.55,4.45,4.48,403100
aam,11.44,11.44,11.44,11.44,10
acb,7.96,7.96,7.72,7.76,356300
acc,13.6,13.6,13.6,13.6,590
acl,9.0,9.0,8.92,9.0,3340
adc,4.02,4.09,3.99,4.09,2900
agf,9.86,9.86,9.86,9.86,110
agm,13.5,13.5,12.56,12.87,1130
agr,4.75,4.75,4.57,4.66,11480
alp,7.6,7.6,7.6,7.6,20
alv,2.83,2.83,2.74,2.74,2400
amv,1.86,1.86,1.79,1.79,2400
anv,2.39,2.54,2.39,2.54,20990
apc,8.28,8.28,8.04,8.28,800
apg,2.02,2.02,1.93,1.93,10800
api,2.5,2.5,2.4,2.5,25400
app,3.69,3.69,3.69,3.69,1000
aps,3.2,3.3,3.1,3.2,449900
arm,8.59,9.47,8.59,9.47,400
asa,13.62,13.62,13.43,13.43,69100
asm,4.1,4.1,3.91,4.0,458470
asp,2.94,2.94,2.88,2.94,30210
avs,3.2,3.4,3.2,3.4,114900
bbc,14.39,14.57,14.04,14.04,54030
bcc,2.98,3.06,2.9,2.91,29600
bce,3.39,3.39,3.35,3.35,29550
bci,10.54,10.54,9.98,9.98,1330
bgm,5.18,5.27,5.0,5.09,737840
bhs,8.56,8.56,8.45,8.56,133810
bic,4.76,4.83,4.69,4.69,48720
bkc,7.0,7.2,6.7,7.1,34000
blf,1.52,1.57,1.52,1.52,13700
bmc,27.18,27.66,26.88,27.0,113690
bmi,4.32,4.32,4.21,4.32,17710
bmp,12.54,12.54,12.25,12.54,5870
brc,5.73,5.73,5.73,5.73,11000
bsc,7.29,7.29,7.29,7.29,100
bsi,2.35,2.42,2.35,2.35,25800
bth,5.1,5.1,5.1,5.1,1000
btp,3.25,3.36,3.25,3.25,146090
bts,3.6,3.6,3.5,3.5,2100
btt,11.04,11.04,11.04,11.04,1010
btw,5.97,6.53,5.97,6.53,1600
bvh,26.35,27.03,25.66,26.43,366000
bvs,8.83,8.83,8.57,8.56,544100
c32,4.68,4.72,4.64,4.64,114650
c47,5.36,5.4,5.36,5.41,4080
c92,5.04,5.04,5.04,5.03,100
cap,3.85,3.85,3.85,3.85,700
cci,4.37,4.37,4.37,4.37,10
ccl,3.07,3.16,3.07,3.16,57680
ccm,5.99,6.53,5.99,6.0,4700
cdc,2.92,2.98,2.92,2.98,31450
chp,3.74,3.74,3.74,3.74,20000
cic,1.8,1.9,1.8,1.8,19500
cig,2.3,2.4,2.3,2.4,2980
cii,17.93,17.93,17.71,17.71,64870
ckv,5.96,5.96,5.96,5.97,100
clg,4.3,4.3,4.2,4.3,71490
cmg,2.97,3.05,2.97,3.05,11400
cmi,5.85,6.04,5.66,5.95,163500
cms,4.94,4.99,4.89,4.99,10000
cmt,5.3,5.3,5.3,5.3,10
cmv,10.27,10.51,10.27,10.5,3640
cmx,3.4,3.4,3.4,3.4,2420
cng,10.32,10.32,10.11,10.28,520
cnt,5.7,5.7,5.7,5.7,10
csc,1.68,1.76,1.68,1.76,900
csm,8.0,8.0,7.81,7.85,209720
ct6,3.42,3.64,3.42,3.64,700
cta,3.71,3.71,3.62,3.71,23000
ctc,5.21,5.21,5.21,5.21,2300
ctd,16.25,16.82,16.25,16.82,2010
ctg,13.24,13.24,13.24,13.23,133350
cti,4.75,4.75,4.75,4.75,70000
ctm,2.9,2.9,2.9,2.9,2300
ctn,4.13,4.13,4.13,4.13,1500
cts,3.71,3.71,3.65,3.66,126800
ctx,2.51,2.51,2.51,2.5,700
