symbol,open,high,low,close,volume
agf,8.59,8.59,8.59,8.59,11100
agf,,,,8.59,0
bbc,9.51,9.51,9.51,9.5,36300
bbc,,,,9.5,0
bpc,6.51,6.51,6.51,6.51,2300
bpc,,,,6.51,0
can,11.27,11.27,11.27,11.28,3700
can,,,,11.28,0
dpc,8.22,8.22,8.22,8.22,3000
dpc,,,,8.22,0
gil,6.92,6.92,6.92,6.93,200
gil,,,,6.93,0
gmd,6.68,6.68,6.68,6.68,5500
gmd,,,,6.68,0
hap,7.51,7.51,7.51,7.51,700
hap,,,,7.51,0
laf,9.23,9.23,9.23,9.23,500
laf,,,,9.23,0
ree,3.28,3.28,3.28,3.28,22500
ree,,,,3.28,0
sam,2.62,2.62,2.62,2.62,13200
sam,,,,2.62,0
sav,8.8,8.8,8.8,8.8,1300
sav,,,,8.8,0
sgh,3.2,3.2,3.2,3.19,700
sgh,,,,3.19,0
tms,9.48,9.48,9.48,9.48,2500
tms,,,,9.48,0
