ticker,open,high,low,close,volume
aaa,18.0,18.0,18.0,5.14,61200
aam,9.66,9.66,9.66,9.66,1000
abt,15.54,15.54,15.54,15.54,1480
acb,9.47,9.51,9.38,9.38,192000
acc,8.12,8.12,8.12,8.12,200
acl,13.19,13.19,13.19,13.19,48650
agc,6.2,6.3,5.9,6.0,76800
agf,8.39,8.71,8.34,8.39,1070
agr,6.95,7.03,6.78,6.95,1120
alp,8.7,8.7,8.7,8.7,60
alt,8.29,8.29,7.29,7.28,1100
alv,4.85,4.85,4.63,4.62,5900
ame,2.85,2.85,2.85,2.85,16000
amv,4.45,4.65,4.38,4.65,39200
anv,2.63,2.63,2.49,2.63,561320
apc,9.93,10.08,9.85,9.93,51590
apg,4.96,4.96,4.87,4.87,27800
api,5.3,5.4,5.2,5.2,76300
app,4.27,4.41,4.13,4.13,14300
aps,5.3,5.6,5.3,5.3,129600
arm,5.45,5.45,5.45,5.45,500
asm,14.8,15.25,14.53,14.81,192900
asp,3.9,4.1,3.9,3.9,24950
avs,5.5,5.6,5.3,5.4,632800
b82,5.0,5.0,5.0,5.0,1200
bas,2.0,2.0,2.0,2.0,21650
bbc,10.06,10.23,9.98,10.06,33680
bcc,3.29,3.37,3.21,3.37,29000
bce,2.94,3.01,2.9,2.94,32440
bci,10.39,10.45,9.94,10.4,17560
bgm,9.46,9.91,9.46,9.46,278230
bhs,8.32,8.43,8.21,8.32,4520
bic,4.61,4.85,4.61,4.6,21060
bkc,12.0,12.0,11.7,11.7,69100
blf,2.38,2.48,2.38,2.38,24900
bmc,8.93,8.97,8.83,8.94,12030
bmi,5.55,5.55,5.4,5.55,6550
bmp,9.47,9.47,9.12,9.47,3610
bpc,3.56,3.56,3.56,3.56,1000
bsc,6.04,6.04,6.04,6.04,100
bsi,5.67,5.67,5.45,5.67,134470
bst,2.55,2.55,2.55,2.55,200
bt6,9.1,9.5,8.94,9.1,13000
btc,17.16,17.16,17.16,17.16,9000
btp,2.08,2.08,2.03,2.08,7480
bts,5.0,5.0,5.0,5.0,100
btt,8.41,8.41,7.71,7.71,1010
btw,3.92,3.92,3.92,3.92,100
bvh,58.27,63.38,58.27,58.27,276860
bvs,15.25,15.43,14.98,15.15,601600
c47,3.35,3.35,3.28,3.35,3010
c92,5.22,5.22,5.22,5.22,1000
can,14.63,16.77,14.63,16.77,2000
cap,2.08,2.14,2.02,2.02,6300
ccm,9.61,9.76,9.46,9.61,38600
cdc,6.46,6.64,6.46,6.46,5400
chp,3.25,3.25,3.19,3.19,1200
cic,5.0,5.0,4.73,4.82,22900
cig,6.2,6.2,5.9,6.2,7010
cii,11.57,12.17,11.57,11.57,266270
cjc,7.23,7.23,7.23,7.23,500
ckv,4.82,4.82,4.82,4.82,500
clc,3.9,3.93,3.9,3.9,25000
clg,8.9,9.27,8.9,8.91,86610
clw,4.18,4.24,4.01,4.18,21330
cmc,9.9,9.9,9.7,9.7,1100
cmg,6.63,6.71,6.56,6.63,2070
cmi,6.61,6.61,6.14,6.23,46600
cms,5.03,5.03,4.77,4.81,10500
cmt,6.62,6.97,6.62,6.63,124830
cmv,10.57,10.57,10.57,10.58,10
cmx,8.2,8.3,8.2,8.2,2200
cnt,9.6,10.0,9.6,9.6,5860
com,17.37,17.37,17.37,17.37,10
cpc,4.94,4.94,4.94,4.94,500
csc,3.36,3.36,3.02,3.02,400
csg,7.63,7.63,7.43,7.63,5000
csm,4.22,4.28,4.19,4.22,11870
cta,5.52,5.52,5.52,5.52,1000
ctc,5.29,5.29,5.22,5.22,15500
ctd,18.82,19.27,18.82,18.82,3500
ctg,12.72,12.82,12.72,12.72,358950
cti,10.43,10.43,9.68,10.43,51750
ctm,7.2,7.2,7.0,7.0,11800
ctn,5.44,5.44,5.2,5.21,23700
