ticker,open,high,low,close,volume
agf,10.56,10.56,10.56,10.56,330
bbc,7.11,7.11,7.11,7.11,20230
bpc,4.79,4.79,4.73,4.73,110
can,6.63,6.63,6.58,6.58,760
dha,4.03,4.03,4.03,4.03,2000
dpc,4.6,4.6,4.55,4.55,130
gmd,8.08,8.08,8.08,8.08,1500
hap,5.66,5.68,5.66,5.68,3720
has,5.03,5.05,5.03,5.05,430
laf,8.61,8.61,8.61,8.61,1000
pms,3.79,3.79,3.77,3.77,3450
ree,2.11,2.11,2.11,2.11,12830
sam,3.14,3.15,3.14,3.15,1420
sav,10.27,10.27,10.27,10.27,7260
sfc,1.57,1.57,1.57,1.57,13870
sgh,2.5,2.5,2.5,2.5,250
tms,6.74,6.74,6.74,6.74,2180
tri,17.36,17.36,17.28,17.28,3670
ts4,2.79,2.79,2.76,2.76,1850
vtc,12.02,12.02,12.02,12.02,3990
