symbol,open,high,low,close,volume
aaa,32.7,32.75,32.4,32.45,676210
acb,28.7,28.8,28.2,28.6,709220
acm,2.1,2.1,2.0,2.1,135700
ads,19.0,19.4,19.0,19.25,137250
agm,8.51,9.1,8.51,8.8,750
agr,5.68,5.7,5.59,5.62,326430
alv,12.0,12.0,11.9,12.0,67300
amd,11.1,11.45,11.1,11.4,1027970
amv,13.4,13.6,13.4,13.6,3900
anv,6.6,6.68,6.5,6.65,43680
apc,37.9,38.5,37.7,38.5,43080
apg,6.02,6.08,5.95,6.04,388000
api,30.0,32.9,30.0,32.9,1700
aps,4.0,4.0,3.9,4.0,157300
asa,2.7,2.9,2.7,2.8,50110
asm,12.15,12.25,12.1,12.1,2829670
asp,6.6,6.6,6.5,6.5,106340
atg,3.95,3.99,3.87,3.95,133750
ats,16.6,16.6,16.6,16.6,14050
bcc,8.6,8.7,8.5,8.7,72500
bce,5.68,5.75,5.65,5.69,22250
bcg,7.03,7.2,6.91,7.14,356390
bci,29.5,29.7,29.5,29.5,867380
bfc,40.3,40.35,40.05,40.05,108370
bhn,84.6,85.0,82.8,84.0,9900
bic,36.6,36.6,35.1,36.3,27220
bid,21.1,21.6,20.75,21.05,3772890
bii,3.2,3.2,3.1,3.2,187900
bmc,16.5,16.7,16.5,16.7,5040
bmi,29.3,29.5,29.0,29.5,9460
bmp,74.0,74.8,73.3,73.5,226420
bsi,15.7,15.7,15.2,15.6,23230
btp,11.6,11.6,11.6,11.6,40
bvh,54.1,54.9,54.1,54.6,227080
bvs,19.7,19.8,19.3,19.8,43500
c32,36.8,37.0,36.2,36.7,123690
c47,22.4,22.4,21.75,22.2,61520
c69,7.6,7.8,7.6,7.7,71910
cap,35.0,35.4,34.5,35.4,8110
cav,52.6,52.7,52.4,52.7,12550
ccl,5.07,5.07,4.91,4.95,509490
cdo,3.79,3.79,3.74,3.76,96510
cee,26.5,26.6,25.45,26.45,459980
ceo,10.5,10.5,10.2,10.4,1428850
chp,26.45,26.5,26.4,26.4,31130
cig,2.95,2.95,2.88,2.88,530
cii,34.8,34.9,34.1,34.8,618440
clc,68.5,68.5,66.1,67.0,5290
clg,5.9,5.9,5.82,5.88,6250
cmg,16.85,16.85,16.65,16.7,6870
cmi,4.4,4.5,4.3,4.4,100600
cms,5.6,5.6,5.6,5.6,200
cmx,4.31,4.83,4.31,4.83,26370
cng,29.7,29.7,29.0,29.7,18220
csc,32.7,32.7,31.9,32.3,22310
csm,15.85,15.85,15.5,15.75,108930
csv,32.5,33.25,32.5,33.0,7980
ctd,209.2,210.0,208.0,208.1,16980
ctg,19.05,19.35,18.95,19.05,2074380
cti,29.25,29.35,29.1,29.25,303980
ctp,22.7,25.2,22.7,24.2,252000
cts,11.35,11.55,11.35,11.35,169910
cvn,5.2,5.4,5.2,5.3,78600
cvt,46.7,47.1,46.5,46.9,338020
dag,13.0,13.15,13.0,13.05,165160
dah,5.72,5.72,5.63,5.63,336710
dbc,28.4,31.0,27.5,27.7,3310
dbt,18.0,18.0,17.2,18.0,15600
dc4,10.6,10.9,10.6,10.6,11200
dcl,23.6,24.0,23.6,23.7,175670
dcm,13.5,13.65,13.45,13.45,1006150
dcs,2.6,2.6,2.5,2.5,211500
dgc,34.8,34.8,34.5,34.5,7680
dgl,34.2,34.3,34.2,34.2,8000
dgw,16.75,16.9,16.5,16.6,223550
dha,37.9,37.9,37.4,37.4,2910
dhc,33.4,33.4,32.5,33.3,64170
dhg,109.8,111.0,108.9,109.2,79110
dhm,4.75,4.95,4.74,4.88,313560
dht,76.5,76.5,75.2,75.8,2600
dic,6.35,6.37,6.26,6.3,64490
dig,15.6,16.0,15.6,16.0,914480
dl1,22.2,22.2,21.9,21.9,35800
dlg,4.15,4.18,4.1,4.13,777960
dmc,116.8,116.8,116.8,116.8,30
dnp,23.7,24.5,23.7,24.0,5340
dp3,57.2,58.8,52.0,58.8,200
dpm,23.4,23.45,23.25,23.35,659450
dpr,43.5,43.5,43.2,43.2,1520
dps,3.0,3.1,2.9,3.0,534800
dqc,37.9,37.9,37.0,37.0,55870
drc,24.7,24.7,24.4,24.45,145630
drh,25.0,25.0,24.45,24.65,58510
dsn,53.8,54.0,53.8,54.0,2630
dst,30.4,30.4,29.2,29.3,333400
dta,7.0,7.44,6.93,6.93,8610
dtl,27.3,27.5,26.85,27.0,103710
dxg,20.4,20.7,20.4,20.7,2622350
dxp,13.9,14.9,13.0,13.8,6900
e1vfvn30,13.51,13.51,12.67,12.69,123980
eib,12.15,12.2,12.05,12.15,271470
elc,20.8,21.0,20.6,20.9,142750
eve,16.6,16.75,16.5,16.7,62650
fcm,6.9,7.19,6.85,7.15,466180
fcn,21.1,21.5,21.0,21.35,357350
fit,11.8,12.2,11.55,12.1,4650590
flc,7.65,7.79,7.55,7.71,13069460
fmc,18.25,18.3,18.25,18.3,10870
fpt,48.6,48.65,48.3,48.6,268680
ftm,14.4,14.45,14.3,14.35,275370
fts,11.4,11.5,11.4,11.5,1280
gas,62.9,64.2,62.9,63.5,755320
gdt,55.8,55.8,55.0,55.5,560
gil,33.2,33.2,32.0,32.3,20910
gmd,42.8,43.6,42.5,43.0,1162130
gsp,12.75,13.35,12.75,12.8,20020
gtn,16.1,16.25,15.95,16.05,957310
hag,8.5,8.5,8.4,8.42,1264320
hah,22.75,23.0,22.75,23.0,1400
hai,10.4,11.1,10.05,11.1,6486200
hap,4.56,4.56,4.48,4.56,13950
har,10.0,10.6,9.85,10.35,343980
has,8.9,9.0,8.52,8.98,260
hax,38.0,38.6,37.2,38.2,65150
hbc,57.3,58.5,57.0,58.3,2346110
hcc,26.2,26.3,26.0,26.3,4000
hcd,8.2,8.35,8.2,8.31,373490
hcm,38.75,39.5,38.75,39.5,486650
hda,9.0,9.5,9.0,9.5,9310
hdc,17.8,17.8,17.3,17.6,377000
hdg,31.2,31.4,31.15,31.4,27890
hhg,7.8,7.9,7.8,7.9,64310
hhs,4.35,4.4,4.35,4.37,456350
hid,4.91,4.99,4.89,4.93,327920
hkb,3.3,3.3,3.2,3.2,340500
hkt,4.0,4.0,3.8,3.8,21200
hmc,11.25,11.25,11.0,11.0,22540
hmh,11.7,11.7,11.4,11.4,2000
hng,9.29,9.4,9.26,9.31,408550
hpg,35.05,35.2,34.85,35.1,2819890
hpm,19.6,19.6,19.6,19.6,100
hqc,3.38,3.4,3.33,3.39,6913650
hrc,37.5,37.5,36.5,37.4,18520
hsg,29.95,30.0,29.65,29.85,1465860
ht1,14.75,15.1,14.75,15.0,632750
hti,18.5,18.5,17.9,18.5,9750
hu3,9.0,9.2,8.8,8.9,7660
hut,11.6,11.8,11.5,11.7,1127730
hva,3.2,3.2,3.2,3.2,1220
hvg,6.26,6.36,6.26,6.36,212260
idi,5.76,5.88,5.75,5.85,26650
idj,3.5,3.6,3.5,3.5,95200
idv,60.4,60.6,60.0,60.0,20700
ijc,11.5,11.85,11.5,11.7,626320
imp,67.4,68.5,67.0,68.4,10570
ita,4.18,4.18,4.07,4.09,1519510
itc,13.9,13.9,13.9,13.9,59020
itd,18.8,19.05,18.8,19.05,32960
itq,3.6,3.6,3.4,3.5,51600
ivs,10.8,10.9,10.6,10.6,26000
jvc,3.8,3.85,3.61,3.73,20870
kbc,15.2,15.2,15.05,15.05,891130
kdc,40.7,41.4,40.7,41.05,193360
kdh,28.1,28.1,27.9,28.0,87370
kdm,3.9,4.0,3.6,4.0,51110
kha,31.65,33.95,31.65,33.95,410
khb,2.1,2.1,2.0,2.1,68000
khp,10.1,10.2,10.05,10.05,910
klf,3.5,3.7,3.5,3.6,2483440
kmr,4.16,4.16,4.06,4.14,264130
kpf,5.9,5.9,5.9,5.9,31000
ksa,2.22,2.24,2.2,2.22,1024830
ksb,52.2,52.5,51.9,52.3,276900
ksh,2.87,2.88,2.82,2.83,96210
ksk,1.7,1.7,1.6,1.7,65470
ksq,2.2,2.4,2.2,2.2,36100
ktt,5.6,5.7,5.5,5.7,5300
kvc,3.4,3.5,3.3,3.4,476110
l14,82.0,90.2,82.0,90.0,26120
las,16.6,16.7,16.2,16.3,585960
lbm,41.55,41.6,41.0,41.5,18960
lcg,11.6,12.1,11.6,11.9,1099140
lcm,1.19,1.2,1.14,1.16,29470
ldg,16.0,16.2,15.95,16.2,1198490
lgl,11.8,12.85,11.8,12.3,137680
lhg,19.1,19.7,19.1,19.5,101180
lig,5.1,5.2,5.1,5.2,157500
lix,45.5,45.5,44.6,44.7,16350
lss,12.1,12.2,12.06,12.15,128970
mac,7.9,7.9,7.9,7.9,66500
mas,85.0,85.0,84.3,84.7,8810
mbb,23.9,23.9,23.25,23.45,3641190
mbg,3.6,3.6,3.5,3.6,29710
mbs,12.1,12.1,12.0,12.0,91200
mcg,3.86,4.0,3.86,3.99,101590
mco,2.2,2.2,2.1,2.1,3600
mhc,5.65,5.7,5.65,5.69,12230
mpt,4.1,4.1,4.0,4.1,107000
msn,47.5,48.5,46.85,48.2,691700
mst,13.2,13.7,13.0,13.0,626600
mwg,109.5,109.8,109.0,109.4,492190
naf,26.7,27.5,26.7,27.3,95570
nag,8.2,8.3,8.1,8.2,39020
nbb,16.7,16.9,16.3,16.5,6270
nct,78.0,78.0,77.8,77.8,1280
ndf,14.0,14.3,13.4,13.9,75300
ndn,8.4,8.6,8.3,8.5,343320
net,27.7,27.9,27.2,27.9,14800
nha,14.7,14.8,14.2,14.6,266250
nhp,3.2,3.3,3.2,3.2,211640
nkg,33.15,33.2,31.15,33.1,546830
nlg,28.15,28.2,27.5,27.7,743070
nnc,55.2,55.2,54.0,54.7,18160
nt2,25.9,25.9,25.0,25.2,707910
ntl,10.0,10.0,9.88,9.92,111260
ntp,67.0,67.0,66.7,67.0,15750
nvb,7.2,7.3,7.1,7.2,216000
nvl,60.2,60.3,59.6,60.3,1962880
nvt,3.39,3.39,3.29,3.37,118450
ogc,2.71,2.79,2.59,2.65,11500530
one,4.9,5.0,4.9,5.0,12900
ors,2.6,2.6,2.6,2.6,5500
pac,46.3,47.1,46.3,47.0,15020
pan,37.8,38.0,36.6,38.0,4510
pc1,35.0,35.0,34.5,34.85,8980
pdb,14.4,14.8,14.4,14.6,3900
pdr,28.1,28.3,28.0,28.1,887010
pet,10.2,10.2,10.1,10.2,38060
pgc,14.8,14.9,14.8,14.8,30490
pgs,21.0,21.1,20.3,20.7,34500
phc,14.6,14.8,14.4,14.6,221590
phr,41.4,41.5,40.8,40.85,153870
piv,43.5,43.8,42.9,43.7,355300
pjt,13.95,13.95,13.3,13.3,13620
plx,66.8,67.1,66.2,66.8,237100
pms,19.0,19.0,19.0,19.0,1500
pnj,107.9,108.3,107.5,108.0,178380
pom,14.5,14.5,14.3,14.3,4770
ppc,20.2,20.5,19.8,20.1,97270
ppe,13.6,13.7,13.6,13.7,200
ppi,3.0,3.04,2.96,2.98,234290
ptb,129.0,130.5,128.2,130.0,15230
ptl,3.8,3.85,3.7,3.85,254520
pv2,2.5,2.5,2.4,2.5,284600
pvb,12.6,13.3,12.6,13.3,195640
pvc,8.6,8.7,8.5,8.6,5700
pvd,14.0,14.15,13.5,13.5,1857050
pve,8.2,8.3,8.1,8.2,43210
pvg,7.3,7.3,7.1,7.1,26900
pvi,34.6,35.0,34.4,34.7,129080
pvl,3.4,3.4,3.4,3.4,72800
pvs,16.4,16.8,16.2,16.3,316000
pvt,14.7,14.7,14.5,14.55,165640
pvv,2.0,2.0,1.8,2.0,99800
pvx,2.5,2.6,2.3,2.5,897390
pxa,1.6,1.6,1.5,1.6,52600
pxi,2.48,2.48,2.3,2.37,14580
pxs,9.1,9.25,8.98,9.09,125550
pxt,3.95,4.08,3.95,3.96,5820
qbs,9.25,9.38,9.25,9.37,262140
qcg,16.7,17.4,16.45,17.1,178480
ral,115.1,117.5,115.0,117.0,21900
rdp,20.2,20.4,20.2,20.4,670
ree,35.1,35.3,35.1,35.25,526640
ros,112.0,113.1,111.1,113.0,3651680
s55,27.0,27.5,27.0,27.5,1800
s99,7.2,7.2,7.2,7.2,1300
sab,251.0,254.5,251.0,254.5,18680
sam,9.89,9.94,9.82,9.9,161710
sba,15.5,15.5,15.2,15.5,7720
sbt,32.0,32.4,31.3,31.8,1377390
sbv,44.1,44.1,42.7,43.6,30120
scd,39.5,40.5,38.6,38.6,6100
scr,10.9,10.9,10.65,10.7,2747180
sd2,6.0,6.1,6.0,6.1,4050
sd5,11.4,11.4,11.1,11.3,10900
sd6,9.2,9.2,9.1,9.2,3700
sd7,3.2,3.3,3.2,3.3,5640
sd9,11.1,11.2,10.7,10.9,344500
sda,4.8,4.8,4.5,4.6,16180
sdd,2.3,2.3,2.2,2.2,900
sdp,4.7,5.0,4.7,5.0,23200
sdt,9.4,9.4,9.1,9.3,11600
seb,40.6,42.0,40.6,42.0,7000
sfg,14.85,14.85,14.6,14.7,61890
sfi,30.0,30.0,28.5,29.9,6450
sgt,8.8,8.8,8.21,8.69,1810
sha,9.9,9.95,9.85,9.9,250350
shb,7.9,8.6,7.8,7.8,2853090
shi,8.15,8.2,8.05,8.14,492480
shn,10.0,10.2,9.0,10.1,1247010
shs,15.7,15.8,15.5,15.6,1036740
sic,12.0,12.8,12.0,12.7,129800
sjd,24.2,24.2,23.6,23.95,46710
sjs,26.55,26.8,26.3,26.8,147770
skg,32.6,32.9,32.0,32.1,372360
sls,165.1,166.0,165.0,165.8,6600
smc,23.85,23.85,23.1,23.55,123020
spi,5.9,6.0,5.6,5.8,455880
spp,23.0,24.0,23.0,23.4,54700
sra,9.3,9.5,9.0,9.5,4000
src,14.2,14.3,14.1,14.2,7060
srf,20.2,20.2,19.8,20.15,6910
ssc,63.0,63.5,62.9,63.5,2520
