ticker,open,high,low,close,volume
agf,8.12,8.12,8.12,8.12,9500
bbc,7.48,7.48,7.48,7.48,8400
bpc,5.34,5.34,5.34,5.34,300
bt6,3.56,3.56,3.56,3.56,11300
can,8.75,8.75,8.75,8.75,5800
dpc,7.18,7.18,7.18,7.18,300
gil,5.12,5.12,5.12,5.12,700
gmd,5.77,5.77,5.77,5.77,6900
hap,6.02,6.02,6.02,6.02,500
kha,3.41,3.41,3.41,3.41,6700
laf,8.74,8.74,8.74,8.74,1400
ree,1.75,1.75,1.75,1.75,25700
sam,2.64,2.64,2.64,2.64,4300
sav,6.14,6.14,6.14,6.13,8200
sgh,2.45,2.45,2.45,2.45,3800
tms,7.74,7.74,7.74,7.74,2000
tri,19.24,19.24,19.24,19.24,3700
ts4,3.3,3.3,3.3,3.3,100
