ticker,open,high,low,close,volume
aaa,4.14,4.29,4.14,4.28,293500
aam,10.5,10.5,10.17,10.46,1520
abt,15.61,15.74,15.52,15.61,29660
acb,10.48,11.11,10.48,11.11,850100
acc,7.98,7.98,7.93,7.94,1300
acl,13.23,13.54,13.23,13.23,180400
adc,2.76,2.76,2.76,2.76,200
agc,3.0,3.1,3.0,3.1,125200
agf,9.44,9.44,9.44,9.43,10
agr,4.94,5.03,4.94,5.03,46300
alp,8.2,8.2,7.9,8.2,2300
alt,6.57,6.7,6.51,6.63,2900
alv,3.2,3.2,3.2,3.21,22200
amc,7.27,7.27,7.27,7.28,200
ame,2.06,2.06,2.06,2.06,3100
amv,2.98,2.98,2.98,2.99,6600
anv,2.39,2.44,2.36,2.44,126370
apc,11.82,11.82,11.82,11.82,43290
apg,2.57,2.57,2.39,2.48,16400
api,3.1,3.1,3.0,3.1,63600
app,4.22,4.22,4.22,4.22,200
aps,2.1,2.1,2.0,2.1,255600
arm,5.54,5.54,5.54,5.54,5000
asm,9.98,9.98,9.64,9.93,197330
asp,2.55,2.61,2.55,2.62,108770
avs,3.1,3.2,3.1,3.2,133800
bas,0.9,0.9,0.9,0.9,10560
bbc,10.73,11.15,10.73,11.15,133050
bbs,3.77,4.17,3.77,4.17,15800
bcc,2.68,2.75,2.68,2.68,130300
bce,2.69,2.73,2.69,2.73,7200
bci,10.46,10.72,10.46,10.59,28450
bgm,4.82,4.82,4.82,4.82,58060
bhs,9.02,9.11,9.02,9.11,6010
bic,4.3,4.42,4.3,4.42,18490
bkc,8.2,8.2,7.8,8.2,79900
blf,1.52,1.57,1.52,1.57,22500
bmc,13.78,13.78,13.74,13.78,21140
bmi,4.43,4.53,4.43,4.53,42510
bmp,9.36,9.54,9.36,9.54,19640
bpc,3.2,3.29,3.2,3.29,5200
brc,6.32,6.32,6.32,6.32,1200
bsi,3.73,3.87,3.59,3.66,117040
bt6,6.18,6.18,6.08,6.18,30000
btp,1.79,1.84,1.79,1.84,14500
bts,3.7,3.8,3.7,3.8,6400
btt,7.88,7.88,7.79,7.83,5390
bvh,49.34,49.34,49.34,49.34,50010
bvs,8.65,8.91,8.65,8.92,529600
c47,3.4,3.44,3.4,3.44,32010
c92,4.29,4.35,4.29,4.35,5900
can,17.98,18.55,17.98,18.56,3800
cap,2.09,2.11,2.04,2.12,11200
cci,3.93,3.93,3.89,3.93,2530
ccl,11.89,11.89,11.12,11.12,1620
ccm,5.08,5.46,5.08,5.46,23400
cdc,3.48,3.66,3.48,3.66,17620
chp,3.07,3.13,3.07,3.13,13700
cic,2.3,2.3,2.3,2.3,24700
cig,3.4,3.4,3.3,3.4,15960
cii,10.15,10.56,10.15,10.38,13240
ckv,2.83,3.19,2.83,3.19,300
clc,4.39,4.49,4.36,4.49,3330
clg,9.82,10.19,9.54,10.1,174560
clw,5.22,5.28,5.22,5.28,4320
cmc,4.0,4.2,3.8,4.2,6000
cmg,4.73,4.81,4.73,4.8,10930
cmi,4.06,4.06,3.68,3.68,172100
cmt,8.0,8.0,8.0,8.0,1850
