ticker,open,high,low,close,volume
agf,9.41,9.41,9.23,9.24,3740
bbc,7.39,7.39,7.39,7.39,3530
bpc,4.48,4.48,4.48,4.48,10
can,7.06,7.06,7.06,7.06,6000
dha,4.59,4.61,4.59,4.61,7230
dpc,4.08,4.08,4.08,4.08,2080
gil,3.05,3.05,3.05,3.05,1900
gmd,7.89,7.89,7.81,7.81,690
hap,3.84,3.84,3.84,3.84,8660
has,4.79,4.83,4.79,4.83,2500
laf,13.85,13.89,13.85,13.89,19250
mhc,4.86,4.91,4.86,4.91,29050
nkd,13.0,13.0,13.0,12.99,2650
pms,3.74,3.74,3.74,3.74,3500
ree,2.37,2.37,2.36,2.36,25210
sam,3.25,3.25,3.25,3.25,2400
sav,10.51,10.51,10.51,10.51,2280
sfc,1.6,1.6,1.57,1.57,2130
sgh,2.52,2.52,2.52,2.52,80
ssc,8.36,8.36,8.33,8.33,13120
tms,5.92,5.92,5.9,5.9,1930
tri,17.36,17.6,17.36,17.61,10110
