ticker,open,high,low,close,volume
agf,11.44,11.44,11.44,11.44,730
bbc,7.15,7.2,7.15,7.2,24480
bbt,14.9,14.9,14.8,14.8,3030
bpc,6.15,6.15,6.06,6.07,60
bt6,6.95,6.95,6.93,6.93,1950
can,7.78,7.78,7.68,7.68,1000
dha,4.94,4.94,4.88,4.88,1390
dpc,4.74,4.79,4.74,4.79,100
gil,3.88,3.88,3.88,3.88,50
gmd,8.7,8.7,8.47,8.47,1800
hap,6.09,6.09,5.97,5.97,280
has,5.38,5.51,5.38,5.5,110
kha,3.58,3.58,3.58,3.58,2270
laf,8.53,8.53,8.45,8.45,4900
pms,4.3,4.3,4.27,4.27,150
ree,2.3,2.32,2.3,2.32,20880
sam,3.37,3.37,3.36,3.36,32920
sav,11.66,11.66,11.66,11.67,500
sgh,2.42,2.42,2.42,2.41,100
tms,7.53,7.53,7.42,7.42,360
tri,19.81,19.81,19.65,19.65,1000
ts4,2.97,2.97,2.97,2.97,60
vtc,15.29,15.29,14.61,14.61,10
