ticker,open,high,low,close,volume
agf,8.47,8.47,8.41,8.42,700
bbc,5.06,5.06,5.06,5.06,3600
bpc,4.43,4.43,4.4,4.4,4220
can,6.72,6.72,6.67,6.67,10600
dpc,4.79,4.79,4.79,4.79,110
gil,2.21,2.21,2.21,2.21,720
gmd,5.41,5.42,5.41,5.42,110
hap,4.74,4.74,4.71,4.71,10880
has,3.85,3.85,3.81,3.82,10
laf,7.58,7.58,7.54,7.54,530
pms,3.82,3.82,3.8,3.79,3110
ree,1.46,1.46,1.46,1.46,24780
sam,1.81,1.81,1.81,1.81,2160
sav,5.78,5.78,5.78,5.78,6400
sgh,2.5,2.5,2.5,2.5,1000
tms,7.21,7.21,6.91,6.91,200
tri,15.89,15.89,15.64,15.64,1520
ts4,2.92,2.92,2.92,2.92,3000
vtc,11.87,11.87,11.64,11.64,2020
