ticker,open,high,low,close,volume
agf,10.85,10.85,10.5,10.5,360
bbc,7.2,7.2,7.2,7.2,13110
bpc,4.71,4.74,4.71,4.73,640
can,6.63,6.63,6.63,6.63,1480
dha,4.06,4.09,4.06,4.09,4100
dpc,4.51,4.6,4.51,4.6,70
gil,2.76,2.76,2.76,2.76,500
gmd,8.16,8.16,8.16,8.16,9900
hap,5.75,5.75,5.75,5.74,770
has,5.06,5.06,5.06,5.06,360
laf,8.61,8.61,8.61,8.61,970
pms,3.77,3.77,3.77,3.77,6300
ree,2.12,2.12,2.11,2.11,23360
sam,3.16,3.16,3.16,3.16,4830
sav,10.34,10.34,10.34,10.34,3630
sgh,2.52,2.52,2.52,2.52,1500
tms,6.7,6.76,6.7,6.76,1060
tri,17.2,17.2,17.2,17.2,12810
ts4,2.76,2.83,2.76,2.83,10
vtc,12.69,12.69,12.65,12.66,240
