ticker,open,high,low,close,volume
aaa,15.35,15.45,15.2,15.3,3137000
aam,11.3,11.4,11.3,11.4,5020
aav,9.1,9.1,8.9,9.0,91500
abt,37.0,37.0,37.0,37.0,10
acb,23.6,23.6,23.4,23.6,921275
acc,20.6,20.6,20.6,20.6,120
acl,24.11,24.11,23.59,23.92,39680
acm,0.5,0.5,0.4,0.4,195500
ads,10.8,10.8,10.0,10.35,5100
agf,3.05,3.1,2.85,3.1,11750
agm,10.45,10.45,10.4,10.45,580
agr,4.27,4.28,4.2,4.23,40420
amd,1.6,1.67,1.58,1.62,661900
ame,6.5,6.5,6.5,6.5,1700
amv,18.4,18.4,17.6,18.0,11437
anv,26.4,26.55,26.0,26.15,591990
apc,23.0,23.1,22.6,22.75,2510
apg,8.29,8.33,8.19,8.33,356150
api,11.8,11.8,11.1,11.1,200
aps,2.2,2.2,2.2,2.2,300
art,2.2,2.3,2.1,2.2,1207141
asm,7.02,7.13,7.01,7.01,2791810
asp,7.68,7.68,7.26,7.39,84220
ast,71.0,71.2,70.5,71.1,48710
atg,0.97,1.01,0.96,1.0,35180
bax,44.4,44.5,44.4,44.4,1300
bcc,7.2,7.2,7.1,7.2,67051
bce,6.92,7.0,6.85,7.0,31710
bcg,7.8,8.07,7.8,8.0,218440
bfc,15.25,15.45,15.25,15.3,11920
bhn,76.4,76.4,74.8,74.8,3540
bic,25.25,25.3,25.25,25.3,20
bid,39.43,39.82,39.09,39.63,513170
bii,1.0,1.1,0.9,1.0,213900
bmc,14.9,15.1,14.9,15.1,4720
bmi,26.2,26.7,26.2,26.7,239410
bmp,52.8,53.8,52.8,52.9,131290
bsi,6.72,6.9,6.72,6.73,11310
btp,12.2,12.4,12.15,12.4,5610
btw,26.0,26.9,26.0,26.9,5000
bvh,71.0,71.0,70.5,70.7,84560
bvs,10.8,10.9,10.6,10.9,82820
bwe,25.7,25.9,25.7,25.9,18260
c32,21.8,21.9,21.4,21.85,3790
c47,12.55,12.55,12.0,12.0,170
c69,17.7,19.1,15.7,19.0,563200
can,27.0,27.0,27.0,27.0,100
cap,30.0,30.0,29.5,29.5,2390
cav,52.0,53.0,52.0,53.0,380
cci,15.0,15.0,15.0,15.0,10
ccl,7.45,7.5,7.21,7.3,84900
cdc,13.6,13.6,13.6,13.6,80
cdn,18.6,19.4,18.6,19.4,200
cee,15.8,15.8,14.7,15.0,32470
ceo,9.6,9.6,9.4,9.5,441930
cet,3.6,3.6,3.6,3.6,100
chp,20.2,20.2,20.1,20.1,1100
cia,15.5,15.7,15.5,15.5,9890
cig,1.65,1.65,1.55,1.55,30
cii,24.7,24.7,24.15,24.35,193850
clc,34.0,34.0,34.0,34.0,320
clg,1.9,1.9,1.9,1.9,19070
clh,13.0,15.0,13.0,15.0,200
clw,24.5,24.5,24.5,24.5,1000
cmg,39.45,39.45,38.7,39.25,42390
cms,3.3,3.3,3.3,3.3,1400
cmv,14.85,14.9,14.85,14.9,1100
cmx,19.45,20.3,18.1,18.1,136140
cng,23.05,23.1,23.0,23.1,6710
com,48.9,48.9,48.9,48.9,10
cpc,19.1,19.8,19.0,19.6,1300
crc,14.9,14.9,14.6,14.8,43800
cre,24.85,24.95,24.65,24.95,204330
csc,16.3,16.6,16.2,16.3,12811
csm,14.75,15.0,14.75,15.0,28220
csv,22.0,22.3,21.8,21.85,41230
ctc,3.3,3.3,3.3,3.3,200
ctd,83.0,83.6,82.8,83.3,33160
ctf,22.6,22.65,21.15,22.5,156270
ctg,21.5,21.6,21.4,21.5,1579900
cti,24.35,25.0,24.25,24.6,958350
ctp,2.7,2.7,2.7,2.7,15750
cts,7.97,8.06,7.94,8.02,27460
ctx,12.8,12.8,12.6,12.6,1650
cvn,10.6,11.0,10.5,11.0,1600
cvt,22.85,23.0,22.55,22.85,231200
d2d,85.5,86.9,84.0,85.0,152600
dad,18.7,18.7,18.7,18.7,3700
dag,6.41,6.43,6.4,6.41,142330
dah,9.65,9.69,9.6,9.68,213200
dbc,23.35,23.6,23.1,23.1,101540
dbd,53.4,53.5,52.9,53.2,76280
dbt,11.25,11.25,11.25,11.25,7100
dc4,11.5,11.5,11.5,11.5,1000
dcl,18.25,18.6,17.9,18.25,11010
dcm,7.55,7.59,7.53,7.53,134950
ddg,25.4,25.6,25.4,25.6,90400
dgc,26.0,26.0,25.3,25.9,175236
dgw,25.65,25.85,25.55,25.75,386940
dha,28.57,29.0,28.57,29.0,4960
dhc,34.8,34.9,34.6,34.8,162110
dhg,93.0,93.7,93.0,93.5,2620
dhm,4.0,4.0,3.8,4.0,2300
dhp,9.5,9.5,9.5,9.5,2000
dht,49.7,49.7,48.0,48.8,16788
dic,1.83,1.94,1.8,1.94,1187530
dig,14.15,14.4,14.15,14.3,768260
dlg,1.46,1.48,1.46,1.47,511070
dmc,70.2,70.2,70.1,70.1,110
dnm,9.8,9.9,9.8,9.9,9000
dnp,16.0,16.6,15.8,16.6,9000
dp3,63.6,64.0,63.6,64.0,1900
dpg,44.6,45.1,44.2,44.7,68170
dpm,14.5,14.5,14.3,14.35,169340
dpr,37.1,37.6,37.1,37.25,24940
dqc,18.05,18.4,18.05,18.2,22640
drc,23.55,24.0,23.5,23.9,223150
drh,6.2,6.33,6.15,6.27,134500
drl,53.0,53.0,53.0,53.0,40
ds3,3.2,3.2,3.1,3.2,110400
dsn,59.0,59.4,59.0,59.1,3310
