ticker,open,high,low,close,volume
abt,16.48,16.64,16.01,16.63,129190
acb,17.14,17.14,16.82,16.82,93400
agf,34.52,34.52,33.99,34.16,26200
alt,30.76,32.94,30.76,32.94,3530
bbc,43.42,43.74,43.42,43.43,9520
bbs,6.4,6.4,6.04,6.19,3500
bcc,20.41,21.85,20.01,20.82,117000
bhs,8.11,8.21,8.07,8.11,36250
bmc,39.83,39.83,39.83,39.83,32090
bmi,32.37,32.81,32.01,32.81,21300
bmp,17.38,17.38,16.88,16.88,19310
bpc,10.68,10.9,10.68,10.89,640
bt6,13.55,13.66,13.55,13.55,12120
bts,32.81,34.26,32.81,33.58,35300
bvs,83.53,84.34,82.93,83.53,29000
can,13.62,13.78,13.62,13.73,7820
cii,15.81,15.93,15.69,15.92,44990
cjc,8.32,8.32,8.32,8.33,200
clc,7.31,7.31,7.31,7.31,700
com,13.59,13.8,13.59,13.6,2880
dae,5.02,5.02,5.02,5.02,600
dha,12.59,12.68,12.59,12.6,10760
dhg,20.81,20.81,20.38,20.38,4360
dhi,23.2,23.2,23.2,23.2,300
dic,8.1,8.1,7.99,8.08,6230
dmc,28.5,28.73,28.27,28.27,18210
dnp,3.26,3.29,3.26,3.26,20300
dpc,14.72,15.09,14.72,15.04,23400
drc,7.94,7.94,7.88,7.94,57000
dtt,18.71,18.71,18.19,18.66,3390
dxp,2.67,2.67,2.62,2.62,1050
ebs,7.09,7.09,6.94,6.94,700
fmc,6.68,6.68,6.38,6.37,6750
fpc,56.0,58.0,56.0,56.0,3800
fpt,22.06,22.36,22.06,22.16,290560
gil,7.02,7.02,6.89,7.0,12640
gmc,5.56,5.56,5.56,5.55,32960
gmd,34.89,34.89,34.32,34.32,34560
gta,16.25,16.4,16.22,16.22,29800
hai,10.47,11.19,10.25,11.14,3000
hap,15.01,15.01,14.65,14.65,31300
has,24.27,24.27,23.59,23.58,23740
hax,4.48,4.55,4.48,4.56,7060
hbc,5.57,5.93,5.51,5.93,84620
hjs,5.54,5.54,5.54,5.54,2000
hmc,10.23,10.25,10.23,10.23,7060
hnm,27.3,27.63,27.3,27.55,63100
hps,9.04,9.2,9.04,9.2,400
hrc,60.18,60.18,60.18,60.18,22360
htv,10.02,10.35,10.02,10.02,36360
imp,32.03,32.26,32.03,32.26,15490
ita,27.54,27.76,27.54,27.76,14130
kdc,27.77,27.77,27.3,27.3,5830
