symbol,open,high,low,close,volume
bbc,11.09,11.09,11.09,11.09,14100
bbc,,,,11.09,0
bpc,6.92,6.92,6.92,6.92,26300
bpc,,,,6.92,0
can,12.16,12.16,12.16,12.15,4500
can,,,,12.15,0
dpc,9.66,9.66,9.66,9.65,4600
dpc,,,,9.65,0
gil,6.32,6.32,6.32,6.33,11600
gil,,,,6.33,0
gmd,6.66,6.66,6.66,6.67,16900
hap,7.37,7.37,7.37,7.37,5600
hap,,,,7.37,0
laf,9.89,9.89,9.89,9.89,500
laf,,,,9.89,0
ree,2.93,2.93,2.93,2.93,38600
ree,,,,2.93,0
sam,2.56,2.56,2.56,2.55,28300
sam,,,,2.55,0
sgh,4.11,4.11,4.11,4.11,300
sgh,,,,4.11,0
tms,9.3,9.3,9.3,9.3,6400
tms,,,,9.3,0
