ticker,open,high,low,close,volume
aaa,3.51,3.51,3.34,3.43,213900
aam,9.95,9.95,9.7,9.7,1300
abt,13.93,15.0,13.93,14.5,13560
acb,8.94,8.94,8.76,8.9,262800
acc,8.11,8.34,7.93,8.34,26060
acl,11.76,11.76,11.55,11.63,6280
adc,1.84,1.84,1.71,1.71,2600
agc,3.5,3.5,3.3,3.4,20500
agf,9.57,9.57,9.57,9.57,240
agr,4.48,4.48,4.48,4.48,8840
alp,7.3,7.4,7.3,7.4,7700
alv,3.58,3.58,3.35,3.36,900
ame,1.92,1.92,1.92,1.92,5400
amv,3.05,3.25,3.05,3.25,5300
anv,2.13,2.13,2.04,2.1,50640
apc,10.92,10.99,10.62,10.99,29140
apg,2.57,2.57,2.48,2.48,2400
api,3.2,3.2,3.1,3.1,132800
aps,2.7,2.8,2.7,2.8,144800
asm,10.99,11.04,10.8,10.99,61030
asp,2.43,2.43,2.43,2.42,33930
avs,3.3,3.3,3.1,3.2,388600
b82,5.14,5.14,5.14,5.13,100
bbc,9.05,9.39,9.05,9.22,53400
bcc,2.38,2.61,2.38,2.45,27800
bce,2.59,2.59,2.59,2.59,36030
bci,9.28,9.28,9.28,9.28,13740
bdb,1.86,1.86,1.86,1.87,100
bgm,4.64,4.91,4.55,4.91,320280
bhs,8.02,8.43,8.02,8.2,1820
bic,3.99,4.05,3.93,4.05,13080
bkc,7.1,7.4,7.1,7.3,48900
blf,1.57,1.57,1.52,1.52,2100
bmc,9.32,9.32,9.08,9.15,41580
bmi,4.38,4.38,4.13,4.28,3030
bmp,9.5,9.88,9.03,9.88,5650
bpc,2.89,2.89,2.84,2.85,4600
brc,6.26,6.26,6.26,6.26,10
bsi,4.66,4.73,4.52,4.66,73390
bt6,5.45,5.54,5.35,5.53,19450
btc,31.55,31.55,31.55,31.55,100
btp,1.4,1.45,1.4,1.4,48300
btt,7.11,7.11,6.79,6.79,500
btw,5.16,5.16,5.16,5.17,2200
bvh,44.05,44.89,43.63,43.63,250340
bvs,10.59,10.59,10.06,10.33,611700
c47,3.18,3.18,3.08,3.08,5070
c92,3.59,3.59,3.53,3.53,900
can,17.84,17.84,16.7,16.7,8000
cap,1.55,1.55,1.55,1.55,200
cci,3.93,3.93,3.93,3.93,10
ccl,7.19,7.7,7.19,7.7,590
ccm,5.38,5.38,4.77,4.77,43700
cdc,3.43,3.43,3.21,3.21,25240
chp,3.12,3.19,2.88,2.88,10800
cic,2.7,2.7,2.5,2.5,34400
cii,10.52,10.8,10.01,10.43,128310
ckv,2.95,2.95,2.95,2.95,6700
clc,3.74,3.87,3.74,3.87,1490
clg,10.56,10.65,10.19,10.56,169160
clw,4.7,4.7,4.7,4.7,10
cmg,4.73,4.88,4.73,4.73,5230
cmi,3.4,3.5,3.31,3.4,16900
cms,4.16,4.36,4.08,4.28,27500
cmt,7.06,7.06,6.8,6.8,10280
cmv,10.24,10.24,10.03,10.03,7400
cng,7.62,7.95,7.55,7.82,44530
cnt,8.4,8.4,7.6,8.4,10980
cpc,5.31,5.31,5.31,5.31,100
csc,1.92,1.92,1.92,1.92,100
csg,7.34,7.34,7.24,7.24,8880
csm,2.74,2.8,2.65,2.8,51170
cta,3.52,3.52,3.42,3.52,21700
ctc,4.39,4.39,4.11,4.11,26600
ctd,15.33,15.44,14.79,15.16,48820
ctg,9.27,9.27,8.83,8.89,639760
cti,11.79,12.47,11.79,12.47,20330
ctm,3.8,3.8,3.8,3.8,14700
ctn,3.56,3.56,3.46,3.56,16000
cts,3.11,3.11,3.01,3.06,102400
cvt,1.15,1.15,1.1,1.12,9700
d2d,4.35,4.35,4.01,4.3,21090
dag,1.83,1.83,1.83,1.83,10900
dbc,7.03,7.08,6.8,6.94,161600
