symbol,open,high,low,close,volume
bbc,11.13,11.13,11.13,11.13,8600
bbc,,,,11.13,0
bpc,7.21,7.21,7.21,7.22,15800
can,12.05,12.05,12.05,12.05,3200
can,,,,12.05,0
dpc,9.8,9.8,9.8,9.8,3500
dpc,,,,9.8,0
gil,6.22,6.22,6.22,6.21,2300
gil,,,,6.21,0
hap,7.26,7.26,7.26,7.26,6000
hap,,,,7.26,0
laf,10.14,10.14,10.14,10.14,2000
laf,,,,10.14,0
ree,2.81,2.81,2.81,2.81,33800
ree,,,,2.81,0
sam,2.53,2.53,2.53,2.53,24400
sam,,,,2.53,0
sgh,4.23,4.23,4.23,4.23,400
sgh,,,,4.23,0
tms,9.11,9.11,9.11,9.11,1400
tms,,,,9.11,0
