symbol,open,high,low,close,volume
bbc,10.94,10.94,10.94,10.95,13600
bbc,,,,10.95,0
bpc,6.98,6.98,6.98,6.98,100
can,11.96,11.96,11.96,11.96,4500
can,,,,11.96,0
dpc,9.46,9.46,9.46,9.46,7700
dpc,,,,9.46,0
gil,6.17,6.17,6.17,6.17,3000
gil,,,,6.17,0
hap,7.27,7.27,7.27,7.28,5600
hap,,,,7.28,0
laf,9.82,9.82,9.82,9.81,1800
laf,,,,9.81,0
ree,2.83,2.83,2.83,2.83,29900
ree,,,,2.83,0
sam,2.51,2.51,2.51,2.52,26700
sam,,,,2.52,0
sgh,4.11,4.11,4.11,4.11,2500
sgh,,,,4.11,0
tms,9.18,9.18,9.18,9.18,14700
tms,,,,9.18,0
