symbol,open,high,low,close,volume
bbc,11.18,11.18,11.18,11.18,11700
bbc,,,,11.18,0
bpc,7.36,7.36,7.36,7.36,46200
can,12.2,12.2,12.2,12.2,1000
can,,,,12.2,0
dpc,9.94,9.94,9.94,9.94,200
dpc,,,,9.94,0
gil,6.28,6.28,6.28,6.28,2000
gil,,,,6.28,0
hap,7.26,7.26,7.26,7.26,3300
hap,,,,7.26,0
laf,9.98,9.98,9.98,9.98,1200
laf,,,,9.98,0
ree,2.83,2.83,2.83,2.83,38800
ree,,,,2.83,0
sam,2.52,2.52,2.52,2.53,34100
sam,,,,2.53,0
sgh,4.18,4.18,4.18,4.18,400
sgh,,,,4.18,0
tms,9.06,9.06,9.06,9.06,4600
tms,,,,9.06,0
