ticker,open,high,low,close,volume
aaa,6.54,6.76,6.5,6.69,466900
aam,7.99,8.51,7.93,8.51,2030
abt,29.56,29.74,29.56,29.74,70
acb,8.16,8.32,8.16,8.32,48647
acc,17.81,17.81,17.81,17.81,1880
acl,7.94,8.19,7.94,8.2,8100
agf,14.73,15.51,14.73,15.51,400
agm,10.05,10.05,10.05,10.05,10
agr,6.49,6.77,6.4,6.68,2169590
alp,4.2,4.5,4.2,4.5,1080
alt,8.25,8.94,8.25,8.94,1300
alv,5.14,5.23,5.14,5.23,22820
ame,3.56,3.56,3.56,3.56,100
amv,3.65,3.65,3.58,3.58,22400
anv,3.54,3.54,3.34,3.54,38000
apc,12.86,12.95,12.78,12.95,6650
apg,4.13,4.41,4.13,4.41,308910
app,6.82,7.03,6.82,7.03,9220
aps,5.8,6.1,5.5,6.1,1679810
arm,11.41,11.41,11.1,11.41,3600
asm,6.4,6.73,6.34,6.74,1073460
asp,5.19,5.42,5.19,5.42,452390
avf,5.2,5.4,5.2,5.4,2185620
b82,7.69,7.69,7.45,7.57,13500
bbc,41.93,41.93,41.93,41.94,2200
bbs,9.85,10.52,9.85,10.53,500
bcc,5.28,5.43,5.2,5.43,46700
bce,5.57,5.85,5.57,5.85,77280
bci,14.92,15.47,14.84,15.47,13330
bgm,4.5,4.9,4.5,4.8,525350
bhs,8.02,8.22,8.02,8.22,375530
bic,8.49,8.57,8.34,8.49,106870
bid,11.46,11.77,11.46,11.78,445140
bmc,20.73,21.42,20.73,21.21,51690
bmi,9.08,9.21,8.96,9.08,313800
bmp,27.6,28.45,27.6,28.24,36530
bsi,4.52,4.67,4.38,4.66,165280
bt6,6.8,6.8,6.3,6.7,2520
bth,4.1,4.1,4.1,4.1,10
btp,7.88,8.06,7.82,8.06,66040
bts,5.5,5.6,5.5,5.5,1700
bvh,35.22,37.55,35.22,37.55,597230
bvs,10.35,11.44,10.35,11.43,1507520
c32,15.49,16.14,15.16,15.7,15620
c47,10.58,10.58,10.58,10.58,50
cad,2.4,2.4,2.1,2.3,11310
cap,9.58,10.16,9.55,9.71,12400
cci,6.09,6.26,6.03,6.26,990
ccl,4.7,4.98,4.7,4.97,527650
cdc,4.28,4.62,4.28,4.55,160010
chp,6.49,6.74,6.49,6.74,71500
cig,3.7,3.7,3.6,3.6,12060
cii,14.87,15.6,14.79,15.28,1792600
clc,13.02,13.02,13.02,13.01,10
clg,7.8,8.4,7.7,8.4,68750
clw,12.59,12.67,12.59,12.59,13480
cmc,6.0,6.0,6.0,6.0,300
cmg,4.35,4.58,4.35,4.5,50290
cmi,14.45,14.92,13.97,14.92,73500
cms,7.25,7.32,6.78,6.99,21200
cmv,8.84,8.84,8.84,8.84,10
cmx,5.0,5.1,4.8,5.0,78970
cng,24.08,24.08,23.53,23.78,12180
com,21.23,21.23,21.23,21.23,20
csc,3.65,3.65,3.43,3.63,8200
csm,17.08,17.57,17.08,17.39,291880
cta,3.8,4.2,3.8,4.1,1200
ctb,8.88,8.95,8.88,8.96,3400
ctc,6.42,6.86,6.42,6.86,1600
ctd,38.61,38.61,37.35,38.61,8100
ctg,12.96,13.13,12.87,13.04,523080
cti,8.82,8.82,8.82,8.82,30
ctm,3.3,3.6,3.2,3.3,21600
cts,5.02,5.46,5.02,5.4,751500
cvn,2.8,3.1,2.8,3.1,32500
cvt,3.03,3.13,2.98,3.11,52700
cx8,3.29,3.56,3.29,3.56,19300
