symbol,open,high,low,close,volume
agf,9.24,9.24,9.24,9.24,5600
agf,,,,9.24,0
bbc,10.43,10.43,10.43,10.43,10800
bbc,,,,10.43,0
bpc,7.01,7.01,7.01,7.01,1500
bpc,,,,7.01,0
can,11.91,11.91,11.91,11.91,2000
can,,,,11.91,0
dpc,9.18,9.18,9.18,9.18,400
dpc,,,,9.18,0
gil,7.04,7.04,7.04,7.04,1600
gil,,,,7.04,0
gmd,6.52,6.52,6.52,6.52,3100
gmd,,,,6.52,0
hap,7.54,7.54,7.54,7.54,100
hap,,,,7.54,0
laf,9.4,9.4,9.4,9.4,200
laf,,,,9.4,0
ree,3.24,3.24,3.24,3.24,22500
ree,,,,3.24,0
sam,2.66,2.66,2.66,2.66,10300
sam,,,,2.66,0
sav,9.11,9.11,9.11,9.11,3100
sgh,3.55,3.55,3.55,3.55,100
sgh,,,,3.55,0
tms,,,,9.43,0
tms,,,,9.43,0
