symbol,open,high,low,close,volume
bbc,11.09,11.09,11.09,11.09,6300
bbc,,,,11.09,0
bpc,6.92,6.92,6.92,6.92,15400
bpc,,,,6.92,0
can,12.0,12.0,12.0,12.01,3100
can,,,,12.01,0
dpc,9.56,9.56,9.56,9.56,3300
dpc,,,,9.56,0
gil,6.29,6.29,6.29,6.29,1500
gil,,,,6.29,0
gmd,6.93,6.93,6.93,6.93,19500
hap,7.43,7.43,7.43,7.43,2300
hap,,,,7.43,0
laf,9.9,9.9,9.9,9.89,100
laf,,,,9.89,0
ree,2.9,2.9,2.9,2.9,25800
ree,,,,2.9,0
sam,2.53,2.53,2.53,2.54,24600
sam,,,,2.54,0
sgh,4.08,4.08,4.08,4.07,1400
sgh,,,,4.07,0
tms,9.3,9.3,9.3,9.3,6000
tms,,,,9.3,0
