symbol,open,high,low,close,volume
agf,8.59,8.59,8.59,8.59,13000
agf,,,,8.59,0
bbc,9.5,9.5,9.5,9.5,6500
bbc,,,,9.5,0
bpc,6.51,6.51,6.51,6.51,100
bpc,,,,6.51,0
can,11.28,11.28,11.28,11.28,600
can,,,,11.28,0
dpc,8.12,8.12,8.12,8.12,800
dpc,,,,8.12,0
gil,,,,6.93,0
gil,,,,6.93,0
gmd,6.68,6.68,6.68,6.68,8700
gmd,,,,6.68,0
hap,7.41,7.41,7.41,7.41,2300
hap,,,,7.41,0
laf,,,,9.23,0
laf,,,,9.23,0
ree,3.26,3.26,3.26,3.26,13900
ree,,,,3.26,0
sam,2.62,2.62,2.62,2.62,21100
sam,,,,2.62,0
sav,8.68,8.68,8.68,8.69,11800
sav,,,,8.69,0
sgh,3.21,3.21,3.21,3.21,700
sgh,,,,3.21,0
tms,9.43,9.43,9.43,9.43,3200
tms,,,,9.43,0
