ticker,open,high,low,close,volume
aam,11.48,11.48,11.2,11.45,325040
abt,15.7,15.7,15.56,15.7,35400
acb,12.75,12.79,12.68,12.78,743100
acc,11.57,11.57,11.57,11.56,10
acl,11.47,11.47,11.14,11.21,52040
agc,12.5,13.1,12.4,13.1,77100
agf,13.85,14.01,13.85,13.93,87690
agr,11.32,11.32,11.07,11.07,61910
alp,10.58,10.83,10.58,10.83,60060
alt,14.09,14.21,14.09,14.21,1500
amv,9.82,9.95,9.75,9.88,29000
anv,4.62,4.65,4.54,4.62,330460
apc,17.09,17.09,16.83,17.09,350320
api,7.9,8.0,7.8,7.9,18680
aps,13.0,13.7,12.5,12.7,144200
asm,8.21,8.35,8.07,8.27,335020
asp,8.19,8.25,8.13,8.13,92530
bas,14.5,14.5,14.0,14.3,50170
bbc,25.81,26.34,25.81,26.19,89210
bbs,8.85,8.85,8.36,8.47,6700
bcc,8.87,9.07,8.87,9.07,258500
bci,29.07,29.54,29.07,29.54,263250
bhs,8.57,8.59,8.32,8.57,255820
bkc,30.59,31.02,30.16,31.02,126900
blf,6.24,6.29,6.1,6.19,41500
bmc,16.92,17.06,16.92,17.06,28920
bmi,9.65,9.69,9.52,9.69,6390
bmp,16.76,17.54,16.76,17.54,343390
bpc,8.23,8.23,7.94,8.06,7400
bst,3.84,3.84,3.84,3.84,100
bt6,15.32,15.32,14.93,15.19,5520
btp,5.36,5.41,5.31,5.36,8940
bts,10.16,10.33,10.08,10.25,71600
bvh,33.53,33.76,32.83,33.75,184140
bvs,34.7,37.08,34.61,36.82,1061900
bxh,10.38,10.6,10.29,10.38,58100
c92,8.54,8.54,8.2,8.31,2700
can,9.72,9.85,9.53,9.84,19900
cap,1.38,1.45,1.38,1.46,1100
ccm,24.58,24.58,23.73,24.06,44500
cdc,17.02,17.94,16.88,17.94,228800
cic,17.27,17.27,17.18,17.27,167200
cii,18.39,19.17,18.39,19.17,2285010
cjc,9.06,9.06,8.82,8.95,1200
ckv,10.62,10.62,10.62,10.62,63900
clc,6.65,6.88,6.62,6.88,14450
cmc,15.4,16.31,15.24,16.16,37200
cmg,17.3,17.3,16.81,16.95,25050
cmt,42.28,42.28,41.41,41.41,54030
cnt,27.35,27.98,26.81,27.35,100750
com,20.3,20.65,20.3,20.66,800
cpc,6.85,6.97,6.85,6.96,2200
csc,5.07,5.11,5.0,5.08,21300
csg,10.58,10.83,10.42,10.83,406170
csm,14.81,14.81,14.4,14.5,234910
ctb,4.36,4.36,3.9,3.9,300
ctc,6.32,6.32,5.87,6.12,38400
ctd,40.53,41.78,40.53,41.47,98600
ctg,12.28,12.36,12.24,12.32,166190
ctm,30.6,30.94,29.91,30.88,46000
ctn,16.23,16.51,15.84,16.4,73400
cts,10.02,10.13,9.92,10.02,242100
cvt,1.91,1.91,1.77,1.83,157800
d2d,13.33,13.33,12.99,13.21,104620
dad,3.12,3.15,3.09,3.15,20800
dae,5.03,5.03,4.68,4.69,5000
dbc,12.68,13.56,12.68,13.57,630300
dbt,4.91,5.05,4.91,4.93,6100
dc4,8.42,8.55,8.3,8.52,26200
dcc,27.02,27.02,26.53,27.02,16280
dcl,12.74,12.74,12.62,12.74,11830
dcs,13.09,13.09,13.02,13.09,332200
dct,12.39,12.79,12.39,12.79,153370
ddm,11.5,12.1,11.5,12.1,201590
dha,14.47,14.47,14.0,14.23,104500
dhc,4.44,4.44,4.3,4.33,26240
dhg,18.47,18.77,18.47,18.62,31790
dhi,11.13,11.6,11.13,11.6,1600
dht,3.89,3.91,3.84,3.85,2500
dic,10.36,10.5,10.18,10.5,150060
did,12.81,14.14,12.81,14.14,234000
dig,26.72,27.07,26.38,27.06,616020
dl1,5.77,5.77,5.77,5.76,1000
dmc,16.19,16.5,16.03,16.51,14910
dnc,2.16,2.18,2.12,2.16,5100
dnp,2.0,2.06,1.96,2.04,81100
dpc,12.8,12.8,12.46,12.63,5900
dpm,13.34,13.46,13.26,13.45,571450
dpr,25.52,25.52,24.78,25.15,32350
dqc,13.27,13.27,12.91,12.97,246040
drc,11.04,11.04,10.79,10.96,241040
dst,4.24,4.34,4.24,4.34,1000
