ticker,open,high,low,close,volume
aaa,5.09,5.12,5.01,5.04,83900
aam,7.63,7.63,7.59,7.63,9600
abt,14.53,14.77,14.53,14.76,17260
acb,9.16,9.16,9.12,9.16,394600
acl,9.6,9.64,9.6,9.6,740
agc,6.9,7.1,6.9,7.0,22400
agf,8.0,8.0,7.91,8.0,3450
agr,8.21,8.38,8.21,8.37,17130
alp,8.25,8.25,8.25,8.25,3130
alv,5.0,5.0,4.7,4.77,8700
ame,3.48,3.48,3.48,3.49,100
amv,5.17,5.17,5.17,5.18,1900
anv,2.27,2.3,2.24,2.27,58900
apc,9.33,9.4,9.33,9.4,22810
apg,4.22,4.41,4.22,4.32,21700
api,6.1,6.1,5.7,5.8,34900
aps,5.2,5.2,5.0,5.2,7800
arm,5.53,5.53,5.45,5.45,1500
asm,13.32,13.76,13.32,13.43,54400
asp,3.64,3.96,3.64,3.96,16410
avs,5.0,5.0,4.9,4.9,98900
b82,5.85,5.85,5.4,5.4,700
bas,3.0,3.0,3.0,3.0,10630
bbc,10.15,10.4,9.98,10.39,23300
bcc,3.52,3.6,3.52,3.6,18600
bce,2.94,2.94,2.94,2.94,300
bci,9.77,10.06,9.77,10.05,12670
bgm,17.59,17.59,17.59,17.59,10
bhs,8.26,8.26,7.78,7.79,540
bkc,10.7,11.0,10.7,10.9,30200
blf,2.0,2.24,2.0,2.19,10900
bmc,6.82,6.82,6.56,6.66,14180
bmi,6.01,6.01,5.76,6.01,1340
bmp,9.91,10.29,9.91,10.29,20
bpc,3.6,3.6,3.6,3.6,800
bst,2.33,2.33,2.33,2.33,1000
bt6,10.4,10.4,9.58,10.07,2830
bth,9.57,9.57,9.57,9.57,800
btp,2.47,2.47,2.37,2.47,5890
bts,6.22,6.31,6.13,6.32,3000
btt,7.53,7.92,7.53,7.92,11820
btw,4.9,5.44,4.46,4.46,20300
bvh,67.2,67.2,65.07,65.07,79140
bvs,14.22,14.57,13.69,14.3,575300
c47,3.35,3.35,3.32,3.31,8000
c92,5.38,5.76,5.38,5.76,2500
cap,2.07,2.08,2.07,2.08,1700
cci,4.86,4.9,4.86,4.9,20
ccl,10.5,10.5,10.04,10.04,50
ccm,10.69,10.69,9.84,9.83,7400
cdc,7.34,7.34,7.34,7.34,7250
chp,3.07,3.07,3.07,3.06,4700
cic,4.37,4.73,4.37,4.64,7000
cii,11.62,11.62,11.48,11.53,100090
cjc,6.08,6.08,6.08,6.08,200
clg,12.39,12.67,11.75,12.58,206430
clw,4.12,4.12,4.12,4.12,3670
cmc,8.0,8.0,7.62,7.62,5000
cmg,7.04,7.12,6.9,7.05,26850
cmi,7.08,7.36,6.89,7.08,59700
cms,4.7,4.81,4.52,4.81,30800
cmt,7.24,7.41,7.24,7.32,40150
cmv,9.4,9.4,9.4,9.41,70
cnt,10.0,10.0,9.5,9.5,12100
com,17.04,17.27,15.67,15.67,3080
cpc,4.89,4.89,4.8,4.89,20600
csc,3.84,3.84,3.84,3.84,100
csg,7.91,7.91,7.62,7.72,4290
csm,4.4,4.53,4.34,4.53,22230
ct6,4.84,4.84,4.84,4.84,400
cta,7.14,7.24,6.95,6.95,53200
ctc,4.9,4.96,4.58,4.77,29000
ctd,22.2,22.2,21.55,21.55,2400
ctg,13.68,13.93,13.68,13.93,128780
cti,16.01,16.01,15.52,15.95,46500
ctm,7.36,7.45,7.1,7.36,39100
ctn,6.21,6.45,6.21,6.37,21800
cts,4.09,4.14,3.93,4.03,57200
cvn,36.3,36.9,35.7,35.7,43700
cvt,1.88,1.88,1.8,1.8,6100
cx8,5.87,6.05,5.87,6.05,2900
d11,8.79,8.79,8.79,8.79,200
d2d,4.79,5.02,4.79,5.02,210
dae,2.56,2.68,2.52,2.68,8100
dag,5.44,5.44,5.25,5.25,1370
dbc,7.22,7.22,7.04,7.13,72600
dc2,6.63,6.63,6.63,6.63,200
dc4,3.35,3.35,3.3,3.35,3900
dcc,15.4,15.4,15.4,15.4,940
dcl,4.54,4.54,4.38,4.48,2230
dcs,7.52,7.61,7.23,7.42,228300
dct,7.0,7.1,7.0,7.1,2010
ddm,4.7,5.0,4.7,5.0,270
dha,7.17,7.17,7.17,7.16,5400
dhc,3.72,3.72,3.56,3.72,5630
dhg,19.32,19.47,19.32,19.48,61790
dht,3.17,3.48,3.17,3.48,700
dic,5.98,6.04,5.86,5.98,52260
did,6.91,7.0,6.91,6.99,3000
dig,6.61,6.82,6.61,6.61,119320
dih,5.81,5.81,5.81,5.81,2000
dlg,20.92,21.0,20.84,20.93,114950
dlr,21.45,21.45,20.46,20.46,28500
dmc,7.38,7.52,7.38,7.52,4170
dnc,1.31,1.31,1.29,1.29,24300
dnm,6.51,6.51,6.51,6.51,100
dnp,0.75,0.77,0.75,0.77,1300
dny,7.6,7.6,7.38,7.38,3100
dpc,8.33,8.39,8.26,8.39,1600
dpm,13.92,13.92,13.66,13.67,208000
dpr,21.31,21.91,20.91,21.91,7290
dqc,6.39,6.54,6.39,6.43,44120
drc,5.54,5.57,5.43,5.43,27620
drh,4.66,4.83,4.66,4.83,78340
dsn,6.09,6.09,5.98,5.98,1390
dst,2.16,2.31,2.11,2.26,1200
dta,7.0,7.0,6.6,6.6,29830
dtl,15.43,16.02,15.26,16.03,219200
dtt,5.02,5.1,5.02,5.1,1710
dvp,9.93,9.93,9.93,9.93,1000
dxg,5.2,5.2,5.01,5.01,100700
dxp,6.12,6.12,6.12,6.12,3300
dxv,4.45,4.59,4.38,4.59,41490
dzm,21.03,21.03,19.23,20.72,13900
ebs,3.1,3.14,2.97,3.1,99800
eci,2.77,2.77,2.77,2.76,100
efi,4.44,4.58,4.3,4.58,31500
eib,9.77,9.84,9.77,9.77,117170
eid,3.09,3.09,3.05,3.05,5200
elc,13.95,13.95,13.17,13.17,27640
eve,11.23,11.23,11.23,11.23,19430
fbt,9.0,9.0,9.0,9.0,10
fdc,15.1,15.16,15.1,15.16,14220
fmc,2.07,2.07,1.98,2.04,1730
fpc,3.1,3.1,3.1,3.1,100
