symbol,open,high,low,close,volume
agf,8.09,8.09,8.09,8.09,3100
agf,,,,8.09,0
bbc,6.94,6.94,6.94,6.94,3800
bbc,,,,6.94,0
bpc,5.6,5.6,5.6,5.6,3000
bpc,,,,5.6,0
can,8.31,8.31,8.31,8.31,400
can,,,,8.31,0
dpc,,,,7.26,0
dpc,,,,7.26,0
gil,6.8,6.8,6.8,6.8,1200
gil,,,,6.8,0
gmd,5.54,5.54,5.54,5.54,800
gmd,,,,5.54,0
hap,6.68,6.68,6.68,6.68,900
hap,,,,6.68,0
kha,4.27,4.27,4.27,4.27,6700
kha,,,,4.27,0
laf,9.24,9.24,9.24,9.23,400
laf,,,,9.23,0
ree,1.83,1.83,1.83,1.83,18400
ree,,,,1.83,0
sam,2.68,2.68,2.68,2.68,6200
sam,,,,2.68,0
sav,6.45,6.45,6.45,6.45,12400
sav,,,,6.45,0
sgh,2.42,2.42,2.42,2.42,500
sgh,,,,2.42,0
tms,,,,8.74,0
tms,,,,8.74,0
ts4,,,,3.35,0
ts4,,,,3.35,0
