ticker,open,high,low,close,volume
bbc,7.2,7.2,7.11,7.11,33400
bpc,4.79,4.79,4.71,4.7,1100
can,6.82,6.82,6.82,6.82,210
dha,4.03,4.03,3.96,3.96,1440
dpc,4.6,4.6,4.6,4.6,4790
gil,2.74,2.74,2.71,2.71,2000
gmd,8.16,8.16,8.16,8.16,100
hap,5.74,5.74,5.71,5.71,3800
has,5.1,5.1,5.1,5.1,530
laf,8.49,8.49,8.37,8.37,900
pms,3.9,3.9,3.85,3.85,400
ree,2.16,2.16,2.15,2.15,22270
sam,3.28,3.28,3.28,3.28,6890
sav,10.41,10.41,10.34,10.34,30
tms,6.63,6.63,6.63,6.64,440
tri,18.43,18.43,17.86,17.85,4530
vtc,12.21,12.21,11.83,11.83,420
