ticker,open,high,low,close,volume
aaa,9.62,9.73,9.15,9.23,198300
aam,8.05,8.05,8.02,8.05,40470
abt,15.0,15.11,14.68,14.71,66510
acb,11.1,11.53,10.89,10.93,550700
acc,9.7,9.7,9.35,9.35,2100
acl,10.61,10.96,10.61,10.96,3280
agc,15.9,15.9,14.6,14.6,40100
agf,9.89,9.89,9.85,9.84,18710
agr,11.14,11.47,11.14,11.14,115680
alp,11.91,12.16,11.83,11.92,11380
alt,12.76,12.76,12.03,12.03,2600
alv,10.49,10.49,10.49,10.49,36900
ame,6.48,6.76,6.48,6.55,21600
amv,13.89,13.89,13.39,13.89,13100
anv,4.09,4.15,3.96,3.97,353840
apc,8.55,8.81,8.42,8.48,51010
apg,11.76,11.76,10.66,10.75,39800
api,12.3,12.4,11.7,11.9,237100
app,5.63,5.63,5.63,5.63,1000
aps,13.0,13.0,12.2,12.6,93800
arm,5.65,5.65,5.65,5.65,100
asm,11.02,11.02,10.66,10.67,234910
asp,5.88,6.16,5.88,6.09,30400
avs,11.3,11.5,10.4,10.4,770900
b82,6.68,6.68,6.45,6.45,20500
bas,6.5,6.8,6.4,6.4,68860
bbc,17.39,17.39,16.61,16.6,123580
bbs,8.03,8.58,8.03,8.17,10800
bcc,6.4,6.4,6.12,6.19,103100
bce,4.75,4.75,4.68,4.75,17270
bci,17.41,17.8,17.24,17.35,476400
bhs,8.49,8.49,8.39,8.49,5160
bkc,16.4,16.4,15.6,15.95,39200
blf,5.14,5.24,4.9,4.9,45000
bmc,7.71,7.74,7.59,7.58,23120
bmi,7.39,7.43,7.29,7.38,49230
bmp,13.4,13.4,12.88,12.91,10410
bpc,5.5,5.7,5.5,5.5,2300
bst,3.74,3.74,3.74,3.73,1500
bt6,18.81,18.81,18.81,18.82,7000
bth,12.3,12.65,11.77,11.95,28300
btp,4.81,4.81,4.58,4.58,183350
bts,9.8,9.98,9.25,9.34,87300
btt,9.7,9.7,9.56,9.56,30940
btw,3.47,3.47,3.24,3.24,200
bvh,58.25,58.25,56.16,58.25,183870
bvs,26.31,26.68,24.32,24.59,932400
bxh,7.41,7.41,7.41,7.4,400
c92,12.6,12.6,11.43,11.48,17000
can,16.23,16.23,16.23,16.23,300
cap,1.75,1.75,1.58,1.58,2200
cci,7.21,7.32,7.21,7.25,16600
ccm,17.83,17.83,17.11,17.11,5700
cdc,12.31,12.45,11.79,11.79,45810
chp,3.92,3.92,3.92,3.92,1400
cic,11.64,11.82,11.27,11.36,31000
cii,15.86,15.91,15.64,15.73,362500
ckv,7.02,7.02,6.74,6.74,7700
clc,5.46,5.46,5.46,5.46,200
clg,27.81,27.81,26.0,27.15,57100
cmc,15.78,16.08,15.63,16.09,8500
cmg,15.1,15.1,14.24,14.24,861520
cmi,14.96,15.61,14.38,14.47,25900
cms,6.91,6.91,6.41,6.42,13500
cmt,18.83,18.83,17.87,17.87,2530
cmv,10.89,10.89,10.84,10.84,910
cmx,13.04,13.56,13.04,13.04,8670
cnt,17.79,18.15,17.7,17.7,21920
com,18.99,18.99,18.99,18.99,2000
cpc,7.28,7.28,7.28,7.28,1800
csc,3.57,3.59,3.55,3.56,17700
csg,8.39,8.48,8.14,8.14,102270
csm,8.54,8.57,8.43,8.54,44470
