ticker,open,high,low,close,volume
aaa,18.11,18.6,18.06,18.5,5769840
aam,12.1,12.3,12.1,12.3,130
aav,9.2,9.2,9.0,9.1,17886
acb,22.54,22.61,22.38,22.46,799873
acc,19.04,19.04,18.4,18.81,2610
acl,34.69,35.17,34.32,34.6,25940
acm,0.6,0.6,0.5,0.5,380810
ads,13.2,13.2,13.05,13.15,7330
agm,8.6,8.92,8.6,8.92,1040
agr,4.1,4.16,4.09,4.11,146640
alt,12.54,12.54,12.54,12.54,100
alv,2.2,2.2,2.1,2.2,47100
amd,1.8,1.82,1.77,1.77,251200
ame,8.8,8.8,8.8,8.8,100
amv,18.05,18.51,17.65,17.92,30300
anv,27.0,27.45,26.7,27.4,516850
apc,26.6,26.6,26.5,26.5,3960
apg,9.45,9.5,9.2,9.35,213130
api,24.8,24.8,24.8,24.8,100
aps,2.6,2.7,2.6,2.7,12300
art,2.4,2.5,2.4,2.5,241295
asa,1.1,1.1,1.1,1.1,71400
asm,6.18,6.26,6.17,6.2,1328840
asp,5.97,5.97,5.96,5.97,2940
ast,62.26,62.55,62.16,62.45,97330
atg,1.21,1.28,1.18,1.26,129950
bax,63.3,70.5,63.0,70.0,93000
bbc,62.3,64.4,60.5,64.4,2170
bbt,0.0,16.2,0.0,16.2,20
bcc,8.2,8.4,8.2,8.4,101088
bce,6.3,6.32,6.24,6.32,13480
bcg,5.69,5.69,5.64,5.65,304800
bed,29.0,31.0,29.0,31.0,400
bfc,18.4,18.75,18.15,18.2,67630
bhn,85.41,85.41,84.58,84.58,110
bic,18.69,19.32,18.69,19.32,3360
bid,32.1,32.64,32.05,32.25,1204780
bii,1.1,1.2,1.0,1.2,476500
blf,1.8,2.0,1.8,2.0,20400
bmc,14.9,15.4,14.9,15.2,22680
bmi,24.65,24.9,24.4,24.8,96560
bmp,44.5,45.65,44.5,45.6,337580
bsi,8.0,8.0,7.9,7.9,16940
bt6,1.6,1.7,1.6,1.7,2900
btp,12.6,12.7,12.6,12.69,55850
btw,20.2,20.2,20.2,20.2,10
bvg,1.8,1.8,1.7,1.8,13000
