ticker,open,high,low,close,volume
aaa,17.44,17.48,16.85,16.85,2367980
aam,7.7,7.7,7.7,7.7,60
aav,16.83,16.91,16.44,16.43,68600
abt,33.78,34.53,33.78,33.95,1250
acb,25.09,25.09,22.75,22.74,4478560
acc,16.44,16.44,15.61,15.61,2070
acl,8.94,8.95,8.42,8.42,99820
acm,0.9,1.0,0.8,0.9,1064834
adc,16.95,16.95,16.95,16.95,1000
ads,13.28,13.36,13.28,13.36,12550
agf,4.4,4.8,4.4,4.8,10270
agr,3.54,3.78,3.54,3.78,601570
alv,4.0,4.1,4.0,4.1,4801
amd,3.85,4.11,3.85,4.11,4683480
ame,9.26,9.26,9.26,9.26,100
amv,11.08,11.08,10.08,10.62,55300
anv,17.97,17.97,16.93,17.5,806040
apc,33.05,33.7,32.0,33.05,47120
apg,5.05,5.3,5.05,5.3,472840
api,23.4,24.7,23.4,24.7,500
aps,3.0,3.1,3.0,3.0,157100
arm,52.95,52.95,48.62,48.62,206
art,15.1,15.1,12.5,12.5,3117906
asa,1.2,1.3,1.2,1.2,78800
asm,10.77,11.55,10.77,11.12,8414600
asp,6.15,6.2,6.15,6.2,15010
ast,46.85,47.46,46.85,47.46,61350
atg,1.27,1.29,1.22,1.27,116230
ats,47.0,47.0,43.0,43.5,6500
b82,1.1,1.1,1.0,1.1,54800
bbc,70.32,70.32,66.83,70.22,330
bcc,6.4,6.4,6.3,6.4,13565
bce,4.55,4.64,4.55,4.65,10650
bcg,5.59,5.59,5.41,5.58,26600
bdb,4.15,4.15,4.15,4.15,100
bfc,22.53,23.31,22.53,22.79,2830
bhn,78.42,78.42,75.48,75.57,410
bic,27.67,27.67,27.57,27.57,40
bid,24.59,24.73,23.21,23.21,2773760
blf,2.9,2.9,2.9,2.9,200
bmc,11.71,12.04,11.61,11.61,10990
bmi,18.34,18.96,18.15,18.44,77220
bmp,48.88,49.32,48.53,48.53,169720
brc,7.74,7.74,7.74,7.74,10
bsi,9.34,9.54,9.18,9.22,101580
bst,20.59,20.59,20.59,20.59,100
btp,9.48,9.56,9.22,9.56,23510
btt,29.69,29.69,29.69,29.69,10
bvg,1.4,1.5,1.4,1.5,3400
bvh,72.06,73.81,71.57,73.03,212940
bvs,15.63,16.37,15.45,16.28,36955
bwe,17.69,17.69,17.2,17.69,166870
c21,22.18,22.18,22.18,22.18,163
c32,23.09,23.09,22.66,22.97,11800
c47,7.95,7.95,7.71,7.92,26410
cap,34.26,34.33,32.31,33.48,29012
cav,48.46,48.55,48.37,48.46,48650
ccl,3.86,3.88,3.63,3.63,584680
cdc,14.1,14.1,14.1,14.1,10
cdn,13.92,13.92,13.92,13.92,100
cee,18.1,18.4,18.0,18.4,25150
ceo,11.15,11.23,10.64,10.64,1012725
cet,3.1,3.3,3.1,3.3,6100
chp,21.88,21.88,21.65,21.65,79300
cia,25.27,25.27,24.95,24.95,5860
cig,4.1,4.1,3.77,3.77,21210
cii,27.55,27.65,25.6,26.5,2196470
clc,26.68,27.35,25.79,26.55,350
clg,3.21,3.45,3.21,3.45,450
cll,27.01,27.01,27.01,27.02,60
clw,17.0,17.0,17.0,17.0,10
cmg,17.78,17.95,17.69,17.78,9300
cms,2.7,2.7,2.7,2.7,4400
cmt,9.49,10.4,9.49,10.35,2500
cmx,5.85,5.85,5.45,5.45,570
cng,25.03,25.03,24.94,24.94,1810
com,49.43,49.43,49.43,49.43,980
cpc,33.7,33.7,33.7,33.7,100
csc,10.53,10.58,10.53,10.53,9200
csm,13.65,13.65,13.25,13.5,15930
csv,24.29,24.96,22.83,24.29,70280
ctb,23.82,23.82,23.82,23.82,300
ctc,4.4,4.7,4.3,4.3,5900
ctd,138.01,140.82,137.54,138.48,70380
ctf,13.26,14.14,13.26,14.15,230
ctg,23.9,23.9,22.8,22.8,4438080
cti,29.06,29.45,28.77,29.06,163110
ctp,4.27,4.27,4.27,4.27,2000
cts,9.18,9.43,9.02,9.27,83260
cvn,4.2,4.2,3.8,3.8,36200
cvt,21.29,21.83,21.29,21.56,455570
cyc,1.6,1.6,1.6,1.6,200
d11,11.35,11.44,11.35,11.44,7800
d2d,30.74,31.9,30.69,31.91,61250
dae,15.73,15.73,15.73,15.73,100
dag,7.64,7.8,7.64,7.78,104290
dah,5.39,5.46,5.36,5.43,277050
dat,15.91,15.91,15.91,15.9,10
dbc,22.63,22.63,22.0,22.27,2600
dbd,40.97,41.02,40.97,41.02,20240
dbt,11.0,11.0,11.0,11.0,500
dcl,13.9,14.5,13.9,14.3,38880
dcm,8.46,8.54,8.42,8.42,374060
dcs,1.1,1.2,1.0,1.2,110516
dgc,27.06,27.86,27.06,27.46,149200
dgl,33.8,34.0,33.0,33.7,34100
dgw,22.84,22.84,22.35,22.45,124360
dha,25.04,25.04,24.59,24.59,26330
dhc,25.45,25.45,25.12,25.38,16480
dhg,95.89,97.34,95.89,95.89,138720
dhm,2.46,2.47,2.39,2.45,75770
dht,30.97,30.97,30.13,30.55,3530
dic,4.8,5.0,4.8,4.89,7420
dig,12.87,12.99,12.12,12.12,2108000
dl1,37.1,37.3,37.1,37.3,1600
dlg,2.65,2.81,2.65,2.81,3290010
dmc,81.23,81.23,81.23,81.22,130
dnm,12.5,13.0,12.5,13.0,2000
dnp,13.9,14.2,13.6,14.2,33500
dny,5.5,5.5,5.5,5.5,11
dp3,77.88,79.47,77.04,77.88,13730
dpg,24.02,25.56,24.02,24.6,53800
dpm,16.79,17.73,16.79,17.17,2981650
dpr,26.29,26.29,25.96,26.22,38780
dps,1.0,1.1,0.9,1.0,425540
dqc,27.85,27.85,27.85,27.85,1400
drc,21.68,21.68,21.26,21.4,76890
drh,14.9,14.95,14.65,14.85,467150
ds3,4.17,4.26,3.8,3.8,314800
dsn,48.54,48.54,48.09,48.54,1070
dst,2.3,2.4,2.2,2.3,751800
dta,6.46,6.46,6.04,6.2,3090
dtd,12.48,12.81,12.31,12.73,204400
dtl,42.0,42.0,42.0,42.0,850
dvp,42.24,42.24,41.5,42.24,1870
dxg,19.07,19.34,18.79,18.95,1877340
dxp,11.8,11.8,11.5,11.5,700
dzm,2.4,2.4,2.4,2.4,200
e1vfvn30,15.6,15.6,15.16,15.16,27880
eib,14.0,14.1,13.8,14.1,138700
eid,11.97,12.24,11.97,12.25,400
elc,8.9,8.98,8.9,8.92,35840
emc,12.09,12.56,11.26,12.55,80
eve,15.93,16.3,15.6,15.65,69130
evg,4.95,5.03,4.8,4.87,922010
fcm,5.23,5.39,5.18,5.38,36290
fcn,13.66,13.79,13.41,13.4,123550
fdc,16.45,17.5,16.45,16.55,40
fdt,31.27,31.27,31.27,31.27,100
fit,4.6,4.92,4.6,4.9,1912600
flc,5.41,5.76,5.39,5.75,26848850
fmc,19.07,19.07,18.71,18.8,63470
