ticker,open,high,low,close,volume
aaa,10.75,11.05,10.75,11.0,2559460
aam,12.16,12.16,12.16,12.16,10
aav,7.6,7.8,7.5,7.8,80130
abt,34.25,36.75,34.25,36.75,30
acb,22.9,23.2,22.5,23.2,2397062
acc,19.5,19.5,19.5,19.5,10
acl,20.95,21.5,20.1,20.1,1600
acm,0.5,0.6,0.5,0.5,636056
ads,9.55,10.05,9.55,10.0,350
agf,3.0,3.42,3.0,3.0,2940
agm,10.25,10.25,9.7,9.9,1930
agr,3.3,3.35,3.28,3.35,54730
amd,1.69,1.72,1.65,1.71,1803750
amv,22.1,22.1,20.2,20.5,111969
anv,16.7,17.5,16.7,17.15,837110
apc,18.0,18.8,18.0,18.8,21730
apg,10.0,10.7,9.9,10.7,682740
api,15.1,18.3,15.1,18.3,300
aps,1.8,1.8,1.8,1.8,4000
art,2.2,2.3,2.2,2.3,1280531
asm,5.63,5.75,5.6,5.66,1839070
asp,6.6,6.99,6.5,6.7,77340
ast,81.0,83.0,78.7,79.0,31560
atg,0.6,0.6,0.56,0.59,30920
bax,47.3,47.3,47.0,47.0,500
bbc,53.0,53.0,53.0,53.0,170
bcc,6.4,6.5,6.3,6.5,45410
bce,6.5,6.75,6.5,6.75,34170
bcg,6.1,6.2,5.7,6.2,353540
bfc,10.65,11.0,9.91,10.2,161570
bhn,61.4,61.4,58.1,58.1,3470
bic,26.5,28.0,26.5,28.0,5320
bid,54.4,54.7,53.6,54.4,1406270
bii,0.8,0.8,0.7,0.7,21000
bmc,11.85,11.85,11.25,11.8,39520
bmi,24.8,24.8,24.3,24.7,27840
bmp,41.1,43.0,41.1,42.5,52020
bsi,9.49,9.7,9.4,9.54,85900
bst,40.1,40.1,40.1,40.1,100
btp,12.9,13.4,12.9,13.2,31040
bvh,55.1,57.0,55.1,55.7,312880
bvs,10.3,10.6,10.1,10.2,10750
bwe,20.0,20.0,19.1,19.2,319570
c32,20.85,21.9,20.6,21.9,26820
c47,10.8,10.8,10.2,10.7,15100
c69,5.3,5.8,5.3,5.8,332100
can,23.3,23.3,23.3,23.3,11
cap,28.6,29.6,28.5,29.6,2616
cci,14.06,14.06,14.06,14.06,20
ccl,6.4,6.5,5.9,5.9,135250
cdc,15.45,15.45,15.45,15.45,100
cee,16.65,16.65,16.65,16.65,10
ceo,8.3,8.4,8.1,8.2,484730
cet,3.4,3.4,3.4,3.4,200
chp,20.25,20.25,20.05,20.25,4600
