ticker,open,high,low,close,volume
bbc,7.76,7.85,7.76,7.85,14900
bpc,4.7,4.7,4.7,4.7,2410
can,6.87,6.87,6.82,6.82,1230
dha,4.06,4.07,4.06,4.08,1930
dpc,4.04,4.04,4.04,4.04,10
gil,3.1,3.1,3.1,3.1,20
gmd,7.49,7.49,7.42,7.41,2100
hap,3.9,3.92,3.9,3.92,2990
has,4.79,4.81,4.79,4.81,1540
laf,13.15,13.15,13.11,13.11,2300
nkd,10.4,10.4,10.4,10.4,12680
pms,3.85,3.85,3.82,3.82,2650
ree,2.13,2.13,2.13,2.13,21060
sam,3.15,3.18,3.15,3.17,11750
sav,10.41,10.41,10.41,10.41,690
sfc,1.23,1.23,1.22,1.22,1510
tms,5.81,5.81,5.81,5.81,870
tri,16.46,16.46,16.38,16.38,10790
ts4,3.02,3.04,3.02,3.04,1040
