symbol,open,high,low,close,volume
agf,8.09,8.09,8.09,8.09,7500
agf,,,,8.09,0
bbc,8.99,8.99,8.99,8.99,13100
bbc,,,,8.99,0
bpc,6.19,6.19,6.19,6.18,900
bpc,,,,6.18,0
can,10.21,10.21,10.21,10.21,2800
can,,,,10.21,0
dpc,7.36,7.36,7.36,7.36,1700
dpc,,,,7.36,0
gil,6.67,6.67,6.67,6.67,6000
gil,,,,6.67,0
gmd,6.88,6.88,6.88,6.88,2000
gmd,,,,6.88,0
hap,6.83,6.83,6.83,6.84,4000
hap,,,,6.84,0
laf,8.41,8.41,8.41,8.41,700
laf,,,,8.41,0
ree,2.07,2.07,2.07,2.07,46900
ree,,,,2.07,0
sam,2.59,2.59,2.59,2.58,18500
sam,,,,2.58,0
sav,7.49,7.49,7.49,7.49,17200
sav,,,,7.49,0
sgh,2.8,2.8,2.8,2.8,1300
sgh,,,,2.8,0
tms,9.18,9.18,9.18,9.18,1100
tms,,,,9.18,0
