ticker,open,high,low,close,volume
aaa,5.53,5.58,5.29,5.5,277600
aam,7.48,7.48,7.37,7.48,7190
abt,14.96,15.11,14.96,15.11,510
acb,9.2,9.25,9.12,9.16,421400
acl,8.73,8.77,8.61,8.77,16220
adc,1.89,1.92,1.89,1.92,4000
agc,8.1,8.6,7.7,8.5,238000
agf,8.35,8.57,8.35,8.56,2760
agr,8.63,8.63,8.38,8.63,7760
alp,9.0,9.0,8.5,8.5,22800
alt,8.69,8.69,7.94,8.38,400
alv,5.89,6.26,5.89,6.19,26300
ame,3.56,3.63,3.49,3.63,29400
amv,5.57,5.57,5.57,5.57,2800
anv,2.5,2.5,2.41,2.44,124430
apc,9.7,9.7,9.4,9.7,149680
apg,4.97,4.97,4.69,4.96,184100
api,6.4,6.4,6.2,6.4,331500
app,5.28,5.28,4.78,4.78,7300
aps,5.7,6.0,5.7,6.0,174700
arm,6.19,6.19,5.8,5.8,2600
asm,13.11,13.4,13.11,13.21,495770
asp,4.4,4.4,4.34,4.4,93750
avs,5.8,5.8,5.4,5.8,602100
b82,5.86,5.86,5.22,5.4,4700
bas,3.0,3.0,3.0,3.0,7590
bbc,10.4,10.56,10.14,10.56,33910
bcc,3.9,3.98,3.82,3.98,125200
bce,3.12,3.12,2.98,3.01,25440
bci,10.46,11.14,10.46,11.03,1140
bdb,2.87,2.87,2.87,2.87,1000
bhs,7.92,7.92,7.84,7.84,19400
bht,13.68,13.68,13.68,13.69,100
bkc,11.96,12.4,11.7,12.05,84600
blf,2.33,2.47,2.33,2.48,25200
bmc,7.3,7.33,6.98,7.33,113650
bmi,5.86,6.11,5.86,6.06,6300
bmp,9.88,10.27,9.88,10.01,3700
bpc,3.78,3.78,3.78,3.78,100
bt6,10.72,11.05,10.64,11.05,11720
bth,9.29,9.29,9.29,9.28,200
btp,2.66,2.66,2.61,2.66,62740
bts,6.04,6.32,6.04,6.32,19200
btt,8.34,8.83,8.34,8.64,25050
bvh,71.74,74.68,71.74,71.74,86550
bvs,17.48,17.75,17.04,17.75,1652400
c47,3.42,3.52,3.42,3.51,15250
c92,7.01,7.07,7.01,7.07,3000
can,15.29,15.95,15.29,15.96,3500
cap,2.07,2.07,2.05,2.05,600
cci,4.79,4.9,4.72,4.9,12510
ccl,10.26,10.26,9.4,9.41,4810
ccm,11.47,11.6,11.34,11.6,34400
cdc,7.42,7.74,7.42,7.74,22460
chp,3.43,3.43,3.43,3.43,700
cic,5.18,5.18,5.18,5.18,88900
cii,12.17,12.22,11.76,11.76,79610
ckv,6.26,6.44,6.26,6.38,25000
clc,3.96,3.96,3.96,3.96,990
clg,13.22,13.59,12.58,13.41,58060
clw,4.0,4.0,3.94,3.94,6830
cmc,8.62,8.69,8.62,8.69,1100
cmg,8.06,8.13,7.91,8.13,269280
cmi,8.31,8.5,7.74,8.4,92200
cms,5.23,5.23,4.84,5.19,40200
cmt,7.93,7.93,7.76,7.93,93810
cmv,9.08,9.08,9.08,9.08,10
cmx,7.8,7.8,7.7,7.7,8100
cnt,10.2,10.5,10.2,10.5,12780
com,16.3,16.3,16.3,16.3,960
cpc,5.31,5.4,5.31,5.4,8100
csc,3.84,3.88,3.8,3.88,2300
csg,8.2,8.2,7.82,8.01,98970
csm,4.78,4.78,4.69,4.78,116600
ct6,4.84,4.84,4.84,4.84,1000
cta,8.0,8.09,7.52,7.9,16600
ctb,4.01,4.52,4.01,4.01,400
ctc,5.22,5.42,5.16,5.42,139300
ctd,23.83,23.83,23.83,23.83,2520
ctg,13.78,13.88,13.33,13.53,347020
cti,16.32,16.57,16.13,16.57,77530
ctm,7.87,8.38,7.53,8.39,71600
ctn,6.61,6.84,6.37,6.84,91700
cts,4.95,4.95,4.84,4.89,225200
cvn,35.1,36.6,35.1,35.9,128600
cvt,2.12,2.12,2.01,2.07,68600
d11,8.79,8.82,8.66,8.66,5000
d2d,5.37,5.42,5.32,5.42,3450
dad,2.3,2.37,2.3,2.36,1600
dae,2.84,2.92,2.84,2.91,3000
dag,5.92,5.99,5.92,5.95,540
dbc,7.99,8.22,7.72,8.04,445900
dc2,6.91,6.91,6.91,6.92,800
dc4,3.77,3.77,3.77,3.77,17400
dcc,16.3,17.6,16.3,17.6,300
dcl,4.53,4.56,4.53,4.56,18560
dcs,8.57,8.57,8.38,8.57,511100
dct,7.1,7.4,7.1,7.4,70840
ddm,4.7,4.7,4.7,4.7,11020
dha,7.57,7.57,7.27,7.27,5650
dhc,3.86,3.86,3.86,3.86,3010
dhg,17.8,18.1,17.8,18.11,9240
dhi,5.7,5.7,5.7,5.7,200
dht,3.6,3.6,3.6,3.6,100
dic,6.58,6.64,6.4,6.64,312790
did,8.02,8.28,7.85,7.85,6400
dig,7.35,7.35,7.14,7.21,163620
dih,6.25,6.38,5.76,5.76,4500
dl1,3.2,3.46,3.2,3.46,300
dlg,22.4,22.4,21.31,21.31,3000
dlr,23.04,23.12,21.3,21.29,39900
dmc,7.6,7.6,7.23,7.43,9440
dnc,1.97,1.97,1.97,1.98,900
dnp,0.83,0.88,0.83,0.88,11800
dny,7.95,7.95,7.95,7.95,1700
dpc,8.93,8.93,8.93,8.92,100
dpm,14.31,14.31,14.1,14.18,234940
dpr,20.19,20.72,20.19,20.19,80600
dqc,6.65,6.9,6.61,6.91,149670
drc,5.75,5.93,5.75,5.86,80990
drh,4.74,4.83,4.74,4.83,167490
dsn,5.76,5.92,5.76,5.92,6030
dst,2.32,2.62,2.32,2.62,400
dta,6.92,6.92,6.92,6.93,31010
dtl,15.52,15.77,15.52,15.77,32680
dtt,5.18,5.18,5.18,5.18,4870
dvp,9.59,10.01,9.59,10.0,1700
dxg,5.11,5.13,4.98,4.98,105480
dxp,6.14,6.14,6.14,6.14,1000
dxv,4.86,5.0,4.79,5.0,21830
dzm,21.8,22.73,21.8,21.8,31800
ebs,3.24,3.28,3.02,3.19,182100
eci,2.98,2.98,2.98,2.97,12900
efi,5.06,5.2,4.92,5.2,109600
eib,9.91,9.98,9.91,9.91,320180
eid,3.05,3.21,3.05,3.21,97200
elc,13.85,13.85,13.62,13.63,44310
eve,9.88,9.88,9.88,9.88,26330
fbt,9.7,9.7,9.7,9.7,100
fdc,14.78,14.78,14.78,14.78,420
fmc,1.96,2.01,1.89,2.02,12140
fpc,3.0,3.0,3.0,3.0,10
fpt,11.36,11.47,11.36,11.47,127810
gbs,12.8,13.1,12.3,13.0,306100
gdt,3.63,3.63,3.63,3.62,700
gdw,3.59,3.59,3.59,3.59,200
gfc,10.72,10.81,10.53,10.53,13300
gil,6.62,6.71,6.62,6.68,6070
glt,4.96,4.96,4.96,4.95,2900
gmc,4.37,4.37,4.37,4.37,3820
gmd,10.4,10.72,10.4,10.52,92560
gta,4.06,4.16,4.01,4.01,20400
gtt,6.8,6.8,6.6,6.8,920430
hag,27.4,27.47,26.92,27.34,517770
hai,7.76,7.76,7.76,7.76,350
hap,2.76,2.87,2.72,2.86,90200
has,4.69,4.69,4.61,4.69,4390
hat,12.39,12.39,12.39,12.39,300
hax,2.9,2.9,2.85,2.85,1130
hbb,8.09,8.18,7.82,8.18,693500
hbc,2.58,2.63,2.57,2.56,11800
hbe,3.11,3.11,3.11,3.1,1700
hbs,14.4,14.5,14.4,14.4,278600
hcm,3.8,3.97,3.8,3.84,124760
hct,5.53,6.16,5.53,6.15,500
hdc,6.95,6.95,6.6,6.95,8460
hdg,8.38,8.38,7.7,8.35,2830
hdo,15.07,15.07,14.6,15.07,112400
hhc,7.08,7.3,6.89,6.89,4300
hhg,3.62,3.62,3.42,3.56,8400
hhl,5.0,5.0,4.8,5.0,31400
hjs,3.04,3.04,3.04,3.03,55000
hla,8.3,8.3,7.8,8.2,323380
hlc,3.67,3.67,3.44,3.44,600
hlg,11.32,11.75,10.99,11.74,549080
hmc,4.46,4.46,4.32,4.32,4320
hmh,2.95,2.95,2.9,2.92,8600
hnm,6.3,6.3,6.1,6.3,14700
hom,3.11,3.11,3.01,3.06,117900
hpg,3.74,3.8,3.74,3.77,127690
hpr,11.03,11.03,11.03,11.02,1500
hps,5.21,5.35,5.21,5.36,3500
hqc,12.72,13.1,12.57,13.1,120440
hrc,27.16,27.4,26.92,27.4,54500
hsg,1.94,1.96,1.83,1.88,126400
hst,2.8,2.8,2.8,2.81,300
ht1,3.53,3.59,3.47,3.53,12830
htb,54.9,54.9,54.7,54.7,1000
htc,3.83,3.83,3.83,3.84,15500
hti,3.0,3.04,2.89,2.89,1240
htp,2.73,2.78,2.73,2.78,6900
htv,3.9,3.98,3.82,3.9,11500
hu1,4.19,4.19,4.19,4.19,2000
hu3,4.19,4.22,4.1,4.22,9280
hut,6.1,6.15,5.8,6.1,237700
hvg,4.37,4.37,4.3,4.3,73580
hvt,2.95,2.99,2.95,2.99,8000
hvx,4.29,4.45,4.21,4.45,730
icf,6.36,6.36,6.36,6.37,5320
icg,10.48,10.48,9.62,10.16,281700
idj,6.28,6.37,6.19,6.37,599700
idv,1.78,1.85,1.78,1.85,4700
ijc,4.88,5.1,4.77,5.11,900340
ilc,6.75,7.15,6.75,7.15,1700
imp,13.43,13.43,13.43,13.43,13000
inn,3.22,3.44,3.22,3.44,4900
ita,8.04,8.46,7.9,8.46,1683650
itc,12.88,13.23,12.71,13.22,584880
kac,14.4,14.4,14.32,14.4,2850
kbc,16.76,17.51,16.48,17.5,304870
kbt,14.61,14.61,14.61,14.61,1600
kdc,9.98,9.98,9.9,9.9,125720
kdh,14.36,14.47,14.19,14.36,43310
kha,4.47,4.47,4.39,4.47,36600
khb,13.18,13.37,12.55,12.64,9300
khp,3.7,3.84,3.7,3.84,16780
kkc,4.92,5.43,4.92,5.39,106700
