ticker,open,high,low,close,volume
abt,5.01,5.01,4.87,4.98,10690
acb,10.51,10.63,10.2,10.27,882500
acl,7.13,7.13,7.13,7.13,38830
agf,6.07,6.07,5.85,5.89,34630
alp,6.16,6.23,5.89,6.09,31350
alt,10.0,10.0,10.0,10.0,100
anv,4.45,4.5,4.4,4.4,107740
asp,4.13,4.13,4.06,4.09,53130
bas,11.7,12.8,11.7,12.8,200
bbc,10.13,10.13,9.93,9.93,13700
bbs,3.71,3.71,3.71,3.72,100
bcc,7.28,7.28,6.68,6.98,73300
bhs,3.22,3.24,3.22,3.24,2010
blf,4.48,4.53,4.43,4.48,26600
bmc,19.84,20.52,19.56,20.52,39000
bmi,7.36,7.36,7.28,7.36,17930
bmp,3.86,3.86,3.56,3.56,38810
bpc,4.2,4.2,4.16,4.19,41910
bt6,12.6,12.6,12.6,12.6,60
bts,8.01,8.01,7.85,8.01,6300
bvs,15.03,15.03,14.18,14.58,97100
c92,3.58,3.85,3.58,3.85,2000
can,6.84,6.89,6.73,6.79,34170
cap,1.02,1.02,0.96,0.97,1700
cdc,6.65,6.65,6.36,6.51,16900
cic,6.43,6.43,6.1,6.24,2700
cii,6.78,7.02,6.62,6.62,63830
cjc,5.12,5.12,5.12,5.12,300
clc,4.28,4.33,3.97,4.33,45760
cmc,8.23,8.23,7.85,8.01,25800
com,10.09,10.46,10.09,10.46,2030
ctn,5.73,5.82,5.68,5.83,13000
dae,3.6,3.6,3.48,3.53,900
dbc,7.77,7.84,7.51,7.71,51900
dc4,4.26,4.26,4.06,4.16,5400
dcc,10.32,10.32,10.23,10.23,11110
dcl,6.03,6.03,5.66,5.7,27660
dcs,4.51,4.57,4.51,4.57,4700
dct,6.36,6.43,6.29,6.29,36300
dha,5.02,5.02,5.0,5.02,18400
dhg,12.88,13.1,12.77,13.1,76450
dhi,10.12,10.91,10.12,10.91,700
dic,5.19,5.19,4.99,5.0,10610
dmc,11.79,12.02,11.79,12.02,6110
dnp,0.74,0.77,0.73,0.77,15400
dpc,5.54,5.54,5.54,5.54,400
dpm,13.97,13.97,13.78,13.78,316760
dpr,10.38,10.56,10.24,10.56,62600
dqc,4.52,4.6,4.41,4.6,65030
drc,1.48,1.48,1.44,1.48,28540
dst,3.46,3.46,3.46,3.47,600
dtt,5.66,5.66,5.66,5.66,12180
dxp,2.2,2.2,2.12,2.14,10340
dxv,4.31,4.31,4.19,4.19,15010
ebs,3.66,3.71,3.61,3.64,15400
fbt,14.63,14.63,13.56,14.63,4010
fmc,1.41,1.48,1.39,1.48,9580
fpc,19.5,20.0,19.5,19.5,2860
fpt,8.59,8.83,8.51,8.6,388490
gil,2.79,2.79,2.76,2.75,11500
gmc,1.97,1.97,1.86,1.86,4840
gmd,9.86,9.86,9.15,9.15,121040
gta,3.55,3.72,3.51,3.51,3680
hai,4.3,4.3,4.2,4.2,1500
hap,5.12,5.12,5.04,5.09,34660
has,5.87,5.97,5.82,5.82,4080
hax,1.95,2.02,1.89,2.02,6910
hbc,1.0,1.0,0.96,0.97,22390
hbe,4.97,5.15,4.97,5.03,2200
hcc,1.07,1.07,1.06,1.06,2600
hct,7.83,7.89,7.83,7.89,1500
hdc,3.0,3.0,2.97,3.01,20050
hev,3.96,3.96,3.96,3.96,600
hhc,6.13,6.13,6.13,6.13,100
hjs,2.96,3.02,2.96,3.02,500
hly,13.56,14.37,13.56,14.37,3200
hmc,3.78,3.93,3.78,3.84,6630
hnm,10.34,10.54,10.14,10.24,64600
hpg,2.04,2.04,2.02,2.04,320890
hps,4.53,4.53,4.42,4.42,3500
hrc,11.89,12.09,11.78,12.09,110960
ht1,7.12,7.23,7.12,7.12,6860
htp,2.92,2.92,2.92,2.92,100
htv,3.72,3.84,3.68,3.76,4680
hut,1.36,1.42,1.35,1.34,3600
icf,5.66,5.66,5.38,5.66,15540
ilc,9.11,9.11,8.52,8.63,9900
imp,17.61,17.74,17.48,17.48,3300
ita,8.45,8.83,8.19,8.83,153400
kbc,16.12,16.5,15.47,16.12,80200
kdc,4.45,4.53,4.39,4.52,52470
kha,3.76,3.76,3.66,3.76,39900
khp,2.54,2.56,2.51,2.54,43550
kkc,7.88,7.88,7.41,7.41,16300
kls,0.64,0.64,0.6,0.62,756400
kmr,4.12,4.12,4.0,4.0,38220
ksh,10.67,10.67,10.67,10.67,1770
l10,4.59,4.59,4.48,4.48,2700
l18,2.26,2.35,2.24,2.28,26400
l43,9.74,9.98,9.68,9.68,1400
l61,4.58,4.58,4.54,4.54,27900
