ticker,open,high,low,close,volume
abt,14.88,15.19,14.88,15.2,21520
acb,24.4,24.7,23.96,24.71,405900
acl,22.72,22.72,22.21,22.72,65680
agf,32.56,32.56,31.67,32.56,10890
alt,34.87,36.47,34.87,36.07,25530
bbc,64.03,65.93,64.03,65.93,16920
bbs,7.57,8.23,7.39,8.24,15100
bcc,20.12,21.79,19.55,21.8,129600
bhs,10.09,10.48,10.09,10.48,73170
bmc,69.09,71.14,68.45,71.14,43000
bmi,34.61,34.81,34.05,34.09,186600
bmp,17.08,17.68,17.08,17.28,15640
bpc,12.12,12.36,12.09,12.36,9920
bt6,14.9,15.53,14.9,15.53,16810
bts,31.63,31.71,31.63,31.72,9600
bvs,119.06,121.08,115.02,119.06,22200
can,14.66,14.82,14.19,14.82,20710
cdc,23.88,29.19,23.88,27.71,81000
cic,26.93,32.8,26.93,32.8,75300
cii,16.5,17.14,16.5,17.14,136520
cjc,13.79,13.79,12.77,12.77,1200
clc,8.8,8.97,8.8,8.97,5360
cmc,42.82,48.96,42.82,48.97,1700
com,17.11,17.84,17.11,17.84,11050
ctb,6.74,7.25,6.14,7.25,7600
dae,13.95,15.69,13.95,15.49,14300
dha,15.58,16.25,15.58,16.25,35560
dhg,27.87,27.98,27.87,27.98,60010
dhi,34.0,40.29,34.0,40.29,55900
dic,15.43,16.22,15.43,16.22,58420
dmc,38.96,38.96,37.82,37.82,4930
dnp,4.11,4.31,4.11,4.29,27730
dpc,19.26,20.0,19.26,20.0,9180
dpm,30.17,31.41,29.99,31.4,2139660
drc,8.07,8.07,8.0,8.06,26200
dst,20.42,21.57,20.42,21.18,17000
dtt,18.18,18.7,18.18,18.71,7330
dxp,4.6,4.72,4.6,4.72,85360
ebs,13.64,14.94,12.22,14.94,100900
fmc,6.67,6.67,6.61,6.68,34410
fpc,51.5,54.0,51.5,54.0,21560
fpt,25.08,25.7,25.08,25.69,264240
gil,7.47,7.55,7.47,7.55,40230
gmc,6.41,6.47,6.41,6.47,22110
gmd,40.04,40.61,39.47,40.61,73720
gta,15.67,16.43,15.67,16.43,40020
hai,12.01,13.18,10.8,13.18,21800
hap,22.9,23.03,22.13,23.03,185470
has,31.63,31.63,31.27,31.63,33330
