ticker,open,high,low,close,volume
aaa,7.08,7.18,6.97,7.03,468500
aam,8.28,8.28,8.28,8.28,150
abt,35.65,35.99,33.97,33.97,960
acb,10.67,10.67,10.6,10.6,68821
acc,20.08,20.08,20.08,20.08,20
acl,9.29,9.88,9.29,9.8,250
agr,6.1,6.2,5.9,6.0,35870
alp,3.8,3.8,3.6,3.6,2370
alv,5.38,5.48,5.38,5.47,10300
amc,11.18,11.18,11.18,11.18,180
amd,15.08,15.08,14.35,14.72,263500
amv,3.7,3.7,3.7,3.7,100
anv,3.69,3.77,3.69,3.77,5520
apc,16.73,16.73,16.18,16.73,34600
apg,4.41,4.96,4.41,4.96,409000
api,14.2,14.3,13.9,14.0,306900
app,7.88,7.88,7.88,7.88,700
aps,5.0,5.0,4.9,4.9,113600
asa,7.83,7.93,7.64,7.63,70200
asm,7.36,7.54,7.36,7.36,700170
asp,5.81,5.89,5.81,5.89,5130
ata,4.1,4.1,4.1,4.1,1030
avf,2.9,2.9,2.8,2.8,271250
b82,5.78,6.65,5.78,6.64,600
bam,6.2,6.5,6.0,6.1,1042610
bbs,11.25,11.25,11.25,11.25,268
bcc,12.24,12.24,11.86,12.01,98040
bce,5.79,5.79,5.79,5.79,20070
bci,17.18,17.18,16.01,16.8,5850
bgm,4.7,4.7,4.4,4.4,131830
bhs,8.47,8.47,8.4,8.4,1360
bic,11.63,11.72,11.46,11.63,44630
bid,10.71,10.79,10.62,10.79,102730
bii,11.55,11.64,11.46,11.45,152300
bkc,10.0,10.0,9.9,9.9,3000
bmc,18.39,18.39,18.11,18.25,5960
bmi,11.48,11.68,11.35,11.55,2780
bmp,31.06,31.5,31.06,31.28,29770
bpc,7.37,7.56,7.25,7.56,980
brc,6.78,6.78,6.78,6.77,10
bsi,7.6,7.6,7.31,7.39,94400
bt6,8.5,8.5,8.5,8.5,500
bth,10.4,11.5,10.4,11.5,2300
btp,9.23,9.29,9.23,9.29,6400
bts,6.8,6.8,6.8,6.8,3300
btt,27.18,27.18,27.18,27.18,6500
btw,12.04,12.04,12.04,12.03,5000
bvh,29.37,29.74,28.53,29.37,194650
bvs,12.07,12.16,11.8,11.8,127600
bxh,8.67,8.67,8.67,8.67,2000
c21,13.13,13.27,13.13,13.2,11220
c32,16.35,16.47,16.35,16.46,6010
c47,9.42,9.42,9.42,9.42,3000
cad,2.0,2.0,2.0,2.0,13600
can,19.75,19.75,19.75,19.76,100
cap,12.62,12.62,12.58,12.57,1400
cav,17.77,17.77,17.02,17.55,33780
ccl,4.79,4.88,4.61,4.6,225960
cdc,6.54,6.75,6.54,6.54,24800
ceo,7.09,7.15,6.86,7.03,583100
chp,9.61,9.61,9.48,9.61,25400
cig,2.7,2.9,2.7,2.9,830
cii,15.61,15.61,15.45,15.52,431670
ckv,7.75,7.75,7.75,7.76,100
clc,14.45,14.98,14.45,14.98,6510
clg,6.9,6.9,6.6,6.6,32370
cll,22.28,22.28,22.01,22.01,4710
cmg,7.18,7.26,7.18,7.18,23200
cmi,14.8,14.9,14.5,14.5,24500
cms,7.93,7.93,7.8,7.79,11100
cmt,10.5,10.5,10.5,10.5,10
cmx,8.2,8.3,8.1,8.1,10730
cng,20.57,20.63,20.57,20.56,11590
cpc,16.01,16.01,16.01,16.01,100
csc,5.33,5.33,5.33,5.33,1400
csm,19.28,19.47,19.19,19.33,31930
ct6,6.17,6.17,6.17,6.17,100
cta,4.1,4.1,4.1,4.1,100
ctb,12.82,12.82,12.82,12.82,100
ctd,37.3,37.62,37.3,37.62,420
ctg,12.07,12.16,12.07,12.16,215550
cti,8.7,8.7,8.7,8.7,120
ctm,4.3,4.3,4.3,4.3,600
cts,6.01,6.01,5.86,5.94,138635
ctx,10.4,10.4,10.4,10.4,9300
cvn,3.1,3.1,2.9,3.0,38400
cvt,8.84,8.87,8.52,8.52,81200
cyc,3.8,3.8,3.8,3.8,250
d11,8.88,8.88,8.67,8.67,400
d2d,12.2,12.2,12.2,12.2,180
dac,5.6,5.6,5.6,5.6,100
dad,9.22,9.22,8.66,9.22,1300
dae,11.12,11.12,11.12,11.12,68
dag,6.61,6.87,6.61,6.88,8010
dbc,17.21,17.21,16.7,17.09,17310
dbt,11.12,11.12,11.07,11.12,117633
dc2,3.1,3.1,3.1,3.1,100
dc4,5.03,5.03,5.03,5.03,200
dcs,5.3,5.4,5.1,5.4,671100
dct,2.2,2.3,2.1,2.3,75820
ddm,1.7,1.7,1.7,1.7,109600
dgc,16.17,17.68,16.17,17.68,200
dha,9.62,9.62,9.62,9.62,16600
dhc,11.15,11.15,10.85,10.85,27630
dhg,51.54,52.67,51.54,52.67,6680
dhm,5.05,5.14,4.96,5.14,252540
dhp,5.27,5.45,5.21,5.45,7500
dht,7.96,7.96,7.96,7.96,27
dic,7.35,7.44,7.18,7.18,80560
dig,9.41,9.55,9.19,9.26,351700
dl1,4.13,4.13,4.13,4.13,10308
dlg,9.07,9.07,8.8,9.07,656060
dlr,5.8,5.8,5.8,5.8,100
dmc,27.61,28.09,27.47,27.68,10780
dnp,3.28,3.28,2.98,3.09,5870
dny,3.61,3.68,3.61,3.61,3900
dpm,18.95,19.27,18.95,19.14,452550
dpr,21.32,21.32,21.2,21.32,8810
dqc,29.85,30.36,29.35,29.34,29930
drc,29.5,30.02,28.72,29.76,94220
drh,5.07,5.16,4.91,4.91,74580
drl,22.08,22.08,22.08,22.08,1000
dsn,27.4,27.62,27.4,27.63,210
dtc,5.6,5.6,5.6,5.6,200
dtl,9.3,9.3,9.3,9.3,100
dvp,31.88,32.57,31.88,32.58,2640
dxg,6.63,6.72,6.58,6.59,430430
dxp,10.75,10.75,10.75,10.76,5100
dxv,4.33,4.33,4.33,4.33,50
dzm,4.08,4.08,4.08,4.08,100
e1vfvn30,9.1,9.1,9.1,9.1,63100
ebs,5.55,5.61,5.55,5.55,5500
eci,13.41,14.42,13.41,14.42,400
efi,6.3,6.4,6.3,6.3,19700
eib,12.1,12.6,12.0,12.5,390990
eid,8.07,8.26,8.07,8.26,1100
emc,4.97,4.97,4.97,4.97,40
eve,11.71,13.31,11.66,13.32,2030
fcm,7.3,7.3,6.87,6.87,442210
fcn,14.21,14.21,13.93,14.14,86070
fdc,17.93,18.42,17.36,18.42,53750
fdt,25.45,25.45,25.45,25.45,2000
fit,13.37,13.48,12.88,13.15,857580
