ticker,open,high,low,close,volume
aaa,12.71,12.71,12.19,12.19,64300
aam,9.93,9.96,9.77,9.87,16740
abt,14.74,14.74,14.32,14.6,85430
acb,11.01,11.01,10.94,10.94,211800
acc,16.69,16.73,16.69,16.69,6100
acl,12.74,12.84,12.6,12.6,32180
agc,25.7,27.0,24.0,25.2,129300
agf,13.31,13.31,12.99,12.99,23960
agr,11.97,12.31,11.97,12.14,31840
alp,17.5,17.58,17.0,17.08,175840
alt,15.51,15.51,13.83,13.83,1900
ame,14.03,14.03,12.82,12.96,67400
amv,19.83,19.83,19.83,19.83,2000
anv,4.75,4.82,4.67,4.67,313920
apc,12.24,12.3,11.98,11.98,135900
apg,15.48,15.48,14.96,15.04,15500
api,16.8,16.8,16.2,16.4,66100
aps,19.4,19.4,18.7,19.0,406000
asm,11.68,11.75,11.6,11.75,394950
asp,8.17,8.23,8.04,8.04,123300
avs,13.9,13.9,13.4,13.5,91000
bas,12.2,12.3,11.9,11.9,205120
bbc,23.5,23.57,22.63,22.63,74840
bbs,8.6,8.6,8.6,8.61,200
bcc,8.11,8.18,8.04,8.18,238300
bce,6.26,6.29,5.98,5.98,181470
bci,26.9,26.9,25.83,25.83,1100
bdb,5.51,5.51,5.51,5.51,100
bed,6.0,6.0,6.0,6.0,900
bhs,8.42,8.42,8.02,8.09,147570
bkc,25.42,25.42,24.56,24.73,100100
blf,7.53,7.81,7.15,7.29,128000
bmc,12.59,12.59,12.45,12.59,6560
bmi,9.11,9.11,8.75,8.74,21160
bmp,12.98,12.98,12.74,12.73,51690
bpc,8.06,8.25,7.9,8.25,7100
bt6,19.22,19.22,19.09,19.09,220
btp,5.82,5.87,5.68,5.68,157000
bts,9.79,9.79,9.24,9.43,55100
btt,13.02,13.02,12.62,13.02,47600
btw,14.24,14.24,14.24,14.24,100
bvh,36.13,36.21,35.74,36.13,185910
bvs,23.93,23.93,23.13,23.48,206200
c92,12.7,13.43,12.46,12.8,16400
can,18.62,19.29,17.49,19.22,41400
cap,1.73,1.73,1.72,1.72,4200
cci,9.71,9.71,9.48,9.52,7320
ccm,44.51,44.51,40.12,40.12,38400
cdc,18.68,18.77,18.1,18.19,97700
