ticker,open,high,low,close,volume
aam,15.45,15.56,15.34,15.45,331220
abt,18.66,18.96,18.56,18.56,145180
acb,21.83,22.19,21.16,21.52,6196500
acl,12.61,12.61,12.48,12.52,39000
agc,20.2,20.3,20.2,20.3,133700
agf,14.38,14.65,14.38,14.5,202360
alp,11.92,12.52,11.92,12.3,468980
alt,20.15,20.44,18.9,19.02,9000
anv,6.89,7.12,6.82,6.94,670580
aps,12.8,12.8,12.2,12.3,122270
asp,12.15,12.15,11.96,11.95,414080
ata,28.9,28.9,28.76,28.9,235160
b82,11.95,11.95,11.95,11.96,115500
bas,23.3,23.3,23.3,23.3,253700
bbc,30.75,31.05,30.06,30.07,427910
bbs,11.06,11.14,10.62,10.62,14600
bcc,12.24,12.57,11.91,12.11,988300
bci,34.28,34.74,33.83,34.06,306190
bed,12.27,12.27,11.55,11.56,18600
bhc,17.8,18.25,16.91,17.62,139500
bhs,9.35,9.42,9.11,9.14,336580
bhv,60.83,61.7,60.83,61.7,8000
bkc,37.47,38.86,36.4,38.86,450100
blf,9.0,9.19,8.57,9.14,487700
bmc,22.34,22.34,22.06,22.34,55930
bmi,12.65,12.65,12.35,12.57,40580
bmp,17.15,17.15,17.15,17.15,87260
bpc,9.49,9.93,9.49,9.93,86300
bst,5.43,5.46,5.06,5.33,20000
bt6,14.53,14.53,14.53,14.53,7400
bth,14.22,14.37,13.91,14.37,29400
bts,13.63,13.63,13.21,13.3,209900
bvh,26.9,26.98,26.82,26.97,324820
bvs,48.21,50.08,48.21,50.08,965600
c92,12.49,12.56,11.74,12.56,40900
cad,19.18,19.54,18.27,18.36,842400
can,13.02,13.02,12.7,13.02,236400
cap,2.26,2.26,2.13,2.14,3500
ccm,36.06,36.69,35.43,36.57,51300
cdc,28.18,28.18,25.2,27.53,322500
cic,21.66,22.52,20.57,20.58,46800
cid,27.94,27.94,26.43,26.43,35600
cii,20.63,21.34,20.2,21.06,2249950
cjc,10.58,10.64,10.04,10.65,29600
clc,8.46,8.72,8.11,8.72,318100
cmc,24.85,24.85,24.4,24.86,220300
cnt,31.82,32.07,30.84,32.07,318680
com,19.1,19.1,18.62,18.61,17440
csg,15.07,15.07,15.07,15.08,390490
csm,21.5,21.5,21.02,21.51,1029990
ctb,4.21,4.21,4.21,4.21,1000
ctc,8.47,8.47,8.47,8.47,19600
ctg,14.2,14.36,14.2,14.36,448640
ctm,40.57,40.57,40.57,40.57,400
ctn,25.39,25.39,24.71,25.39,240200
cts,16.15,16.85,16.04,16.39,744700
cyc,13.8,13.8,12.6,12.8,153340
d2d,15.62,16.19,15.62,16.08,185870
dac,70.53,70.53,67.89,67.88,4700
dad,4.82,4.82,4.56,4.58,24900
dae,6.98,6.98,6.88,6.98,88000
dbc,16.51,16.54,16.03,16.54,1073200
dc4,11.73,12.54,11.56,12.54,162300
dcc,28.4,28.4,27.52,27.61,181890
dcl,15.89,16.68,15.89,16.23,172320
dcs,15.43,16.55,15.43,15.43,129000
dct,18.39,18.79,17.75,18.07,630460
ddm,15.45,15.92,15.26,15.55,254570
dha,15.9,16.34,15.9,16.04,141580
dhc,5.84,5.84,5.71,5.84,604510
dhg,18.55,19.22,18.43,19.1,116330
dhi,18.77,18.77,16.31,18.76,123400
dht,4.47,4.47,4.47,4.47,3700
dic,11.16,11.16,11.16,11.16,69680
dig,32.58,32.58,31.83,31.83,531110
dmc,21.67,22.0,21.34,21.67,51910
dnp,2.51,2.56,2.43,2.53,224600
dpc,15.92,16.21,15.92,16.04,37800
dpm,18.6,19.02,18.52,18.72,747100
dpr,24.5,25.45,24.31,25.45,403250
dqc,10.54,10.54,10.54,10.54,122410
drc,14.43,14.43,14.18,14.26,460980
dst,6.9,6.9,6.54,6.89,52500
dtc,49.13,49.13,48.96,49.12,16200
dtt,11.63,11.86,11.32,11.48,65990
dxp,9.28,9.5,9.23,9.25,88500
dxv,10.45,10.45,9.73,10.12,679410
dzm,22.33,22.7,22.24,22.51,65500
ebs,8.64,8.72,8.29,8.43,197000
eci,5.35,5.35,5.08,5.32,57400
efi,20.47,20.47,17.97,20.48,1078200
eid,7.6,8.11,7.6,8.11,279700
fbt,25.1,25.1,23.0,23.0,311690
fmc,4.48,4.61,4.48,4.61,134830
fpc,14.9,15.2,14.8,15.0,79730
fpt,14.79,15.12,14.71,15.03,376810
ggg,20.07,20.23,19.36,19.92,442500
gha,24.98,24.98,23.81,24.08,12000
gil,7.51,7.59,7.49,7.53,259520
gmc,9.39,9.69,9.27,9.29,287330
gmd,29.88,30.8,29.57,30.65,1556400
gta,7.73,8.13,7.55,7.73,275600
hag,39.69,39.99,38.78,39.69,1114760
hai,8.87,8.87,8.87,8.88,43800
hap,9.14,9.3,9.11,9.11,174890
has,14.59,15.34,14.59,15.34,290930
hax,6.1,6.34,6.0,6.34,107960
hbc,2.77,2.77,2.72,2.73,362230
hbd,5.63,5.84,5.5,5.77,87500
hbe,11.23,11.3,9.91,10.91,41700
hcc,4.04,4.04,3.85,4.03,51100
hcm,11.9,12.02,11.67,12.02,701510
hct,16.04,16.38,15.04,15.71,68300
