ticker,open,high,low,close,volume
abt,4.28,4.3,4.26,4.28,27610
acb,9.21,9.21,9.14,9.17,351400
acl,5.82,5.88,5.73,5.82,9540
agc,16.2,16.2,14.7,15.5,3700
agf,5.49,5.53,5.45,5.45,10360
alp,6.57,6.77,6.57,6.57,9560
alt,10.83,10.83,10.29,10.29,2260
anv,4.58,4.63,4.58,4.58,34260
asp,4.58,4.64,4.58,4.63,17860
bas,8.7,8.3,8.3,8.3,30
bbc,9.38,10.0,9.38,9.79,5620
bbs,3.62,3.62,3.33,3.37,1000
bcc,6.8,6.92,6.8,6.92,40100
bhs,3.18,3.18,3.05,3.05,6750
blf,4.14,4.24,4.14,4.19,12900
bmc,18.57,18.71,18.43,18.43,11620
bmi,6.83,7.15,6.79,6.95,10170
bmp,3.49,3.53,3.49,3.52,8420
bpc,3.57,3.57,3.57,3.57,2150
bt6,15.32,15.32,15.32,15.32,620
bts,9.29,9.61,9.13,9.29,72000
bvs,12.09,12.09,11.64,11.86,68900
c92,3.54,3.54,3.4,3.41,3400
can,6.01,6.01,5.89,5.89,5700
cap,0.75,0.8,0.75,0.8,400
cdc,5.84,5.84,5.75,5.75,5600
cic,5.58,5.58,5.58,5.58,100
cii,6.83,7.12,6.83,7.1,19960
cjc,6.41,6.41,6.41,6.41,100
clc,3.57,3.65,3.57,3.65,90
cmc,6.48,6.56,6.41,6.48,50500
com,10.0,10.0,9.97,9.97,1120
ctb,2.17,2.17,2.17,2.17,200
ctn,6.03,6.03,5.83,5.83,4500
dbc,5.81,5.81,5.67,5.71,24000
dc4,2.98,3.05,2.98,3.0,7000
dcc,9.28,9.28,9.1,9.19,2390
dcl,6.78,6.78,6.69,6.69,6530
dcs,4.13,4.13,4.01,4.14,2800
dct,6.13,6.28,6.13,6.13,18300
dha,4.65,4.67,4.49,4.68,16720
dhg,12.28,12.39,12.17,12.39,10300
dhi,9.68,9.68,9.68,9.68,300
dht,2.59,2.63,2.53,2.53,1800
dic,5.43,5.43,5.2,5.19,44050
dmc,11.31,11.67,11.31,11.67,80
dnp,0.76,0.77,0.76,0.76,3400
dpc,5.01,5.22,5.01,5.22,500
dpm,12.79,13.01,12.79,12.86,237880
dpr,10.22,10.25,10.19,10.22,92500
dqc,4.07,4.1,3.88,3.88,116660
