symbol,open,high,low,close,volume
abt,71.0,71.5,70.0,71.5,341480
acb,46.5,46.5,45.8,46.0,1462900
acl,31.4,31.8,31.1,31.8,56520
anv,26.4,26.4,25.5,26.3,912980
aps,8.8,9.9,8.8,9.1,72620
asp,17.8,18.0,17.3,17.4,321090
bbs,19.6,19.6,19.0,19.6,22700
bcc,16.3,17.2,16.1,17.2,1994700
bci,64.0,64.0,63.5,64.0,1065050
bhs,31.5,32.0,30.5,30.5,186110
bmc,75.0,76.5,74.0,74.0,71120
bmi,32.7,32.7,31.5,31.6,14000
bmp,95.5,99.0,95.5,99.0,144670
bpc,19.0,19.0,18.4,18.9,48400
bvh,36.7,37.5,36.5,37.0,248530
bvs,67.0,71.0,67.0,69.0,480700
cap,17.1,17.5,17.1,17.5,4300
cdc,44.5,47.5,42.1,47.0,294200
cii,53.5,54.5,52.5,52.5,860420
clc,25.1,26.0,25.0,26.0,93170
cmc,17.0,17.0,16.0,16.7,27800
csm,91.0,91.0,89.0,91.0,366610
ctg,36.6,36.7,36.4,36.4,598780
cts,30.3,30.6,29.9,30.2,625800
d2d,52.5,55.0,52.5,53.0,169370
dad,14.0,14.0,14.0,14.0,4600
dbc,35.0,35.9,35.0,35.6,268700
dc4,28.9,30.0,28.4,29.0,102100
dcl,69.0,70.5,68.0,70.5,77670
dcs,12.3,13.1,12.0,13.1,271300
dha,36.9,36.9,36.5,36.9,297700
dhc,17.3,17.3,17.1,17.1,49060
dhg,156.0,156.0,147.0,152.0,67350
dht,30.2,31.0,30.2,30.4,5900
dic,23.9,24.2,22.6,23.0,324310
dig,105.0,105.0,105.0,105.0,55900
dmc,61.0,61.0,59.0,60.5,24050
dnp,20.5,20.5,20.0,20.1,107900
dpc,24.8,24.8,24.6,24.6,37100
dpm,48.2,49.0,48.2,48.6,709150
dpr,63.0,64.0,62.5,62.5,68670
dqc,19.6,20.3,19.6,20.3,322840
drc,116.0,122.0,116.0,122.0,612920
dst,10.7,11.1,10.7,11.0,10100
dxp,70.0,73.0,69.0,72.9,71300
dzm,41.0,41.0,39.5,40.5,29300
fmc,15.1,15.3,15.1,15.1,90430
fpt,87.0,88.0,86.5,88.0,1027940
gil,29.2,29.5,28.9,29.0,138120
gmd,88.5,92.5,88.5,92.0,1101860
gta,13.7,14.3,13.7,13.8,110540
hag,115.0,115.0,115.0,115.0,456090
hai,32.2,32.2,32.0,32.0,8800
hap,27.9,28.0,26.0,28.0,616250
has,17.3,17.8,17.3,17.3,64980
hax,26.4,26.5,26.2,26.2,41040
hbc,36.5,37.1,36.3,37.1,789760
hcc,20.0,21.0,20.0,21.0,16300
hcm,76.5,78.0,76.0,78.0,344610
hdc,64.5,65.0,64.0,64.5,119890
hjs,17.5,17.5,17.3,17.5,12500
hlg,41.5,41.5,41.5,41.5,45000
hmc,25.4,25.5,24.2,25.0,149110
hom,15.2,16.6,15.2,16.6,1377300
hpg,70.5,71.5,70.0,70.5,1261790
hsg,61.0,63.0,61.0,62.5,812430
ht1,16.0,16.3,16.0,16.3,355500
htp,15.7,15.7,15.0,15.3,18000
hut,33.5,33.7,31.5,33.7,121100
hvt,18.9,18.9,17.7,17.7,5300
imp,69.5,71.0,69.0,70.0,33490
ita,40.0,40.3,39.5,40.3,1598690
kbc,41.6,44.1,41.6,43.8,1459400
kha,27.2,27.8,27.0,27.0,276720
khp,20.1,20.7,20.0,20.7,579420
kkc,57.0,57.2,50.5,53.6,748400
kmr,14.0,14.2,13.8,14.2,197480
ksh,25.5,25.5,25.2,25.5,135330
l10,25.0,25.0,23.8,24.7,70320
laf,17.3,17.3,17.3,17.3,184080
lbm,17.0,17.3,16.8,16.8,134520
lgc,30.8,32.1,30.8,32.0,25100
lss,43.7,44.5,43.5,43.5,381200
lut,14.0,14.0,13.3,13.5,15700
mas,21.0,21.0,21.0,21.0,0
mco,16.0,16.1,15.9,16.1,138900
mec,42.0,43.0,40.2,42.9,158300
mhc,17.0,17.1,16.5,16.6,426420
nbb,62.5,64.5,62.0,62.0,162880
nbc,41.0,42.9,40.4,42.0,224700
nsc,47.5,47.5,46.7,47.5,11760
nst,23.0,23.7,22.2,23.7,42300
ntl,114.0,114.0,114.0,114.0,177680
ntp,93.5,98.0,93.2,96.8,128000
one,15.4,15.6,15.0,15.5,30300
opc,52.0,53.5,51.5,53.0,9820
pac,90.0,90.0,89.0,89.5,6850
pan,33.6,35.9,33.6,35.9,736700
pet,28.0,28.4,27.8,27.9,473750
pgc,25.1,26.0,25.0,25.0,262430
pgs,33.8,34.8,33.3,34.7,126400
phr,47.2,47.2,47.0,47.2,515860
pjt,15.1,15.5,15.0,15.2,109810
plc,40.5,40.5,39.7,40.0,108800
pnj,69.0,70.0,69.0,69.0,168520
ppc,28.5,28.9,28.5,28.8,454000
ptc,12.1,12.1,11.8,11.8,85060
pvc,36.3,36.5,35.2,35.5,154600
pvd,96.5,97.0,95.5,96.5,360850
pve,22.5,22.9,22.5,22.5,8300
pvg,29.5,29.5,28.4,28.9,283900
pvi,33.0,33.4,32.9,33.0,175800
pvs,41.0,41.3,40.4,40.6,678700
pvt,21.0,21.3,20.8,21.0,722900
pvx,29.5,31.0,29.4,30.0,695700
ral,32.0,33.4,32.0,32.9,587830
rcl,80.2,80.2,79.0,80.2,39300
ree,47.2,49.3,47.2,48.7,2289190
s55,29.1,30.5,29.0,30.5,68200
