symbol,open,high,low,close,volume
aaa,22.6,22.6,21.5,21.5,490800
abt,51.5,52.5,51.5,52.5,1480
acb,17.1,17.1,16.7,16.7,310269
acc,30.0,30.0,30.0,30.0,0
acl,10.0,10.2,10.0,10.1,21420
adc,22.0,22.0,22.0,22.0,0
agm,15.0,15.0,14.9,14.9,60
agr,9.0,9.1,8.6,8.6,2089890
alv,5.7,5.7,5.6,5.6,8210
amc,30.0,30.0,30.0,30.0,0
amv,6.1,6.1,5.8,5.8,19000
anv,10.4,11.0,10.4,10.4,44060
apc,13.6,13.6,13.6,13.6,3110
apg,6.2,6.2,5.9,5.9,232800
api,13.5,13.9,13.1,13.9,47500
aps,7.9,7.9,7.4,7.5,794200
asa,16.6,16.6,16.6,16.6,0
asm,12.5,12.8,12.0,12.3,1419780
asp,8.5,8.7,8.1,8.1,172060
bbs,14.8,14.8,14.8,14.8,0
bcc,8.2,8.3,7.8,8.0,277400
bce,11.6,11.6,11.0,11.2,78900
bci,23.4,23.5,22.9,23.0,49170
bhs,12.3,12.4,12.3,12.3,49480
bic,13.4,13.4,13.0,13.0,125090
bid,16.6,16.7,16.5,16.5,480360
bmc,38.1,38.3,36.5,36.5,83100
bmi,17.5,17.8,16.6,16.8,551290
bmp,80.0,80.0,78.5,79.5,22430
bpc,11.2,11.2,11.0,11.0,3300
bsi,8.6,8.6,8.2,8.2,255770
btp,15.7,15.7,14.9,14.9,228750
btt,34.5,34.5,34.5,34.5,0
bvh,43.1,43.7,42.3,42.3,313230
bvs,17.0,17.0,15.7,15.7,914900
c32,30.4,30.6,30.0,30.1,44730
c47,21.0,21.0,20.0,20.5,840
cap,30.0,30.0,29.0,29.5,25440
ccl,7.2,7.3,7.0,7.0,158090
cdc,9.1,9.1,8.6,8.6,49110
cig,4.9,4.9,4.7,4.8,7880
cii,28.3,28.6,27.3,27.3,2007820
clc,28.1,28.1,28.0,28.0,2720
clg,10.2,10.4,9.7,9.7,81100
cmc,6.7,6.7,6.7,6.7,2500
cmg,6.9,6.9,6.7,6.8,85330
cmi,19.0,19.0,17.8,17.8,206700
cms,12.4,12.4,11.8,11.8,33800
cmt,9.8,10.0,9.4,10.0,3500
cmx,5.8,5.8,5.8,5.8,278380
cng,44.3,44.9,42.2,42.2,55520
cpc,19.3,19.3,19.3,19.3,0
csc,19.6,19.6,19.0,19.5,7770
csm,42.0,42.4,41.0,41.0,562390
cta,4.6,4.7,4.5,4.6,3900
ctd,67.0,67.5,65.5,67.0,5010
ctg,16.5,16.6,16.2,16.2,915260
cti,12.0,12.5,11.4,12.5,2650
cts,11.9,11.9,11.3,11.3,612914
cvn,4.0,4.0,3.8,3.8,88900
cvt,17.4,17.4,16.8,16.9,7800
d2d,25.0,25.0,23.3,23.5,14070
dad,16.7,17.3,16.7,17.3,5100
dag,14.2,14.2,13.8,13.8,6400
dbc,23.0,23.3,22.5,22.5,321100
dbt,28.5,29.0,28.5,29.0,1100
dc2,4.8,4.9,4.8,4.9,1500
dc4,9.4,9.4,9.3,9.3,10600
dcl,29.0,29.3,28.0,28.7,18690
dcs,7.0,7.1,6.4,6.4,1406748
dha,10.1,10.1,9.6,9.8,56420
dhc,15.2,15.3,14.8,15.0,54150
dhg,139.0,140.0,138.0,139.0,14260
dhm,8.9,9.1,8.8,8.9,832850
dhp,9.5,9.5,9.2,9.2,99000
dht,31.5,32.8,31.5,31.5,3100
dic,10.0,10.0,9.4,9.4,155530
dig,18.2,18.3,17.6,17.6,837210
dl1,8.0,8.2,8.0,8.2,33600
dlg,11.1,11.1,10.4,10.4,3239810
dmc,43.0,43.9,43.0,43.7,20870
dnp,22.1,22.1,22.1,22.1,0
dny,7.2,7.2,7.2,7.2,4000
dpc,12.0,12.0,12.0,12.0,500
dpm,38.3,38.4,36.6,36.6,4266730
dpr,44.0,44.0,43.0,43.0,306350
dqc,39.0,39.5,38.5,38.5,9860
drc,45.1,45.1,43.9,43.9,328280
drh,4.5,4.5,4.2,4.2,228480
drl,32.5,32.5,32.0,32.5,1110
dsn,59.5,59.5,58.5,58.5,2540
dst,5.7,5.7,5.7,5.7,0
dta,4.2,4.2,3.8,3.8,11900
dtl,9.9,9.9,9.9,9.9,10000
dvp,46.2,46.2,44.5,44.5,14940
dxg,16.4,16.5,15.7,15.8,975220
dxp,47.6,47.6,47.6,47.6,1100
dzm,6.3,6.3,6.3,6.3,3000
eib,13.8,13.9,13.6,13.6,813640
elc,17.7,17.7,17.0,17.0,550
eve,27.6,27.6,25.6,25.6,10040
fcm,14.4,14.4,13.5,13.5,465570
fcn,26.2,26.3,25.7,25.7,447140
fit,18.2,18.8,17.0,17.0,3225808
flc,15.3,15.3,14.4,14.4,7909430
fmc,16.4,16.7,16.1,16.7,11870
fpt,71.5,72.0,70.0,70.5,1217060
gas,94.0,94.5,93.0,93.0,636020
gdt,25.1,25.1,24.9,24.9,5300
gil,27.7,27.7,27.7,27.7,0
gmd,33.4,33.5,32.5,32.5,199830
gsp,13.8,14.0,13.6,13.6,67340
gta,11.8,11.8,11.8,11.8,0
had,47.9,47.9,47.9,47.9,0
hag,27.9,28.0,27.3,27.4,3888710
hai,21.5,22.0,21.5,22.0,3210
hap,10.3,10.3,9.9,9.9,711680
har,10.0,10.0,9.4,9.4,1704150
has,6.6,6.7,6.3,6.6,19160
hat,45.5,49.9,45.5,49.9,300
hax,7.5,7.5,7.5,7.5,5000
hbc,21.6,21.6,20.2,20.2,270640
hcc,10.9,10.9,10.9,10.9,0
hcm,41.3,41.3,38.6,38.6,1486220
hda,11.6,12.6,11.6,12.6,300
hdc,26.1,26.7,26.0,26.7,16930
hdg,28.4,28.6,26.6,26.6,234210
hhg,4.3,4.4,4.2,4.3,18100
hhs,31.4,31.6,31.2,31.6,31100
hjs,11.9,11.9,11.7,11.7,14000
hld,20.3,20.7,19.9,19.9,116100
hlg,5.5,5.5,5.3,5.3,4990
hmc,10.1,10.4,10.1,10.3,21540
hom,7.9,7.9,7.8,7.8,41500
hpg,56.5,57.0,53.5,54.5,1157870
hqc,8.6,8.7,8.1,8.1,4652990
hsg,54.0,54.5,53.0,53.5,250750
ht1,11.2,11.2,10.5,10.6,853280
hti,9.9,10.0,9.5,9.7,48400
htp,8.4,8.5,7.3,7.3,900
hu3,10.1,10.1,9.6,9.6,2820
hut,13.9,14.0,13.2,13.2,1717850
hvg,26.7,27.6,26.6,26.8,919790
hvt,17.5,17.5,17.4,17.4,1000
idi,15.2,15.2,14.3,14.3,822880
idj,4.9,5.0,4.8,4.8,21100
idv,27.0,27.0,27.0,27.0,1800
ijc,13.6,13.7,13.2,13.2,1757160
imp,61.0,61.5,60.5,61.0,7720
inn,31.5,33.0,31.5,33.0,21700
ita,9.8,9.9,9.3,9.4,11202790
itc,10.3,10.3,9.6,9.6,705770
itd,7.2,7.3,6.9,6.9,172300
itq,6.8,7.0,6.7,6.8,833400
ivs,9.5,9.5,9.2,9.2,238800
jvc,16.3,16.3,15.5,15.5,435210
kbc,12.6,12.8,12.3,12.3,1042560
kdh,15.6,16.4,15.2,16.3,58960
khb,4.1,4.2,4.0,4.1,144800
khp,15.3,15.5,14.5,14.5,359940
kkc,14.7,14.8,14.7,14.8,50300
klf,15.1,15.3,14.4,14.4,2700000
kmr,8.1,8.2,7.8,7.8,557360
ksa,10.6,10.7,10.2,10.3,802710
ksb,28.7,28.7,28.1,28.5,17000
ksh,7.9,8.5,7.6,7.6,6380
ksk,14.4,14.5,13.1,13.1,631900
ksq,4.5,4.6,4.3,4.6,36400
ktt,4.5,4.5,4.5,4.5,0
l10,15.6,16.5,15.0,15.4,52190
l14,9.0,9.1,8.9,9.1,10100
laf,11.4,11.4,10.7,10.7,141310
las,45.8,45.8,44.0,44.0,59100
lbm,14.1,14.4,13.9,13.9,9570
lcm,8.3,8.3,7.9,7.9,794200
lgc,16.2,16.9,16.2,16.2,6910
lgl,5.2,5.8,5.2,5.2,490
lhg,11.3,12.4,11.2,12.0,17590
lig,7.2,7.2,6.9,7.0,109300
lix,31.5,31.7,31.3,31.3,2060
lo5,4.9,4.9,4.9,4.9,0
lss,11.5,11.6,11.3,11.3,138510
lut,6.1,6.2,5.9,6.2,33300
mac,7.2,7.2,7.1,7.2,14200
mas,54.9,54.9,54.9,54.9,0
mbb,15.3,15.4,14.9,14.9,2769040
mcg,8.5,8.7,8.1,8.2,615410
mco,4.5,4.5,4.2,4.2,11800
mec,8.1,8.1,8.1,8.1,0
mhc,11.6,11.6,11.3,11.3,171160
mhl,7.0,7.0,7.0,7.0,0
msn,97.0,98.0,96.0,96.5,365880
nag,6.8,6.8,6.5,6.7,24000
nbb,25.9,26.8,25.7,25.8,84710
nbc,12.5,12.8,12.4,12.5,12600
ndn,11.8,11.9,11.3,11.3,203800
ndx,8.0,8.0,7.9,7.9,3000
net,64.0,64.9,64.0,64.9,2100
nha,5.8,5.8,5.8,5.8,0
nkg,13.7,13.9,13.4,13.5,42380
nlg,20.0,20.0,18.9,18.9,143910
nnc,57.0,57.0,56.0,56.0,10820
nsc,80.0,80.5,79.0,79.0,8750
nst,10.6,10.6,10.6,10.6,600
nt2,8.3,8.3,7.8,7.8,1100
ntl,17.7,17.7,16.9,16.9,1251480
ntp,72.0,72.5,72.0,72.0,4900
nvb,6.3,6.9,6.2,6.9,8900
nvt,8.4,8.6,8.2,8.2,365190
och,26.0,26.0,25.9,26.0,25500
ogc,12.7,12.8,12.0,12.0,3208280
one,8.1,8.1,8.0,8.1,7100
opc,69.0,69.0,67.0,67.0,9660
ors,4.8,4.8,4.4,4.4,840810
pac,22.6,22.6,21.7,21.7,24730
pan,40.5,40.5,40.0,40.5,4050
pdn,38.9,39.3,38.8,39.3,720
pdr,11.5,11.5,11.4,11.5,3820
pet,20.5,20.5,20.0,20.0,582650
pgc,13.3,13.3,12.5,12.5,389740
pgd,45.8,45.8,44.5,45.3,63880
pgi,10.0,10.3,10.0,10.0,2070
pgs,34.6,34.6,32.5,32.5,442200
phc,6.2,6.2,5.7,6.0,17900
phr,29.7,29.7,29.5,29.5,7490
piv,3.9,3.9,3.9,3.9,8300
pjt,9.3,9.4,9.0,9.0,20180
plc,23.6,23.6,23.2,23.2,16597
pmc,49.0,49.0,48.5,49.0,2200
pnj,31.0,31.0,30.3,31.0,19310
pom,12.6,12.6,12.6,12.6,20890
ppc,22.9,22.9,22.5,22.5,999680
ppe,3.8,4.1,3.8,4.1,300
ppi,11.5,12.0,11.5,11.5,204410
psd,40.0,40.0,40.0,40.0,590
ptb,42.5,42.5,41.0,41.7,12860
ptc,6.1,6.2,5.9,5.9,22390
ptl,4.0,4.1,3.7,3.7,2536550
pv2,4.1,4.1,3.7,3.8,646000
