symbol,open,high,low,close,volume
abt,108.0,109.0,108.0,109.0,7070
acb,255.0,260.0,245.0,259.9,117200
bbs,28.0,29.7,28.0,29.7,1500
bcc,36.4,40.0,36.4,40.0,51500
bhs,42.0,43.7,42.0,43.7,98450
bmc,510.0,535.0,510.0,535.0,11190
bmi,155.0,165.9,155.0,165.9,9300
bmp,187.0,196.0,187.0,196.0,4860
bpc,27.6,30.3,27.6,30.3,9970
bvs,328.0,340.0,328.0,331.2,48800
cii,62.0,65.0,62.0,65.0,30200
clc,46.0,46.0,46.0,46.0,4770
cmc,49.5,49.5,49.5,49.5,1000
dha,70.0,70.0,70.0,70.0,14750
dhg,255.0,255.0,255.0,255.0,33720
dic,34.8,36.5,34.8,36.5,1800
dmc,110.0,117.0,110.0,117.0,13770
dnp,62.0,67.0,62.0,67.0,33210
dpc,32.3,34.7,32.3,34.7,12870
drc,186.0,192.0,186.0,192.0,58150
dxp,48.0,51.5,48.0,51.5,3370
fmc,71.0,74.5,71.0,74.5,5990
fpt,520.0,520.0,520.0,520.0,62980
gil,62.0,65.0,62.0,65.0,15070
gmd,155.0,162.0,155.0,162.0,69540
hai,63.0,68.5,63.0,67.1,6600
hap,69.0,70.5,69.0,70.5,167610
has,72.0,75.5,72.0,75.5,7350
hax,43.0,43.0,43.0,43.0,1560
hbc,71.5,75.0,71.5,75.0,3940
hjs,30.0,35.2,28.8,35.2,15000
hmc,37.0,38.8,37.0,38.8,3730
htp,31.0,33.5,31.0,33.5,31100
imp,107.0,112.0,107.0,112.0,4130
ita,137.0,140.0,137.0,140.0,123260
khp,35.2,38.8,35.2,38.8,80510
lbm,25.3,26.5,25.3,26.2,3850
lgc,75.0,75.0,75.0,75.0,4500
mco,64.0,64.5,61.0,64.5,2800
mec,60.0,62.0,59.6,62.0,2600
mhc,41.2,43.2,41.2,43.2,13960
nbc,70.6,70.6,67.0,70.6,5800
nsc,52.0,56.5,52.0,56.5,30500
nst,43.0,44.3,37.0,44.3,1200
ntp,200.0,206.5,200.0,206.5,60700
pac,41.5,43.5,41.5,43.5,2130
pan,115.0,118.3,115.0,118.3,8100
pgc,58.0,60.5,58.0,60.5,12950
pjt,40.0,43.7,40.0,43.7,14620
plc,78.7,79.4,73.0,78.4,5600
ppc,69.0,70.5,69.0,70.5,293620
ptc,67.8,67.8,63.0,67.8,12800
pvd,228.0,238.0,228.0,236.0,161140
ral,123.0,123.0,123.0,123.0,9770
ree,233.0,238.0,233.0,238.0,265210
s55,80.0,80.0,76.0,76.0,1100
s99,169.0,170.0,169.0,170.0,400
sam,197.0,204.0,197.0,204.0,51430
sav,65.0,67.0,65.0,67.0,4400
scd,45.5,49.8,45.5,49.8,21030
sd5,102.4,102.4,102.4,102.4,800
sd6,71.0,71.0,68.1,70.5,10000
sd7,127.5,135.0,125.0,131.1,28700
sd9,76.0,77.2,72.0,77.2,13000
sda,251.3,289.5,251.3,289.5,3900
sdt,120.0,128.7,115.0,128.7,16200
sfi,175.0,178.0,175.0,178.0,5520
sic,46.5,49.5,45.0,49.5,17600
sjd,51.0,52.5,51.0,52.5,64450
sjs,312.0,327.0,312.0,327.0,150620
smc,59.0,59.0,59.0,59.0,2480
ssc,102.0,103.0,102.0,103.0,6900
ssi,222.0,230.0,220.1,229.0,262100
stb,140.0,140.0,140.0,140.0,293170
stp,35.2,38.5,35.2,38.5,700
svc,97.0,106.7,97.0,106.7,25400
tac,52.5,55.0,52.5,55.0,2850
tcr,32.5,33.0,32.5,33.0,52110
tct,80.0,88.0,80.0,88.0,9940
tdh,201.0,204.0,201.0,204.0,64320
tna,36.9,40.4,36.9,40.4,11570
ts4,52.5,52.5,52.5,52.5,3390
tya,46.0,48.3,46.0,48.3,29440
uni,41.2,45.4,41.2,45.4,15520
vc2,140.0,152.0,140.0,145.2,10000
vid,54.0,58.0,54.0,58.0,43110
vip,86.0,88.0,86.0,88.0,101070
vis,45.6,50.0,45.6,50.0,10870
vmc,79.0,86.5,76.0,86.5,21200
vnm,175.0,179.0,175.0,179.0,85620
vnr,100.0,101.0,99.0,101.0,11400
vsh,68.0,70.0,68.0,70.0,66190
vtb,64.0,64.0,63.5,64.0,3550
