symbol,open,high,low,close,volume
^dji,10620.17,10620.17,10474.17,10501.85,226430000
^ftse,5252.5,5307.3,5237.6,5272.0,1240671000
^gspc,1165.58,1165.58,1151.01,1154.09,1354000000
^hsi,11214.85,11306.89,11185.51,11217.5,239681400
^ixic,1879.97,1886.27,1858.45,1862.03,1664240000
^jkse,469.24,474.42,468.56,474.0,60040400
^klse,754.0,755.07,750.25,754.51,58034600
^ks11,841.93,854.48,839.48,849.13,593000
^nya,6348.36,6348.36,6348.36,6348.36,1354000000
^sti,1780.17,1788.71,1771.45,1785.67,91006200
^vnindex,185.66,185.66,185.66,185.66,79020
bbc,11.09,11.09,11.09,11.09,1700
btc,14.49,14.49,14.49,14.49,6900
can,12.56,12.56,12.56,12.57,1700
dpc,9.91,9.91,9.91,9.91,6600
gil,6.57,6.57,6.57,6.58,18400
hap,7.24,7.24,7.24,7.24,2900
laf,10.84,10.84,10.84,10.84,100
ree,2.53,2.53,2.53,2.53,12000
sam,3.06,3.06,3.06,3.06,9600
sgh,4.1,4.1,4.1,4.11,500
tms,11.02,11.02,11.02,11.02,1200
