symbol,open,high,low,close,volume
^dji,8620.88,8679.51,8501.86,8645.77,242140000
^ftse,4032.4,4050.4,3931.9,4013.5,1364604000
^gspc,906.55,915.48,895.96,912.23,1241100000
^hsi,9940.6,9978.85,9890.62,9973.75,201891600
^ixic,1395.18,1430.39,1391.1,1422.44,1529800000
^ks11,716.13,723.09,712.62,718.09,677400
^n225,8897.67,8907.15,8805.04,8863.26,489670400
^nya,5131.85,5131.85,5131.85,5131.85,1241100000
^ssmi,4968.7,4986.4,4858.0,4934.8,41960400
^vnindex,184.55,184.55,184.55,184.55,136700
agf,8.5,8.5,8.5,8.5,29100
bbc,7.62,7.62,7.62,7.61,32400
bt6,3.83,3.83,3.83,3.82,12200
btc,11.31,11.31,11.31,11.3,500
can,9.18,9.18,9.18,9.18,1900
dpc,7.98,7.98,7.98,7.98,100
gil,7.29,7.29,7.29,7.29,1000
gmd,7.63,7.63,7.63,7.63,4400
hap,7.01,7.01,7.01,7.01,1900
kha,4.65,4.65,4.65,4.64,17200
laf,9.9,9.9,9.9,9.89,2000
ree,2.05,2.05,2.05,2.05,10700
sam,3.74,3.74,3.74,3.74,2800
sav,7.66,7.66,7.66,7.66,16000
sgh,2.66,2.66,2.66,2.66,200
tms,11.2,11.2,11.2,11.2,2100
ts4,3.19,3.19,3.19,3.19,600
