symbol,open,high,low,close,volume
aaa,15.7,16.5,15.7,16.5,291100
abt,40.0,40.0,40.0,40.0,15200
acb,23.0,24.0,22.6,23.7,336400
acc,18.5,18.5,18.0,18.5,16400
acl,27.0,27.0,26.5,26.8,8010
adc,6.2,6.9,6.2,6.9,1100
agr,8.8,9.2,8.8,9.2,10270
alv,5.9,6.0,5.9,6.0,14600
amv,7.2,7.2,7.1,7.1,2900
anv,7.4,7.4,7.4,7.4,168080
apc,12.9,13.1,12.8,13.1,185710
apg,5.2,5.3,4.8,5.2,102400
api,5.2,5.6,5.2,5.6,232100
aps,5.0,5.1,4.9,5.1,237500
asm,23.0,23.5,23.0,23.5,105580
asp,5.1,5.1,5.0,5.1,12080
bbs,7.1,7.3,7.1,7.3,900
bcc,4.0,4.2,4.0,4.1,72400
bce,7.4,7.7,7.4,7.7,51430
bci,17.2,17.5,17.1,17.5,8410
bhs,31.6,31.6,30.1,31.6,4700
bic,8.8,8.8,8.8,8.8,47270
bmc,27.7,28.0,27.1,27.7,88380
bmi,11.2,11.3,10.9,10.9,90410
bmp,36.4,36.4,36.3,36.3,3220
bpc,7.7,7.7,7.7,7.7,5100
bsi,8.0,8.2,8.0,8.1,86390
btp,4.2,4.2,4.0,4.1,49770
btt,20.5,20.5,20.1,20.1,430
bvh,66.5,67.5,66.0,67.5,91640
bvs,16.6,17.5,16.6,17.5,1073000
c32,3.2,3.2,3.2,3.2,0
c47,10.0,10.0,10.0,10.0,0
cap,15.7,16.3,15.7,16.3,5700
ccl,10.5,10.5,10.0,10.0,60
cdc,11.1,11.1,11.1,11.1,56210
chp,5.1,5.1,5.1,5.1,2000
cig,5.6,5.9,5.6,5.9,300
cii,23.0,23.6,22.6,23.4,139690
clc,13.0,13.0,12.5,13.0,940
clg,10.4,10.6,10.4,10.5,101760
cmc,10.1,10.1,10.0,10.1,4000
cmg,8.7,8.9,8.7,8.9,72310
cmi,6.4,6.7,6.4,6.7,120700
cms,14.1,14.1,14.0,14.0,25300
cmt,6.3,6.6,6.3,6.6,22940
cmx,8.0,8.0,8.0,8.0,800
cpc,10.5,10.7,10.5,10.7,3500
csc,16.0,16.0,16.0,16.0,1600
csm,13.5,13.6,13.5,13.6,87800
cta,5.5,5.7,5.3,5.7,33600
ctd,36.0,36.0,35.8,36.0,13490
ctg,27.7,27.7,26.8,26.9,353810
cti,20.5,20.5,19.9,20.3,49470
cts,7.5,7.7,7.4,7.7,261100
cvn,38.5,38.5,33.7,33.7,4300
cvt,10.0,10.3,9.8,10.3,27300
d2d,18.6,19.0,18.5,19.0,5820
dad,7.2,7.2,7.2,7.2,3500
dag,8.3,9.1,8.3,9.1,78940
dbc,15.4,16.3,15.4,16.3,298100
dbt,16.5,16.5,16.5,16.5,2100
dc2,9.6,9.6,9.6,9.6,0
dc4,8.3,8.3,7.9,8.3,15300
dcl,14.4,14.9,14.4,14.8,17520
dcs,7.4,7.8,7.3,7.8,741400
dha,12.8,13.0,12.8,12.9,35510
dhc,7.8,8.4,7.8,8.4,27410
dhg,59.0,60.0,59.0,60.0,112130
dht,25.0,26.3,25.0,26.3,700
dic,9.7,9.9,9.6,9.9,247650
dig,19.5,19.9,19.4,19.9,285850
dl1,14.0,14.0,14.0,14.0,0
dlg,23.2,23.2,22.5,23.0,3610
dmc,26.6,26.6,26.0,26.0,3020
dnp,7.5,7.8,7.5,7.8,5100
dny,14.4,14.4,14.1,14.1,1900
dpc,13.5,13.5,13.5,13.5,100
dpm,33.4,33.8,33.0,33.8,524300
dpr,52.5,53.5,52.5,53.5,8340
dqc,17.3,17.5,17.0,17.3,165040
drc,22.2,22.5,21.4,22.3,284530
drh,4.9,5.0,4.8,4.9,62190
dsn,23.4,23.4,23.4,23.4,1060
dst,4.2,4.2,4.2,4.2,3700
dta,6.2,6.3,6.0,6.3,15820
dtl,17.6,18.0,17.4,17.4,90320
dvp,37.8,37.8,37.0,37.8,520
dxg,18.0,18.4,17.7,18.4,80040
dxp,29.0,29.2,28.8,29.0,7100
dzm,23.9,23.9,21.6,23.0,43600
eib,16.0,16.0,15.8,16.0,505300
elc,31.9,31.9,30.5,31.9,37240
eve,32.0,32.0,30.0,30.0,5750
fmc,11.1,11.5,11.1,11.4,17800
fpt,56.0,56.0,55.0,55.5,214520
gdt,13.3,13.6,13.1,13.6,3560
gil,25.0,26.2,25.0,26.2,63150
gmd,24.5,25.0,24.0,24.2,112430
gta,8.2,8.2,8.2,8.2,5000
had,27.5,27.5,27.5,27.5,0
hag,34.5,35.0,34.5,34.9,179130
hai,23.5,23.5,22.0,23.0,7670
hap,5.7,5.8,5.7,5.8,301940
has,5.4,5.5,5.4,5.4,4490
hat,17.5,18.5,17.5,18.5,1300
hax,6.9,6.9,6.9,6.9,30
hbc,28.1,28.2,28.0,28.0,37930
hcc,20.0,20.0,20.0,20.0,100
hcm,19.0,19.2,18.7,19.2,335860
hda,11.5,11.5,11.5,11.5,0
hdc,19.9,19.9,19.1,19.2,3100
hdg,18.2,18.3,17.5,18.3,15960
hhg,3.8,4.1,3.8,4.1,14100
hjs,6.2,6.6,6.2,6.6,65700
hlg,10.5,11.0,10.5,10.8,45490
hmc,10.9,11.0,10.9,11.0,23870
hom,5.1,5.3,5.1,5.3,61600
hpg,29.9,29.9,29.5,29.8,473180
hqc,12.8,13.1,12.5,13.1,1555490
hsg,11.7,12.1,11.7,11.9,601560
ht1,5.0,5.1,5.0,5.0,58690
hti,7.0,7.0,6.7,6.9,1180
htp,4.4,4.6,4.4,4.6,17800
hu3,11.9,12.2,11.9,11.9,8340
hut,11.3,12.1,11.3,12.1,461000
hvg,18.4,18.9,18.4,18.7,253770
hvt,8.8,8.8,8.8,8.8,0
idi,9.5,9.7,9.5,9.6,7600
idj,5.6,5.8,5.6,5.8,821900
idv,19.0,19.0,18.6,18.6,1100
ijc,8.0,8.1,7.9,8.1,1225220
imp,45.5,45.5,45.5,45.5,200
inn,10.2,10.2,10.2,10.2,0
ita,10.7,10.9,10.7,10.9,2235260
itc,14.2,14.3,13.9,14.3,546600
itd,9.1,9.1,9.1,9.1,100
ivs,6.6,6.6,6.2,6.6,103500
jvc,11.7,11.9,11.6,11.9,8010
