symbol,open,high,low,close,volume
aaa,27.7,27.9,27.4,27.5,401110
abt,48.1,48.9,48.0,48.9,5720
acb,19.0,19.2,19.0,19.2,62511
acc,27.0,27.0,27.0,27.0,5000
acl,9.2,9.5,9.0,9.0,80
acm,3.8,3.9,3.8,3.9,202700
adc,16.7,16.7,16.7,16.7,0
agm,11.5,11.5,11.3,11.3,6250
agr,2.8,2.9,2.8,2.9,44290
alv,4.5,4.5,4.5,4.5,0
amc,30.0,30.0,30.0,30.0,52500
amd,12.5,12.8,12.3,12.8,1064550
amv,3.5,3.5,3.5,3.5,0
anv,7.0,7.2,7.0,7.1,4040
apc,16.6,16.7,16.5,16.6,13290
apg,9.2,9.2,8.7,8.9,87700
api,5.9,6.2,5.7,6.1,106000
aps,2.8,2.9,2.8,2.9,64910
asa,3.1,3.4,3.0,3.3,245400
asm,15.8,16.0,15.8,16.0,702420
asp,4.2,4.5,4.2,4.4,1980
ats,11.3,11.3,11.0,11.0,27700
bbs,15.1,15.7,15.1,15.7,5800
bcc,13.8,14.1,13.8,14.1,501900
bce,6.1,6.1,6.0,6.1,50270
bcg,6.0,6.0,5.9,6.0,135000
bci,23.6,24.0,23.6,23.8,4340
bfc,36.9,36.9,36.4,36.7,100110
bhs,19.0,19.7,19.0,19.6,2489780
bic,22.4,22.6,22.1,22.6,174450
bid,17.9,18.1,17.8,18.0,764500
bii,14.8,15.2,14.8,15.2,262950
bmc,15.9,16.0,15.5,15.9,18380
bmi,24.0,24.8,23.6,24.5,139490
bmp,146.0,147.0,145.0,146.0,106270
bpc,18.9,20.5,18.9,20.5,16200
bsi,8.9,9.0,8.7,8.9,6640
btp,15.3,15.5,15.2,15.2,44750
btt,34.6,34.6,34.6,34.6,0
bvh,59.5,60.5,59.5,60.5,158340
bvs,12.7,12.9,12.7,12.9,140756
c32,53.5,55.0,52.5,53.0,235240
c47,13.6,13.6,13.5,13.6,78980
cap,81.0,81.5,80.0,80.9,32920
cav,91.0,92.5,89.5,91.5,60570
ccl,3.9,4.0,3.8,3.8,64960
cdc,10.1,10.2,10.0,10.2,41000
cdn,23.0,23.0,22.2,22.9,3900
cdo,31.8,32.0,31.7,31.9,1252240
ceo,10.5,10.6,10.3,10.4,300550
chp,20.5,20.5,20.4,20.4,49011
cig,3.7,3.9,3.5,3.9,362940
cii,26.0,26.5,26.0,26.5,2037600
clc,61.0,64.5,61.0,64.0,22300
clg,4.0,4.0,3.8,4.0,1700
cll,24.0,24.4,24.0,24.4,9830
cmc,5.3,5.3,5.2,5.3,10300
cmg,14.4,14.4,14.0,14.0,50950
cmi,9.1,9.2,9.0,9.0,16500
cms,7.8,7.8,7.8,7.8,5100
cmt,13.0,13.1,13.0,13.1,110
cmx,5.1,5.1,4.9,5.0,820
cng,43.0,43.7,42.5,42.9,160680
cpc,20.8,20.8,20.8,20.8,0
csc,16.0,16.3,15.7,16.2,45900
csm,37.1,37.7,37.1,37.6,1329060
csv,24.7,25.1,24.5,24.5,373370
cta,3.2,3.2,3.2,3.2,0
ctd,198.0,200.0,197.0,200.0,62580
ctg,17.0,17.2,16.9,17.2,479790
cti,29.6,29.7,29.1,29.2,787990
cts,6.8,6.9,6.8,6.9,24751
cvn,2.1,2.1,2.1,2.1,1700
cvt,31.3,32.3,31.0,32.1,667527
d2d,34.0,34.0,32.8,32.8,2200
dad,17.4,17.4,17.4,17.4,0
dag,12.4,12.8,12.4,12.8,1395750
dbc,37.5,38.3,37.5,38.0,163359
dbt,24.9,26.5,23.1,24.6,105064
