symbol,open,high,low,close,volume
^aex,494.05,496.68,494.05,496.68,131646500
^atx,4145.04,4158.24,4094.43,4097.4,7093400
^bfx,4195.19,4216.15,4192.84,4213.3,7136600
^bsesn,13208.79,13300.69,13135.21,13156.66,17200
^dji,12104.75,12196.32,12101.06,12156.77,222400000
^fchi,5407.16,5447.02,5400.72,5437.78,129042500
^ftse,6224.5,6244.5,6219.7,6244.0,1341969500
^gspc,1379.75,1388.19,1379.19,1382.84,2636390000
^hastc,195.6,195.6,195.6,195.6,154700
^hsi,19102.88,19161.38,18855.88,18939.31,838438100
^ixic,2366.01,2391.34,2363.64,2375.88,2088770000
^jkse,1657.57,1664.42,1644.32,1654.15,207392400
^klse,993.68,1005.06,993.68,1003.28,152083400
^ks11,1389.12,1392.51,1385.41,1387.44,213000
^n225,16509.79,16512.51,16378.72,16393.41,95800
^nya,8819.62,8872.63,8818.94,8835.22,2636390000
^nz50,3789.31,3821.13,3789.31,3811.48,29386600
^smsi,1521.74,1529.35,1521.74,1528.46,326146700
^ssmi,8802.7,8836.3,8783.1,8835.6,73717600
^sti,2754.49,2764.91,2744.11,2749.22,214193000
^twii,7198.9,7219.06,7180.75,7184.65,4562600
^vnindex,519.74,520.48,519.74,520.03,2460570
agf,23.61,24.05,23.61,24.04,30900
bbc,19.65,19.71,19.65,19.71,64400
bbs,4.6,4.6,4.6,4.6,100
bmp,9.37,9.48,9.37,9.48,95870
bpc,8.53,8.77,8.53,8.78,2060
bt6,12.0,12.12,12.0,12.12,37490
btc,8.47,8.47,8.29,8.29,3670
can,17.98,18.04,17.93,17.93,10200
cii,8.69,8.71,8.66,8.66,98920
com,10.18,10.18,10.13,10.13,5100
cyc,19.2,19.2,19.0,19.0,7550
dct,17.09,17.09,17.03,17.03,51770
dha,13.26,13.84,13.26,13.84,125000
dpc,10.86,10.86,10.86,10.86,4830
dxp,1.85,1.87,1.85,1.85,10300
gil,9.09,9.35,9.09,9.36,35230
gmd,34.76,34.94,34.76,34.94,148400
hap,7.94,7.94,7.94,7.94,19110
has,16.94,17.1,16.94,17.1,25470
htv,7.82,7.82,7.82,7.82,5610
ifs,43.5,43.8,43.5,43.8,40400
kdc,8.96,9.06,8.96,9.06,2850
kha,7.26,7.26,7.26,7.26,23890
khp,3.9,3.94,3.9,3.95,11900
laf,7.12,7.12,7.12,7.13,18930
mhc,10.89,11.03,10.89,11.03,15880
nhc,5.65,5.75,5.65,5.75,10
pms,11.71,11.82,11.71,11.75,13190
pnc,13.2,13.2,13.09,13.14,6600
ppc,15.28,15.44,15.23,15.34,93700
ree,9.99,9.99,9.99,9.99,109040
sam,15.87,15.87,15.87,15.87,77360
sav,18.41,18.41,18.09,18.09,9010
sfc,4.24,4.24,4.22,4.22,5360
sgc,10.58,10.69,10.58,10.58,15460
sgh,7.27,7.46,7.27,7.46,250
sjs,12.65,12.65,12.6,12.6,17020
smc,7.55,7.55,7.53,7.55,70370
ssc,18.07,18.46,18.07,18.46,25070
stb,10.77,10.77,10.68,10.68,197790
stp,3.92,4.0,3.92,3.99,4600
tbc,10.06,10.14,10.06,10.1,9500
tku,15.98,16.03,15.78,15.93,14700
tms,19.41,19.72,19.41,19.72,50890
tna,7.62,7.62,7.43,7.43,9610
ts4,6.77,6.77,6.77,6.77,2900
ttc,8.86,8.86,8.86,8.86,4650
tya,32.03,32.62,32.03,32.62,52830
uni,4.09,4.09,4.04,4.04,16580
vfc,16.36,16.45,16.36,16.46,13810
vnm,7.1,7.1,7.1,7.1,41630
vsh,11.33,11.36,11.33,11.36,82810
vtc,22.07,22.07,22.01,22.01,5330
vtl,8.3,8.42,8.3,8.42,1800
vts,6.14,6.14,6.11,6.14,8100
