symbol,open,high,low,close,volume
^aord,3539.5,3541.0,3524.2,3530.4,593879400
^bsesn,5073.23,5093.37,5054.56,5088.56,19000
^dji,10098.49,10199.21,10068.11,10181.74,172570000
^ftse,4407.5,4419.3,4399.8,4411.6,1305105300
^gspc,1096.19,1106.29,1093.24,1104.96,1192200000
^hsi,12666.76,12819.64,12666.76,12793.03,459619200
^ixic,1836.72,1861.79,1830.3,1860.72,1320640000
^jkse,737.57,737.57,728.35,731.72,141828500
^klse,805.25,807.56,802.4,807.56,48959000
^ks11,791.0,804.83,790.17,803.97,262600
^n225,10959.52,11143.75,10934.45,11130.02,84800
^nya,6382.51,6436.18,6371.22,6431.79,1192200000
^ssmi,5395.9,5404.1,5351.8,5374.8,31909200
^sti,1902.75,1919.02,1899.78,1917.09,202842400
^vnindex,232.02,232.02,231.74,231.74,371420
agf,10.56,10.56,10.41,10.41,400
bbc,7.19,7.19,7.14,7.14,7400
bpc,5.65,5.65,5.59,5.59,130
bt6,5.97,5.97,5.97,5.97,230
btc,9.27,9.27,9.27,9.27,200
can,7.06,7.06,7.06,7.06,400
dha,4.55,4.55,4.5,4.5,1720
dpc,5.0,5.0,5.0,5.0,240
gil,4.78,4.78,4.78,4.78,7110
gmd,10.54,10.54,10.54,10.54,200
hap,6.63,6.63,6.63,6.63,2050
has,6.35,6.35,6.04,6.04,2410
kha,4.51,4.51,4.49,4.49,5480
laf,8.45,8.66,8.45,8.66,990
pms,4.81,4.81,4.81,4.81,280
ree,2.32,2.33,2.32,2.33,41060
sam,4.54,4.54,4.54,4.54,23360
sav,12.62,12.62,12.62,12.62,4730
sgh,2.59,2.59,2.57,2.57,10
tms,9.93,9.93,9.81,9.81,1510
vtc,13.03,13.57,13.03,13.57,10
