symbol,open,high,low,close,volume
abt,51.0,51.0,49.0,50.5,29540
acb,37.5,37.5,36.5,37.3,1249800
acc,28.5,28.5,28.5,28.5,1000
acl,26.1,27.3,26.1,27.3,12350
agr,24.0,25.3,23.8,25.1,362380
anv,15.9,16.5,15.5,16.5,724950
api,8.2,8.2,7.4,7.5,3500
aps,10.1,10.1,9.7,9.8,45310
asp,13.6,13.7,13.4,13.6,82750
bbs,24.7,24.7,24.7,24.7,0
bcc,12.9,13.1,12.6,13.0,293000
bci,52.0,54.5,52.0,54.5,199010
bhs,26.1,27.3,25.5,27.3,75430
bmc,56.5,56.5,55.0,56.5,72680
bmi,19.9,21.7,19.9,21.5,2510
bmp,112.0,112.0,108.0,110.0,73780
bpc,19.7,20.0,19.7,20.0,4800
btp,13.0,13.3,13.0,13.3,4860
bts,11.6,12.0,11.6,11.9,39300
bvh,29.9,31.1,29.1,31.1,282910
bvs,35.8,35.8,33.9,35.8,547200
bxh,18.7,18.7,17.8,17.8,5500
can,15.1,15.4,15.1,15.4,6300
cap,15.9,15.9,15.9,15.9,300
ccm,30.0,32.5,30.0,32.0,102900
cdc,41.1,43.8,40.8,43.8,123500
cii,54.0,55.5,53.0,55.5,458120
clc,24.0,24.0,23.5,23.5,40850
cmc,15.8,17.4,15.6,16.9,7100
csc,34.5,35.0,34.5,35.0,8600
csm,81.0,81.5,79.0,81.5,267090
ctg,29.9,29.9,29.0,29.0,664560
cts,18.7,19.2,17.6,19.0,706700
cvt,15.0,15.3,14.4,15.3,14100
d2d,46.5,49.3,46.5,49.3,44320
dad,11.9,12.9,11.9,12.0,5000
dbc,31.0,34.0,31.0,34.0,129200
dbt,29.7,29.8,29.0,29.1,39700
dc4,25.0,26.2,23.8,26.0,31100
dcl,51.0,53.0,51.0,53.0,12240
dcs,20.2,21.3,20.0,20.0,21700
dha,38.8,39.0,38.8,39.0,13280
dhc,16.8,17.3,16.8,17.3,5420
dhg,106.0,107.0,103.0,107.0,11870
dht,29.8,29.8,29.8,29.8,0
dic,17.0,18.1,17.0,18.1,94530
dig,71.5,71.5,68.5,71.0,468900
dmc,54.5,54.5,54.5,54.5,5240
dnc,19.6,19.6,18.3,19.6,1000
dnp,19.3,21.2,19.3,21.2,37900
dpc,19.6,20.6,18.5,20.5,13600
dpm,35.4,36.0,34.6,35.6,477320
dpr,53.5,56.0,52.5,56.0,61030
dqc,28.7,30.8,28.7,30.2,113410
drc,96.0,98.5,94.0,98.5,153890
dst,8.5,8.5,8.2,8.2,4300
dvp,41.0,41.1,40.0,41.1,10760
dxg,52.5,52.5,52.5,52.5,3600
dxp,59.0,59.5,58.0,59.5,42600
dzm,26.6,28.7,26.0,28.5,24300
eib,23.8,24.2,23.7,24.1,4181060
fmc,15.0,15.7,14.9,15.7,26830
fpt,78.0,79.0,76.5,79.0,298960
gdt,23.0,24.9,22.8,24.9,11090
gil,34.6,35.0,34.0,34.0,57210
glt,42.6,43.0,42.6,42.7,2900
gmd,72.0,73.0,69.5,73.0,671440
gta,12.2,12.3,11.8,12.3,30810
had,35.8,36.0,32.0,35.0,13400
hag,70.5,74.0,69.0,73.0,1146710
hai,37.6,37.6,37.6,37.6,100
hap,17.6,18.3,17.3,18.3,204380
has,12.5,13.4,12.5,13.4,36170
hax,16.8,16.9,16.8,16.8,15770
hbc,30.8,31.5,29.8,31.5,64270
hcc,27.7,27.7,27.7,27.7,100
hcm,73.5,74.0,71.5,74.0,553510
hdc,52.5,54.5,52.5,54.5,28000
hhc,23.5,23.5,21.9,22.5,15200
hjs,14.3,15.0,14.3,15.0,24900
hlc,19.9,20.0,17.6,17.6,1500
hlg,25.2,25.2,24.0,24.9,2970
hly,36.0,37.0,36.0,37.0,600
hmc,16.1,16.5,16.0,16.5,47820
hom,13.0,13.4,12.8,13.0,137800
hpg,55.5,57.0,54.5,57.0,545390
hrc,34.9,35.9,33.5,35.9,21990
hsg,41.5,42.5,40.0,42.5,340800
ht1,14.6,15.3,14.6,15.2,70970
htp,13.1,13.3,13.0,13.3,2900
hut,24.8,24.9,22.6,24.8,108700
hvg,48.0,50.0,48.0,49.6,96460
hvt,14.4,14.5,14.3,14.5,800
icf,13.5,14.0,13.4,13.9,35240
imp,80.0,80.0,80.0,80.0,3010
ita,30.1,32.0,29.7,32.0,1358130
itc,65.0,67.5,64.0,67.5,304490
itd,12.1,13.4,12.1,12.1,14845
kbc,57.0,59.5,57.0,59.5,1140440
kha,22.6,23.4,22.6,23.3,36130
khp,14.8,15.0,14.5,14.8,59650
kkc,24.2,25.7,23.6,25.7,178800
kmr,11.6,12.2,11.6,12.2,56400
ksh,37.4,37.4,37.4,37.4,11870
l10,17.8,18.5,17.8,18.5,11220
l18,27.5,29.4,27.3,29.4,23200
l44,15.7,15.7,14.8,15.7,21300
laf,16.5,16.9,16.2,16.8,52550
lbm,14.7,15.4,14.1,15.4,255550
lcg,69.0,70.5,67.0,70.5,763840
lgc,32.3,32.3,31.9,32.0,14220
