symbol,open,high,low,close,volume
abt,110.0,110.0,108.0,109.0,86250
acb,116.0,116.4,115.1,116.0,149800
bbs,20.5,21.0,20.5,20.5,5600
bcc,36.1,37.5,36.0,37.5,142300
bhs,40.6,41.2,40.6,41.0,36420
bmc,327.0,327.0,327.0,327.0,9790
bmi,80.0,82.0,80.0,82.0,2300
bmp,178.0,178.0,178.0,178.0,25190
bpc,35.0,35.7,34.5,35.7,7600
bvs,411.0,420.0,411.0,420.0,28600
cii,69.0,69.5,68.0,68.0,35790
clc,42.5,43.0,42.5,42.5,4200
cmc,41.5,42.0,41.0,41.0,3500
dha,75.5,76.0,75.5,76.0,10290
dhg,390.0,399.0,380.0,399.0,49530
dic,36.8,36.8,35.2,36.4,4720
dmc,124.0,124.0,122.0,124.0,44200
dnp,65.0,66.0,65.0,66.0,11270
dpc,28.5,29.0,28.5,29.0,6890
drc,125.0,127.0,125.0,127.0,15110
dxp,40.0,41.0,39.0,41.0,16600
fmc,51.5,53.0,51.5,52.5,8540
fpt,223.0,228.0,223.0,228.0,249130
gil,46.8,47.0,46.8,47.0,15880
gmd,123.0,124.0,121.0,124.0,80110
gta,43.0,44.0,43.0,44.0,41050
hai,61.0,61.0,59.0,60.5,2900
hap,81.0,82.0,81.0,82.0,47400
has,87.0,89.0,87.0,87.5,14780
hax,60.0,61.0,60.0,61.0,8190
hbc,119.0,119.0,119.0,119.0,53400
hjs,22.0,22.0,22.0,22.0,2400
hmc,42.0,42.0,41.9,42.0,6080
htp,25.5,25.5,25.5,25.5,400
imp,138.0,144.0,136.0,144.0,46030
ita,126.0,130.0,124.0,130.0,74940
kha,27.0,28.0,26.5,28.0,65670
khp,34.0,35.0,34.0,35.0,9280
laf,19.6,19.8,19.5,19.8,33280
lbm,45.9,45.9,45.9,45.9,24100
lgc,92.0,99.0,92.0,99.0,12820
mco,68.0,68.0,68.0,68.0,100
mec,30.6,30.6,30.6,30.6,500
mhc,31.0,31.5,31.0,31.5,18480
nbc,55.0,58.0,53.5,56.0,11400
nsc,51.0,52.0,51.0,52.0,9400
nst,25.2,25.2,25.2,25.2,1000
ntp,95.0,96.5,94.0,96.0,86200
pac,41.0,41.5,41.0,41.5,20200
pan,63.0,64.0,63.0,64.0,26900
pgc,49.0,49.4,48.6,49.1,33370
pjt,46.5,46.9,46.5,46.5,5850
plc,55.7,55.7,55.7,55.7,200
ppc,51.0,51.0,50.0,51.0,140890
ptc,44.0,47.0,44.0,45.5,3700
pvd,154.0,159.0,154.0,159.0,74920
ral,103.0,105.0,103.0,105.0,3950
rcl,200.0,208.0,195.0,208.0,4900
ree,130.0,130.0,129.0,130.0,126200
s55,70.0,70.0,70.0,70.0,0
s99,399.0,399.0,390.0,390.0,1300
sam,131.0,131.0,130.0,131.0,77250
sav,60.0,61.5,59.0,61.5,72690
scd,39.8,40.5,39.8,40.5,34820
sd5,85.0,85.0,85.0,85.0,0
sd6,40.0,40.5,40.0,40.5,1200
sd7,127.5,130.0,127.5,130.0,6100
sd9,44.7,44.9,44.0,44.8,5600
sda,84.9,90.0,84.9,89.5,6200
sdt,130.0,136.5,129.0,136.0,27400
sfc,100.0,100.0,99.0,99.5,30990
sfi,182.0,184.0,182.0,184.0,11570
sic,35.6,35.6,35.6,35.6,500
sjd,40.0,41.0,40.0,41.0,29830
sjs,236.0,244.0,236.0,244.0,76660
smc,50.0,51.5,50.0,51.5,12480
ssc,60.0,60.0,60.0,60.0,68250
ssi,154.8,155.4,153.7,155.1,150700
stb,55.5,56.0,55.5,56.0,359170
stp,37.5,37.5,36.9,37.4,1700
svc,82.0,84.4,81.5,83.5,10200
tac,115.0,122.0,114.0,122.0,58740
tcr,28.4,29.0,28.4,29.0,36630
tct,217.0,225.0,216.0,225.0,15270
tdh,170.0,171.0,169.0,171.0,38940
tna,50.5,52.0,50.5,51.5,3530
trc,101.0,105.0,100.0,104.0,117200
ts4,43.0,43.0,42.9,42.9,600
tya,36.0,36.0,35.5,36.0,8980
uni,72.0,72.5,71.5,72.0,17950
vc2,88.0,88.0,77.3,80.1,2800
vid,59.5,59.5,58.5,59.5,28630
vip,68.5,71.0,68.5,71.0,7900
vis,32.1,33.0,32.0,32.0,20000
vmc,59.1,59.1,59.0,59.0,1000
vnm,170.0,172.0,165.0,165.0,122520
vnr,80.0,80.0,79.7,79.7,1400
vsh,46.1,47.0,43.8,43.8,76660
vtb,58.0,58.0,57.0,58.0,5430
