symbol,open,high,low,close,volume
^aex,396.89,398.4,393.91,395.58,211335600
^aord,4241.9,4269.9,4241.6,4263.3,522197400
^atx,3090.38,3090.5,3060.54,3071.84,3094400
^bfx,3182.83,3188.56,3178.64,3185.37,6731400
^bsesn,7373.94,7392.67,7334.48,7342.89,9800
^dji,10629.52,10691.3,10581.12,10689.15,312420000
^fchi,4421.21,4435.29,4402.16,4418.39,103324000
^ftse,5201.5,5249.5,5193.5,5215.2,1911491200
^gspc,1229.35,1236.56,1222.91,1235.2,2063340000
^hsi,14584.06,14673.83,14567.02,14602.7,428144000
^ixic,2158.97,2191.09,2158.09,2188.57,1957070000
^jkse,1131.62,1140.66,1131.21,1140.66,150546400
^klse,915.2,926.31,915.2,924.01,111158400
^ks11,1077.29,1086.95,1068.65,1074.4,967800
^n225,11780.73,11816.99,11761.21,11789.35,84800
^nya,7414.57,7495.11,7378.53,7453.41,2063340000
^nz50,3307.84,3323.98,3307.84,3319.74,36367200
^smsi,1083.05,1084.55,1079.76,1082.03,258224000
^ssmi,6485.9,6530.8,6479.7,6510.7,46880000
^sti,2307.12,2343.69,2295.05,2309.26,482121000
^twii,6438.22,6480.97,6415.78,6423.81,5118600
^vnindex,248.15,248.15,248.0,248.0,2560330
agf,9.24,9.24,9.21,9.21,4390
bbc,7.52,7.52,7.52,7.52,6850
bpc,5.21,5.27,5.21,5.27,1120
btc,5.1,5.1,5.1,5.1,8000
can,7.32,7.47,7.32,7.47,2720
dha,5.48,5.48,5.48,5.48,4450
gil,5.18,5.18,5.18,5.18,1600
gmd,10.9,10.9,10.9,10.9,4800
hap,4.6,4.6,4.58,4.58,39090
has,6.05,6.05,6.03,6.02,4050
kha,4.97,4.97,4.95,4.95,4980
laf,14.06,14.06,14.02,14.01,11160
mhc,7.03,7.03,6.96,6.97,28110
pms,4.81,4.81,4.81,4.81,200
pnc,8.47,8.47,8.37,8.37,11460
ree,2.73,2.73,2.72,2.72,3750
sam,4.56,4.56,4.56,4.56,800
sav,12.83,12.83,12.83,12.83,2000
sfc,2.49,2.49,2.49,2.49,1670
sgh,2.55,2.62,2.55,2.62,4120
ssc,9.28,9.28,9.28,9.27,21800
tms,9.47,9.47,9.47,9.47,12140
tna,5.25,5.25,5.25,5.25,40
vtc,13.24,13.24,13.24,13.24,1400
