symbol,open,high,low,close,volume
^aex,368.56,368.56,364.68,364.68,141239400
^aord,4089.0,4098.8,4070.4,4070.4,924134000
^atx,2784.69,2810.13,2784.59,2791.39,4131800
^bfx,3050.58,3052.44,3042.89,3051.67,13651000
^bsesn,6666.17,6721.61,6647.7,6715.11,8600
^dji,10541.89,10542.33,10467.48,10467.48,240780000
^fchi,4134.96,4139.07,4120.69,4120.73,105524200
^ftse,4986.3,4999.7,4964.0,4964.0,1439093600
^gspc,1198.78,1198.78,1191.5,1191.5,1840680000
^hsi,13815.73,13932.92,13779.8,13867.07,348640200
^ixic,2073.92,2076.01,2065.02,2068.22,1578740000
^jkse,1060.43,1088.21,1060.43,1088.17,76915800
^klse,869.99,870.52,860.73,860.73,89556600
^ks11,968.78,972.17,960.39,970.21,252400
^n225,11273.81,11297.33,11221.46,11276.59,80600
^nya,7184.9,7185.08,7134.33,7134.33,1840680000
^nz50,3042.77,3042.77,3023.28,3034.35,40813500
^smsi,1022.28,1022.28,1020.21,1020.21,161532800
^ssmi,6156.2,6159.6,6127.2,6127.2,78003800
^sti,2169.44,2182.12,2161.77,2161.77,243764000
^twii,5998.9,6026.53,5981.24,6011.56,3229600
^vnindex,243.74,244.24,243.74,244.24,669620
bbc,7.43,7.43,7.43,7.43,17000
bpc,5.01,5.04,5.01,5.04,290
bt6,6.03,6.03,6.03,6.03,350
btc,5.39,5.39,5.16,5.16,5320
can,7.27,7.37,7.27,7.37,60
dha,5.22,5.22,5.22,5.22,2580
dpc,4.64,4.85,4.64,4.85,530
gil,5.12,5.27,5.12,5.27,30
gmd,11.11,11.11,11.11,11.12,2440
hap,4.34,4.34,4.32,4.32,9700
kha,4.87,4.89,4.87,4.89,2100
laf,13.6,13.6,13.56,13.56,13590
mhc,6.1,6.1,6.1,6.1,55960
pms,4.81,4.81,4.78,4.78,800
ree,2.65,2.65,2.65,2.65,7220
sam,4.6,4.64,4.6,4.64,14350
sav,12.53,12.53,12.49,12.49,4810
sfc,2.04,2.05,2.04,2.05,10300
sgh,2.48,2.53,2.48,2.53,60
ssc,8.94,8.94,8.94,8.94,2800
tms,10.46,10.46,10.4,10.4,460
ts4,3.14,3.23,3.14,3.23,10
vtc,13.77,13.77,13.77,13.77,220
