symbol,open,high,low,close,volume
aaa,15.9,16.7,15.9,16.3,1060520
abt,49.4,49.5,48.0,49.5,1290
acb,19.3,19.3,19.0,19.1,51939
acc,27.0,27.0,26.7,26.7,210
acl,9.3,9.3,9.3,9.3,0
acm,4.8,4.9,4.7,4.8,1662000
adc,25.2,25.2,25.2,25.2,0
agm,11.0,11.4,10.9,11.0,33920
agr,3.4,3.4,3.4,3.4,803550
alv,4.6,4.6,4.6,4.6,300
amc,26.0,26.0,26.0,26.0,0
amd,10.5,10.6,10.4,10.6,559260
amv,4.0,4.0,4.0,4.0,0
anv,8.0,8.1,7.8,8.0,15510
apc,17.8,17.8,17.3,17.3,55750
apg,5.3,5.4,5.2,5.4,74000
api,9.4,9.7,9.4,9.4,64800
aps,3.0,3.1,2.9,3.0,326900
asa,3.0,3.1,3.0,3.0,116400
asm,18.5,19.1,18.5,18.9,1059060
asp,4.0,4.1,4.0,4.1,44920
bbs,17.3,18.0,17.2,17.5,2500
bcc,15.9,16.6,15.9,16.1,487300
bce,6.8,7.1,6.8,6.9,121090
bcg,12.6,12.9,12.4,12.4,2198280
bci,23.8,24.6,23.8,24.3,127980
bfc,29.9,30.0,29.6,30.0,24260
bhs,18.5,18.6,18.3,18.4,3646270
bic,20.2,20.8,20.2,20.3,96150
bid,17.8,17.9,17.7,17.7,970590
bii,12.2,12.4,12.1,12.3,343870
bmc,17.2,17.2,16.6,17.0,33180
bmi,26.0,26.0,25.4,25.4,85260
bmp,136.0,137.0,136.0,137.0,58520
bpc,13.4,13.4,13.4,13.4,4400
bsi,9.7,10.0,9.7,10.0,227750
btp,14.1,14.5,14.1,14.4,133310
btt,37.0,39.3,37.0,39.3,2010
bvh,54.5,55.5,54.0,54.0,555230
bvs,13.2,13.4,13.1,13.1,213320
c32,47.9,48.4,47.1,47.1,87980
c47,12.2,12.2,11.7,12.0,50880
cap,56.5,60.2,56.0,57.1,33874
cav,68.5,71.5,68.5,71.0,137840
ccl,3.9,3.9,3.7,3.7,269380
cdc,9.2,9.7,9.2,9.4,36390
cdo,29.0,29.1,28.8,29.0,1546660
ceo,12.5,12.8,12.5,12.8,835000
chp,20.2,20.2,20.2,20.2,2010
cig,1.9,1.9,1.8,1.9,540
cii,23.9,24.1,23.8,24.0,2172840
clc,52.5,53.0,52.0,53.0,3210
clg,4.4,4.5,4.4,4.5,2520
cll,26.0,26.0,25.8,25.8,1350
cmc,4.5,4.5,4.5,4.5,0
cmg,16.3,16.5,16.3,16.3,33040
cmi,9.1,9.2,8.9,9.0,27600
cms,8.2,8.2,8.2,8.2,13250
cmt,13.3,13.8,12.2,13.5,18730
cmx,4.9,5.1,4.9,5.1,82090
cng,33.4,33.4,33.0,33.0,25800
cpc,20.6,20.6,20.5,20.5,1100
csc,14.5,14.5,14.5,14.5,0
csm,30.0,30.3,29.8,29.8,390800
csv,21.4,22.0,21.0,21.7,417810
cta,4.5,4.6,4.4,4.6,28380
ctd,170.0,177.0,170.0,175.0,116920
ctg,17.4,17.6,17.3,17.4,948590
cti,21.6,21.8,20.6,20.6,1225640
cts,7.3,7.4,7.2,7.2,109860
cvn,2.2,2.2,2.1,2.1,13100
cvt,22.8,23.1,22.8,22.8,153800
d2d,32.1,32.1,32.1,32.1,100
dad,18.7,18.8,18.0,18.8,1400
dag,11.5,11.6,11.3,11.3,244000
dbc,28.4,29.8,28.4,29.5,384150
dbt,16.5,16.9,16.5,16.9,4600
dc2,4.1,4.1,4.1,4.1,0
dc4,6.0,6.2,6.0,6.2,700
dcl,35.5,35.5,33.4,33.5,39090
dcm,12.7,12.7,12.6,12.6,281940
dcs,3.3,3.5,3.3,3.5,775300
dgc,46.0,47.5,46.0,47.5,102274
dgw,29.0,29.8,29.0,29.5,22830
dha,24.2,24.6,24.0,24.3,46400
dhc,31.8,32.8,31.2,31.8,69260
dhg,83.5,85.0,83.0,85.0,76710
dhm,10.4,11.0,10.1,10.1,2081350
dhp,13.1,13.1,12.6,12.7,83100
dht,45.5,45.5,45.5,45.5,20
dic,6.2,6.6,6.2,6.6,414900
dig,7.9,8.0,7.8,7.8,433670
dl1,10.6,10.6,10.6,10.6,42200
dlg,7.4,7.4,7.2,7.2,1541560
dmc,65.0,69.0,64.5,68.0,100080
dnp,28.2,28.2,27.5,27.5,22598
dny,5.5,5.5,5.5,5.5,1300
dp3,17.5,17.5,17.5,17.5,2100
dpc,28.0,33.3,28.0,33.3,300
