symbol,open,high,low,close,volume
aaa,13.02,13.14,12.72,12.83,125600
aam,11.66,11.76,11.51,11.66,16300
abt,17.21,17.42,17.21,17.42,16000
acb,17.93,18.07,17.51,17.72,352300
acc,11.8,12.55,11.8,12.55,3000
acl,11.5,11.5,11.0,11.01,11180
adc,2.91,2.91,2.75,2.75,4200
agf,9.88,9.88,9.76,9.76,8100
agr,11.47,11.47,11.14,11.22,64460
alt,13.06,13.13,12.5,12.85,28700
alv,10.92,10.92,9.73,9.74,3600
ame,9.3,9.3,9.0,9.0,13800
amv,14.49,14.49,13.29,13.89,9200
anv,4.24,4.27,4.09,4.13,90850
apc,8.42,8.48,8.29,8.42,31760
apg,12.3,12.3,11.5,11.8,32200
api,12.4,12.4,11.6,11.6,177800
app,6.1,6.29,6.1,6.29,5500
aps,12.3,12.7,12.2,12.3,120500
arm,5.9,5.9,5.9,5.9,2100
asm,11.74,11.84,11.64,11.64,101280
asp,6.62,7.01,6.62,6.62,94690
b82,6.88,6.88,6.88,6.87,100
bbc,16.64,16.64,16.32,16.32,144640
bbs,9.09,9.6,8.53,9.09,14300
bcc,6.84,6.92,6.68,6.69,72800
bce,6.11,6.11,5.92,5.92,11900
bci,17.52,18.16,17.52,17.81,171420
bdb,4.98,4.98,4.53,4.52,700
bhs,8.49,8.52,8.49,8.51,3000
bkc,15.33,15.42,14.71,14.71,97100
blf,4.95,4.95,4.85,4.86,1000
bmc,8.77,8.77,8.47,8.47,20760
bmi,7.97,7.97,7.87,7.92,5850
bmp,15.37,15.37,15.21,15.3,5130
bpc,6.47,6.47,6.25,6.25,3100
bst,3.97,3.97,3.97,3.97,100
btp,5.7,5.76,5.64,5.64,75660
bts,9.8,10.26,9.25,9.34,263800
btt,12.33,12.47,12.02,12.42,64980
bvh,55.19,56.46,55.19,56.04,70990
bvs,29.4,29.4,28.2,28.9,2304600
bxh,8.16,8.16,8.16,8.16,500
c92,11.67,11.72,10.65,10.99,33100
can,16.84,17.26,16.14,16.14,2200
cci,8.69,8.77,8.56,8.69,7520
ccm,19.29,19.29,18.72,18.71,10500
cdc,15.21,15.62,14.92,15.21,34640
chp,4.86,4.86,4.86,4.85,2700
cii,15.78,15.86,15.64,15.69,210560
cjc,11.19,11.39,11.19,11.39,1200
ckv,7.12,7.49,7.12,7.31,1300
clc,9.5,9.5,9.5,9.5,610
clg,27.39,27.39,25.67,26.25,21370
cmc,16.78,16.93,15.56,15.55,8800
cmg,16.58,17.42,16.49,16.49,476180
cmi,16.02,16.02,14.87,14.87,39400
cms,7.64,7.71,7.64,7.72,2200
cmt,18.31,18.31,17.87,17.87,10830
cmx,13.3,13.91,13.3,13.91,610
cpc,8.17,8.26,8.17,8.26,1800
csc,8.68,8.68,8.68,8.68,6300
csm,8.64,8.64,8.36,8.56,17490
ct6,5.53,5.53,5.53,5.53,2100
cta,13.04,13.04,12.57,12.67,47200
ctb,5.6,5.66,5.6,5.65,1000
ctc,7.8,7.8,7.29,7.29,24200
ctd,40.57,40.57,39.99,39.99,32050
ctg,11.45,11.5,11.25,11.26,389720
cti,31.47,31.47,29.64,30.45,102040
cts,7.94,7.94,7.41,7.54,143800
cvn,18.04,18.04,18.04,18.04,100
cvt,5.02,5.02,4.64,4.64,28300
cx8,12.62,12.62,12.62,12.62,100
d2d,20.17,20.17,20.17,20.18,2600
dad,3.74,3.74,3.74,3.74,2100
dae,4.54,4.54,4.28,4.28,5900
dag,7.52,7.52,7.52,7.52,56780
dbc,12.96,12.96,12.47,12.47,87000
dbt,6.35,6.35,6.32,6.32,2500
dc2,12.28,12.28,11.37,11.37,4400
dc4,6.49,6.49,6.21,6.44,23600
dcl,8.43,8.48,8.21,8.2,12690
dcs,14.93,15.03,14.16,14.35,188400
dha,12.1,12.1,11.67,11.67,54800
dhc,7.63,7.82,7.63,7.76,14520
dhg,19.52,19.52,19.04,19.2,22160
dht,10.5,10.5,9.23,10.38,9300
dic,12.36,12.36,11.8,11.8,198820
did,11.71,11.86,11.33,11.33,45500
dig,17.63,17.63,17.06,17.28,176190
dl1,8.41,8.41,7.9,7.9,9200
dlg,20.34,21.53,20.05,21.53,108010
dlr,20.54,21.6,20.46,21.43,171400
dmc,10.69,10.86,10.45,10.45,23780
dnc,5.36,5.36,5.36,5.36,200
dnp,2.09,2.09,1.99,2.01,13100
dny,9.56,9.82,9.39,9.43,14200
dpc,11.51,11.98,11.51,11.98,200
dpm,18.46,18.51,18.36,18.37,453650
dpr,36.04,36.6,36.04,36.6,41350
dqc,11.9,11.9,11.24,11.24,114150
drc,7.49,7.51,7.47,7.5,30270
drh,11.8,12.0,11.4,11.4,127970
dsn,7.32,7.35,7.29,7.35,6950
dst,3.9,3.9,3.9,3.9,100
dta,12.73,12.82,12.28,12.47,54950
dtl,17.86,18.02,17.14,17.14,161130
dtt,7.81,7.81,7.64,7.81,13830
dvp,11.45,11.74,10.92,11.74,12030
dxg,8.78,8.78,8.46,8.65,61980
dxp,6.05,6.05,5.98,6.05,11900
dxv,11.36,11.36,10.84,11.36,141840
dzm,11.96,11.96,11.26,11.26,105400
ebs,4.9,4.9,4.7,4.71,70300
eci,6.03,6.03,5.8,5.79,8200
eib,10.4,10.4,10.0,10.14,922320
eid,4.82,5.0,4.82,4.82,32900
elc,20.78,21.67,20.49,21.67,129100
eve,11.17,11.76,11.17,11.76,20600
fdc,13.88,14.34,13.83,14.19,114580
fmc,2.56,2.64,2.54,2.55,82490
fpt,20.63,20.63,20.15,20.47,326940
gdt,6.89,6.89,6.82,6.89,21050
gil,10.57,10.66,10.48,10.66,27430
glt,9.87,9.87,9.22,9.26,34400
gmc,7.16,7.16,6.65,6.98,16470
gmd,18.65,18.92,18.05,18.05,441680
gta,5.33,5.33,5.06,5.05,26630
had,24.44,24.44,24.38,24.38,30100
hag,34.97,35.66,34.97,35.66,397850
hai,7.57,7.91,7.57,7.91,7850
hap,5.55,5.58,5.39,5.44,111210
has,9.54,9.54,9.07,9.26,22580
hat,15.71,15.71,15.71,15.71,300
hax,6.11,6.16,6.11,6.16,9620
hbc,5.09,5.17,5.09,5.15,113320
hbe,6.62,6.62,6.62,6.62,100
hbs,14.82,15.27,14.45,14.55,200800
hcc,8.72,8.85,8.67,8.67,1800
