symbol,open,high,low,close,volume
^dji,10431.96,10601.51,10425.8,10574.29,246850000
^ftse,5214.0,5251.0,5188.5,5245.5,1321399000
^gspc,1146.14,1165.29,1145.11,1162.77,1541300000
^hsi,10954.75,11040.75,10933.43,11003.0,270688800
^ixic,1859.28,1891.83,1841.31,1890.4,1907080000
^jkse,459.55,476.96,459.55,476.96,58943600
^klse,737.04,738.52,732.66,737.05,53137800
^ks11,840.45,850.61,837.05,843.06,905000
^nya,6377.12,6377.12,6377.12,6377.12,1541300000
^sti,1806.01,1813.13,1790.81,1799.59,131959400
^vnindex,185.74,185.74,185.74,185.74,150710
bbc,10.81,10.81,10.81,10.81,49700
btc,13.91,13.91,13.91,13.91,10700
can,13.32,13.32,13.32,13.32,200
dpc,10.06,10.06,10.06,10.06,100
gil,6.38,6.38,6.38,6.38,1000
laf,10.84,10.84,10.84,10.84,200
ree,2.53,2.53,2.53,2.53,30500
sam,3.15,3.15,3.15,3.15,16100
sgh,4.04,4.04,4.04,4.03,2200
tms,10.46,10.46,10.46,10.46,23000
