symbol,open,high,low,close,volume
aaa,9.5,9.65,9.34,9.55,120900
aam,12.52,12.52,12.02,12.02,1010
abt,36.75,36.75,36.38,36.38,20
acb,13.7,13.7,13.52,13.61,64344
acc,22.76,23.11,22.76,23.04,6140
acl,8.58,8.58,8.58,8.58,500
agf,14.5,14.73,14.5,14.73,5520
agm,10.39,10.39,10.39,10.39,10
agr,6.85,6.95,6.66,6.95,2693510
alv,5.18,5.18,4.82,5.18,4000
ame,4.4,4.4,4.4,4.4,700
anv,3.88,3.88,3.75,3.79,7980
apc,12.95,12.95,12.69,12.69,230
apg,4.7,5.1,4.6,4.8,157200
api,13.5,13.5,13.0,13.0,11500
app,8.58,8.58,8.58,8.58,500
aps,6.1,6.2,5.8,5.9,1757900
arm,12.57,13.77,12.57,13.02,5200
asm,6.9,7.26,6.83,6.98,858260
asp,5.84,6.02,5.76,5.85,212770
b82,8.03,8.03,7.44,7.44,600
bbc,49.96,50.9,48.07,49.96,4210
bcc,5.48,5.83,5.48,5.74,64650
bce,7.5,7.5,7.35,7.5,3550
bci,14.77,14.84,14.77,14.84,3610
bdb,5.74,5.74,5.74,5.74,1000
bgm,4.3,4.6,4.2,4.3,444230
bhs,8.08,8.08,8.08,8.08,1200
bic,8.8,8.8,8.64,8.64,19080
bid,11.46,11.54,11.3,11.38,162110
bkc,9.0,9.0,9.0,9.0,122
bmc,22.92,23.46,22.31,23.15,44440
bmi,9.73,9.73,9.44,9.66,69720
bmp,34.45,34.94,34.45,34.95,61350
bpc,7.54,7.54,7.54,7.54,2200
brc,8.21,8.21,7.9,7.89,7810
bsi,6.33,6.42,6.14,6.14,306950
btp,9.98,10.21,9.9,9.98,24070
bts,5.3,5.3,5.0,5.0,400
btt,32.72,32.72,32.72,32.72,20
bvh,36.72,38.04,36.44,37.47,157250
bvs,13.9,13.9,12.9,13.2,2243900
c32,19.26,19.89,19.26,19.68,9540
c47,11.01,11.01,11.01,11.01,300
can,28.07,29.94,28.07,29.94,900
cap,14.01,14.23,14.01,14.19,35600
ccl,4.95,5.14,4.76,4.86,386260
ccm,11.17,11.17,11.17,11.17,1090
cdc,5.01,5.42,5.01,5.34,75480
chp,8.17,8.32,8.09,8.32,23600
cig,3.2,3.5,3.2,3.4,2240
cii,14.87,15.2,14.54,14.79,1275050
cjc,17.04,18.67,17.04,18.67,500
ckv,8.03,8.03,8.03,8.03,200
clc,22.21,24.12,22.06,22.45,730
clg,7.7,7.7,7.4,7.6,37540
clw,13.23,13.92,13.23,13.91,3130
cmg,5.17,5.26,5.17,5.26,8810
cmi,15.39,15.67,15.11,15.39,78100
cms,7.61,7.68,7.54,7.69,44200
cmv,9.29,9.29,9.29,9.29,2450
cmx,4.9,5.0,4.9,5.0,16040
cng,28.64,28.64,27.89,28.12,10600
cpc,14.55,15.55,14.55,15.55,200
csm,18.44,18.53,18.39,18.53,291040
ct6,5.88,5.88,5.88,5.88,100
cta,3.4,3.9,3.4,3.9,3100
ctb,15.08,15.23,15.08,15.24,3500
ctg,13.35,13.53,13.26,13.44,307390
cti,8.57,8.57,7.57,7.57,140
cts,6.88,6.96,6.5,6.5,785500
cvn,2.9,3.0,2.9,3.0,80300
cvt,4.66,4.66,4.66,4.66,3100
cx8,5.02,5.02,4.18,4.18,200
d2d,18.47,18.47,18.47,18.47,10
dad,11.43,11.43,11.36,11.36,300
dag,7.03,7.61,7.03,7.62,1310
dbc,13.91,14.19,13.77,13.91,51200
dbt,9.28,9.28,8.72,8.72,200
dc2,3.7,4.1,3.7,4.1,6500
dc4,5.85,5.85,5.85,5.85,11500
dcl,7.0,7.26,7.0,7.21,7470
dcs,5.6,5.8,5.5,5.5,1253825
dha,7.31,7.31,7.31,7.31,110
dhc,9.86,9.86,9.3,9.37,22270
dhg,58.56,58.56,57.97,58.26,12860
dhm,6.26,6.54,6.17,6.54,2006480
dhp,5.66,5.73,5.66,5.66,12000
dht,11.65,12.95,11.65,12.55,4520
dic,6.59,7.01,6.59,7.01,426870
did,5.1,5.1,5.1,5.1,400
dig,10.63,11.32,10.56,11.25,690880
dl1,7.45,7.45,7.45,7.45,1000
dlg,7.28,7.55,7.1,7.19,1883130
dmc,27.27,27.69,27.27,27.69,2320
dnm,22.31,24.62,22.31,23.08,6400
dpm,22.56,23.27,22.56,22.77,1693700
dpr,28.68,28.97,28.68,28.68,5130
dqc,21.99,21.99,21.68,21.99,7930
drc,24.89,25.23,24.65,24.89,51120
drh,3.3,3.4,3.1,3.2,68130
dsn,29.18,29.44,28.39,28.4,2070
dtl,9.8,9.8,9.6,9.8,20250
dvp,30.8,31.04,30.56,31.04,1020
dxg,8.23,8.57,8.18,8.4,343950
dxp,10.48,10.48,10.48,10.48,600
dxv,4.3,4.5,4.3,4.4,27260
ebs,5.84,5.84,5.76,5.84,140700
eci,16.94,16.94,16.94,16.94,100
eib,13.01,13.01,12.91,12.91,920490
eid,8.8,9.03,8.8,9.03,800
emc,4.23,4.23,3.97,3.97,20
eve,14.25,14.48,14.25,14.48,2550
fcm,10.46,10.46,10.46,10.47,476660
fcn,19.48,19.92,19.31,19.92,297940
fdc,13.17,13.38,13.1,13.31,12770
fit,7.16,7.31,7.11,7.16,3738326
flc,8.27,8.49,8.05,8.12,13833140
fmc,4.55,4.73,4.49,4.64,8380
fpt,26.22,26.33,25.93,26.04,563170
gas,82.84,88.64,82.84,86.16,497320
gil,13.54,14.23,13.54,14.23,330
glt,10.79,10.94,10.79,10.94,600
gmd,18.89,19.7,18.89,19.29,304450
gsp,8.22,8.44,8.14,8.36,36120
hag,21.82,22.09,21.55,21.82,2787650
hai,8.99,8.99,8.99,8.99,10000
hap,5.41,5.53,5.29,5.35,709320
har,8.6,8.89,8.4,8.6,2476710
has,5.8,6.1,5.8,6.1,3380
hat,42.85,42.85,42.85,42.85,100
hax,4.44,4.44,4.44,4.44,5460
hbc,6.01,6.27,6.01,6.01,364750
hbs,5.8,5.8,5.4,5.4,370
hcc,4.79,4.79,4.64,4.64,1000
hcm,28.98,28.98,28.22,28.72,1937500
hct,9.67,10.75,9.67,9.67,900
hda,7.86,7.86,7.13,7.14,3140
hdc,12.16,12.16,12.16,12.15,10
hdg,18.66,19.08,18.66,18.94,79610
hdo,3.8,4.1,3.8,4.1,67100
hhc,16.72,17.56,16.72,17.56,600
hhg,3.45,3.71,3.19,3.45,8500
hhs,15.31,15.31,15.31,15.31,122770
hjs,6.77,6.84,6.7,6.7,4300
hld,13.27,13.67,13.11,13.42,84000
hlg,5.3,5.3,4.7,4.7,7670
hmc,7.83,7.83,7.43,7.43,1280
hmh,12.48,12.48,12.35,12.48,11619
hnm,7.58,7.68,7.38,7.48,13700
hom,6.23,6.23,6.23,6.23,10500
hpg,17.14,17.48,17.11,17.48,241090
hqc,6.09,6.35,6.0,6.18,5680760
hrc,24.57,24.57,24.57,24.57,2120
hsg,10.96,11.28,10.96,11.02,52560
ht1,10.08,10.08,9.75,10.08,2239880
hti,7.3,7.3,6.99,7.07,3500
htl,10.77,10.77,10.77,10.77,1420
htv,13.12,13.12,13.12,13.12,10
hut,7.64,7.99,7.57,7.71,2905245
hvg,14.32,14.32,13.83,13.88,1989950
hvt,9.15,9.42,9.15,9.25,700
hvx,5.0,5.0,5.0,5.0,1740
icf,4.8,4.9,4.8,4.9,13630
icg,6.85,7.03,6.76,6.95,105742
idi,7.47,7.84,7.4,7.65,669390
idj,4.3,4.5,4.3,4.3,12100
idv,12.6,12.6,12.6,12.6,300
ijc,10.04,10.54,9.88,10.13,3089960
imp,27.34,27.34,26.84,27.09,1330
inc,5.24,5.6,5.24,5.6,1900
ita,8.1,8.4,7.9,8.1,7792410
itc,7.5,7.8,7.3,7.5,142530
itd,4.31,4.31,4.12,4.19,38220
itq,7.27,7.7,6.93,7.18,351900
ivs,6.27,6.51,6.27,6.35,724900
jvc,11.9,12.4,11.9,12.06,94620
kbc,10.4,11.0,10.2,10.9,2275380
kdc,24.31,24.52,23.89,24.1,41160
kdh,10.75,10.88,10.42,10.81,32420
kha,16.22,16.38,16.22,16.38,490
khb,3.63,3.63,3.63,3.64,8700
khl,3.4,3.5,3.4,3.4,38300
khp,10.0,10.14,10.0,10.07,25840
kkc,11.62,11.69,11.62,11.62,26508
klf,9.07,9.31,8.83,9.07,3604400
kmr,4.88,5.03,4.8,4.88,947830
kmt,5.25,5.25,5.25,5.24,500
ksa,7.46,7.82,7.37,7.45,1030440
ksb,7.9,7.9,7.71,7.9,18770
ksd,3.9,4.1,3.9,4.1,120500
ksh,5.8,5.8,5.5,5.6,12250
ksk,10.6,11.3,10.6,11.3,195260
ksq,3.8,3.8,3.8,3.8,18300
kts,11.82,11.82,11.82,11.82,1100
l10,9.7,9.78,9.55,9.55,2290
l18,7.99,7.99,7.42,7.42,200
l35,4.08,4.08,3.84,3.84,1100
l43,6.5,6.5,6.5,6.5,100
l61,7.4,7.4,7.09,7.09,3600
l62,4.09,4.09,4.09,4.08,300
laf,11.4,11.4,11.0,11.1,401880
las,19.2,19.43,18.96,19.01,92120
lbm,10.18,10.35,10.18,10.35,50
lcg,6.56,6.66,6.38,6.37,1706300
lcm,6.1,6.4,6.1,6.1,424920
lcs,5.1,5.2,5.1,5.1,6400
ldp,18.48,19.3,18.48,19.3,500
lgc,7.14,7.18,7.14,7.17,2260
lgl,3.92,3.92,3.75,3.75,21110
lhc,25.85,25.85,25.85,25.85,2000
lhg,6.36,6.36,6.36,6.37,120
lig,3.84,3.84,3.84,3.84,7600
lix,14.92,14.92,14.87,14.87,6930
lm8,14.88,14.88,14.88,14.88,100
lo5,3.4,3.4,3.3,3.3,200
lss,9.1,9.71,9.1,9.36,72370
ltc,8.5,8.5,8.5,8.5,1200
lut,4.6,4.7,4.6,4.6,15700
mac,4.9,5.06,4.82,5.06,16110
mas,29.66,29.66,29.66,29.66,168
mbb,10.68,10.84,10.52,10.68,1624440
mcf,11.76,11.76,11.76,11.76,100
mcg,6.7,6.9,6.6,6.6,887020
mco,4.1,4.1,3.8,3.8,2300
mcp,11.37,11.37,11.37,11.37,320
mdg,4.05,4.31,4.05,4.13,10740
mhc,7.63,7.63,7.23,7.56,99710
mkv,9.5,9.5,9.5,9.5,100
mnc,7.8,7.88,7.8,7.8,800
msn,61.7,62.34,61.7,61.7,15720
nag,4.93,5.1,4.75,5.1,5100
nav,5.16,5.16,5.16,5.16,50
nbb,14.28,14.28,13.97,14.09,60770
nbc,6.06,6.12,6.06,6.12,900
ndn,4.87,5.25,4.87,5.06,60200
ndx,4.87,4.93,4.87,4.93,67000
net,18.31,18.31,17.47,17.47,4700
nha,3.47,3.47,3.47,3.47,100
