symbol,open,high,low,close,volume
aaa,14.4,14.4,13.8,13.8,694700
abt,39.0,40.9,39.0,40.9,310
acb,16.6,16.6,16.3,16.4,493100
acc,27.2,27.5,27.1,27.2,45620
acl,11.8,11.8,11.6,11.6,15560
adc,15.8,15.8,15.0,15.8,400
agm,18.6,18.6,17.7,17.7,210
agr,5.8,5.8,5.5,5.5,69460
alv,3.8,3.9,3.7,3.9,1900
amc,12.8,12.8,12.8,12.8,200
amv,3.6,3.6,3.6,3.6,0
anv,7.6,7.6,7.3,7.4,8570
apc,10.2,10.2,9.9,9.9,5140
apg,2.4,2.4,2.4,2.4,2400
api,2.9,2.9,2.7,2.8,83700
aps,3.9,3.9,3.5,3.5,1151900
asa,16.4,16.4,15.0,15.0,95600
asm,7.8,7.8,7.4,7.4,654350
asp,5.0,5.0,4.7,4.7,90610
bbs,7.8,7.8,7.8,7.8,100
bcc,5.5,5.6,5.0,5.3,317600
bce,9.0,9.3,9.0,9.3,6930
bci,14.8,15.0,14.3,14.3,30060
bhs,17.1,17.1,16.3,16.9,165670
bic,8.6,8.9,8.6,8.7,458780
bmc,54.0,57.0,53.5,55.0,381050
bmi,10.0,10.2,9.9,10.0,151300
bmp,52.5,54.0,51.5,51.5,24910
bpc,9.5,9.5,9.5,9.5,100
bsi,4.1,4.2,3.9,3.9,40820
btp,9.5,9.6,9.1,9.1,379640
btt,23.2,23.5,22.5,22.5,8940
bvh,56.5,56.5,53.0,53.0,375750
bvs,12.6,12.6,11.9,11.9,1092000
c32,12.7,12.9,12.7,12.9,14270
c47,16.3,16.3,16.0,16.0,39820
cap,40.0,40.0,39.5,39.9,4100
ccl,4.1,4.1,4.0,4.0,100280
cdc,5.5,5.5,5.2,5.2,10030
chp,6.7,6.7,6.7,6.7,200
cig,2.8,2.9,2.7,2.9,2720
cii,24.3,24.3,23.4,23.6,137940
clc,15.1,15.1,15.1,15.1,320
clg,8.0,8.4,7.8,8.3,81180
cmc,4.1,4.1,4.1,4.1,0
cmg,5.0,5.3,5.0,5.0,15080
cmi,6.6,6.6,6.1,6.1,352500
cms,10.1,10.1,10.0,10.1,33400
cmt,5.2,5.2,5.2,5.2,0
cmx,4.2,4.2,4.2,4.2,0
cng,27.9,27.9,27.1,27.8,44410
cpc,13.4,13.4,13.4,13.4,0
csc,8.9,8.9,8.3,8.4,6500
csm,28.7,28.7,26.9,27.3,1079960
cta,4.3,4.3,4.0,4.0,3100
ctd,32.5,32.8,32.5,32.5,6100
ctg,20.0,20.0,19.2,19.2,1034400
cti,6.3,6.6,6.1,6.6,31990
cts,7.6,7.6,7.3,7.4,147500
cvn,4.7,4.7,4.3,4.3,96400
cvt,8.6,8.6,8.5,8.5,7000
d2d,16.8,17.2,16.8,17.1,2730
dad,10.4,10.4,10.4,10.4,0
dag,16.5,16.5,16.0,16.0,7000
dbc,21.8,21.9,21.3,21.3,39000
dbt,27.9,27.9,27.9,27.9,200
dc2,7.2,7.2,7.2,7.2,0
dc4,6.5,7.1,6.5,7.1,4900
dcl,11.9,11.9,11.9,11.9,730
dcs,4.1,4.1,3.7,3.7,1043900
dha,10.0,10.0,9.7,10.0,27420
dhc,6.3,6.4,6.3,6.4,2100
dhg,74.0,74.0,74.0,74.0,1260
dhm,13.7,13.8,12.9,13.0,604300
dht,21.0,21.0,21.0,21.0,500
dic,7.0,7.0,6.6,6.7,216090
dig,13.2,13.4,12.6,12.7,255030
dl1,8.0,8.0,7.9,7.9,6000
dlg,5.4,5.4,5.2,5.2,1314700
dmc,27.5,27.9,27.5,27.9,1030
dnp,15.4,15.4,15.4,15.4,0
dny,8.7,8.9,8.6,8.9,11200
dpc,11.8,12.0,11.8,11.8,1500
dpm,42.3,42.4,41.7,41.7,807570
dpr,53.0,55.0,51.0,55.0,140080
dqc,21.3,21.3,20.2,20.2,162950
drc,37.8,37.8,35.3,35.3,1289240
drh,2.0,2.1,1.9,1.9,103630
drl,23.9,23.9,22.4,22.4,650
dsn,45.3,45.5,45.0,45.5,23480
dst,3.7,3.7,3.7,3.7,0
dta,3.7,3.7,3.5,3.5,520
dtl,13.0,13.0,12.3,12.3,27000
dvp,52.0,52.5,52.0,52.0,960
dxg,12.8,12.8,11.9,12.2,249380
dxp,38.7,38.7,38.0,38.1,21200
dzm,5.1,5.3,5.0,5.3,400
eib,15.5,15.6,15.2,15.4,645640
elc,27.8,27.8,25.0,25.0,14070
eve,21.9,21.9,21.9,21.9,10
fcn,16.7,17.0,16.1,16.1,105790
flc,8.1,8.2,7.4,7.4,2594400
fmc,10.5,10.5,10.5,10.5,100
fpt,36.9,36.9,36.0,36.2,225550
gas,46.4,46.6,45.7,45.7,264030
gdt,16.7,18.0,16.7,17.0,8760
gil,34.5,34.5,30.5,30.5,5500
gmd,31.9,31.9,30.0,30.0,1404090
gsp,7.2,7.2,7.0,7.0,46420
gta,7.7,8.0,7.7,7.8,2010
had,35.8,35.8,35.8,35.8,0
hag,28.0,28.0,26.2,26.2,762340
hai,20.7,20.7,20.7,20.7,1070
hap,5.8,5.8,5.4,5.4,342050
har,20.1,22.2,20.0,22.2,103110
has,5.2,5.2,5.2,5.2,0
hat,25.5,25.5,25.5,25.5,100
hax,4.1,4.4,4.1,4.4,1450
hbc,16.9,16.9,16.1,16.2,564830
hcc,12.0,12.0,12.0,12.0,5200
hcm,20.5,20.5,20.1,20.1,232430
hda,8.0,8.0,8.0,8.0,0
hdc,15.8,15.8,15.8,15.8,10
hdg,13.2,13.2,12.2,12.2,82440
hhg,2.2,2.2,2.2,2.2,1000
hhs,32.0,32.0,31.0,31.0,12480
hjs,7.4,7.4,7.1,7.1,69400
hmc,8.6,8.7,8.3,8.7,2820
hom,6.6,6.6,6.3,6.3,122100
hpg,24.0,24.0,22.4,22.4,1297130
hqc,5.9,5.9,5.5,5.5,1744230
hsg,32.5,32.6,30.6,30.6,649360
ht1,4.9,4.9,4.8,4.8,9140
hti,7.7,7.7,7.6,7.6,3030
htp,5.4,5.4,5.4,5.4,1000
hu3,8.3,8.7,8.3,8.7,7970
hut,9.3,9.3,8.5,8.6,941100
hvg,27.8,27.8,26.8,27.7,25540
hvt,11.3,11.3,11.3,11.3,0
idi,7.0,7.1,6.8,6.9,313520
idj,3.7,3.7,3.5,3.6,401100
idv,19.5,19.5,19.5,19.5,0
ijc,10.1,10.1,9.5,9.5,867080
imp,34.5,34.5,34.5,34.5,10
inn,17.5,17.5,17.5,17.5,100
ita,7.7,7.7,7.4,7.4,4918870
itc,9.1,9.1,8.7,8.7,1811930
itd,4.6,4.6,4.3,4.3,57790
itq,13.2,13.2,12.8,12.8,48200
ivs,6.5,6.5,6.0,6.0,146600
jvc,19.5,19.5,18.5,18.5,177400
kbc,9.0,9.1,8.7,8.7,1309510
kdh,8.1,8.1,7.6,7.7,309010
khb,4.0,4.0,3.6,3.6,106200
khp,10.3,10.3,9.8,10.0,154300
kkc,11.0,11.1,10.4,11.1,39400
kmr,3.1,3.3,3.0,3.0,307540
ksa,9.9,9.9,9.3,9.3,428790
ksb,19.8,19.8,19.5,19.5,5230
ksh,6.6,6.7,6.6,6.7,4940
ktt,2.3,2.3,2.3,2.3,11900
l14,5.5,5.5,5.5,5.5,5000
las,32.0,32.5,31.6,31.6,18200
lbm,10.0,10.0,10.0,10.0,700
lcm,14.6,14.6,13.9,14.1,429940
lgc,18.9,18.9,18.9,18.9,0
lgl,3.5,3.6,3.4,3.4,98800
lhg,12.4,12.5,12.4,12.5,260
lig,7.0,7.0,6.8,6.9,49200
lix,43.0,45.6,43.0,45.0,97360
lss,13.5,13.5,12.7,12.8,263580
lut,8.1,8.1,8.1,8.1,0
mac,3.8,3.8,3.8,3.8,7000
mas,19.5,19.5,19.5,19.5,100
mbb,13.4,13.4,13.0,13.1,653150
mcg,4.4,4.5,4.2,4.2,679560
mco,3.2,3.2,3.2,3.2,2000
mec,5.2,5.2,5.1,5.2,4000
mhc,2.4,2.4,2.4,2.4,790
mhl,10.3,10.3,10.3,10.3,0
msn,115.0,116.0,113.0,115.0,38900
nag,2.8,2.9,2.7,2.8,59100
nbb,27.8,29.3,26.5,28.0,126750
nbc,13.0,13.1,12.7,12.7,13600
ndn,5.5,5.5,5.3,5.3,110100
net,39.5,39.5,39.5,39.5,2800
nha,4.5,4.5,4.5,4.5,0
nkg,12.9,12.9,12.0,12.0,30
nnc,40.0,40.0,38.9,38.9,3210
nsc,53.5,53.5,53.0,53.0,2050
nst,8.8,8.8,8.8,8.8,200
nt2,4.7,4.7,4.7,4.7,0
ntl,15.7,16.0,15.1,15.1,295740
ntp,41.2,42.5,38.9,41.8,5400
nvb,7.1,7.1,7.1,7.1,100
nvt,4.4,4.5,4.2,4.2,323560
och,15.9,15.9,15.6,15.6,2100
ogc,13.5,13.5,12.9,13.5,1403790
one,6.5,6.5,6.4,6.4,8400
opc,52.0,52.0,47.0,50.0,1400
ors,3.0,3.1,2.9,2.9,433500
pac,15.0,15.0,14.1,14.1,28930
pan,25.7,25.7,25.0,25.0,31000
pdn,25.2,25.2,24.3,24.3,1540
pdr,19.8,19.8,19.8,19.8,100
pet,14.1,14.6,13.9,14.0,315440
pgc,9.8,9.8,9.2,9.2,330410
pgd,33.0,33.0,30.7,30.7,17060
pgi,9.2,9.8,9.2,9.8,4000
pgs,18.7,18.7,17.9,17.9,455500
phc,3.5,3.5,3.5,3.5,100
phr,29.5,29.8,29.0,29.1,92130
piv,2.7,2.7,2.7,2.7,0
pjt,8.3,8.4,8.3,8.4,650
plc,16.0,16.0,15.7,15.7,63500
pmc,23.6,25.0,23.6,25.0,2500
pnj,30.8,30.8,29.2,29.2,32080
pom,12.8,12.8,12.5,12.5,11940
ppc,17.0,17.0,16.0,16.0,1210300
ppe,2.3,2.3,2.3,2.3,0
ppi,4.8,5.0,4.8,5.0,55810
ptb,16.5,16.5,15.9,15.9,31810
ptc,5.7,5.7,5.3,5.3,134240
ptl,3.7,3.7,3.5,3.5,378320
pv2,4.2,4.2,3.9,3.9,356400
pvc,13.2,13.2,12.5,12.6,438000
pvd,38.5,38.8,36.6,36.6,122310
pve,7.0,7.0,6.7,6.8,82800
pvg,8.7,8.7,8.2,8.3,201600
pvi,16.1,16.4,16.0,16.0,6100
pvl,4.6,4.6,4.2,4.2,1153200
pvs,15.4,15.5,15.2,15.3,896700
pvt,5.0,5.0,4.7,4.7,1072260
pvv,3.3,3.3,3.0,3.0,177800
pvx,5.5,5.9,5.4,5.4,12545200
pxa,2.6,2.6,2.5,2.5,100600
pxi,4.3,4.3,4.0,4.0,188830
pxs,9.8,9.8,9.3,9.3,677490
pxt,4.6,4.6,4.4,4.6,8580
qcg,7.5,7.5,7.0,7.1,80440
qhd,7.5,7.5,7.5,7.5,2000
ral,29.1,29.5,28.7,28.7,9030
rcl,17.2,17.2,15.1,16.2,6200
rdp,15.2,15.2,15.2,15.2,180
ree,18.8,18.9,17.8,17.8,1886040
s55,19.5,19.5,19.5,19.5,1000
s99,4.8,4.8,4.2,4.3,16200
sam,7.7,7.7,7.2,7.2,2049460
sav,7.3,7.3,7.0,7.1,9670
sba,7.3,7.3,7.2,7.3,77080
sbt,15.8,16.0,15.6,15.6,317110
scd,12.4,12.4,11.8,11.8,26580
scr,8.2,8.9,8.1,8.1,6672500
sd2,6.0,6.1,5.8,5.8,40000
sd5,13.5,13.6,13.4,13.5,49700
sd6,8.5,8.5,8.0,8.1,127500
sd7,6.0,6.0,5.6,5.8,30800
sd9,8.2,8.4,8.1,8.1,69300
sda,5.3,5.3,4.9,5.1,36100
sdd,3.5,3.5,3.3,3.3,136300
sdp,3.9,4.2,3.8,4.2,42400
sdt,13.5,13.7,13.0,13.2,131300
sfi,18.4,18.4,18.4,18.4,100
sgt,2.7,2.7,2.7,2.7,470
sha,10.2,10.2,10.2,10.2,0
shb,7.3,7.4,6.7,6.8,20517200
shi,4.5,4.5,4.2,4.3,20120
shn,1.5,1.6,1.5,1.5,326400
shp,7.5,7.5,7.5,7.5,5000
shs,7.0,7.0,6.3,6.3,2247100
sic,6.2,6.3,5.7,6.3,15900
sjc,7.0,7.0,6.9,6.9,2100
sjd,15.8,15.9,15.5,15.8,5060
sjs,21.3,21.3,20.1,20.2,713960
sls,26.0,26.0,26.0,26.0,500
sma,4.0,4.1,3.9,4.0,45930
smc,14.5,15.0,14.5,15.0,1770
spi,13.9,13.9,12.8,13.6,60900
spm,30.5,30.5,30.5,30.5,0
sra,4.4,4.4,4.4,4.4,0
src,16.2,16.2,15.0,15.0,318590
srf,28.0,28.0,28.0,28.0,850
ssc,41.9,41.9,41.9,41.9,10
ssi,18.1,18.1,17.2,17.3,1866190
stb,21.3,22.0,20.5,20.5,403530
stg,19.8,19.8,19.8,19.8,200
stp,8.9,8.9,8.7,8.8,26500
svc,11.9,11.9,11.6,11.7,15370
svi,29.3,29.9,29.3,29.9,1750
svn,40.8,40.8,40.8,40.8,0
szl,12.9,12.9,12.9,12.9,0
tac,39.0,39.0,38.2,38.2,1310
tc6,11.3,11.3,11.2,11.2,4200
tcl,17.5,17.5,17.1,17.2,5020
tcm,7.7,7.8,7.2,7.3,136910
tcr,4.0,4.3,4.0,4.3,15170
tct,89.5,89.5,87.6,87.6,4700
tdc,9.3,9.3,8.7,8.7,383870
tdh,13.0,13.0,12.2,12.2,434130
tdn,11.9,11.9,11.7,11.7,22600
thg,8.0,8.0,8.0,8.0,56590
tht,10.1,10.3,9.9,10.0,15000
tig,4.9,4.9,4.9,4.9,0
tjc,2.9,2.9,2.9,2.9,0
tlh,5.9,5.9,5.5,5.5,155630
tmt,5.1,5.2,5.1,5.2,2610
tna,17.3,17.3,16.9,16.9,1050
tng,7.7,7.8,7.5,7.8,19500
tnt,2.6,2.6,2.5,2.5,141330
tra,106.0,106.0,95.0,105.0,440
trc,47.0,47.0,47.0,47.0,100
ts4,9.0,9.0,8.8,8.9,49430
tsc,5.3,5.3,5.1,5.1,27370
tst,3.2,3.2,3.2,3.2,100
ttf,6.2,6.2,5.9,6.0,1405080
ttz,12.3,12.3,12.3,12.3,100
tv1,7.7,7.7,7.7,7.7,30
tv2,11.7,11.7,11.7,11.7,7100
tv3,12.0,12.0,12.0,12.0,0
tv4,9.6,9.6,9.6,9.6,600
tya,4.2,4.5,4.2,4.5,1140
udc,4.4,4.7,4.1,4.6,269030
uic,10.6,10.6,10.6,10.6,7510
uni,6.8,6.9,6.3,6.3,171200
v21,12.3,12.3,12.3,12.3,0
vat,7.0,7.0,7.0,7.0,0
vbc,21.2,25.8,21.2,21.2,2200
vc2,9.3,9.3,9.3,9.3,0
vc3,11.6,11.6,11.6,11.6,0
vc7,5.2,5.4,5.2,5.2,12100
vcb,32.4,32.7,32.0,32.1,371070
vcg,12.7,12.7,11.5,11.5,2723000
vcr,2.6,2.6,2.6,2.6,1500
vcs,9.1,9.1,9.1,9.1,0
vds,3.8,3.8,3.8,3.8,0
ve9,5.3,5.6,5.2,5.3,26100
vfg,38.3,38.3,38.3,38.3,0
vgs,5.9,5.9,5.4,5.4,900100
vhc,26.3,26.3,26.3,26.3,0
vhg,3.8,4.0,3.7,3.7,681180
vic,67.5,70.0,66.5,68.0,379190
vid,4.8,4.8,4.7,4.7,121210
vig,2.6,2.6,2.4,2.4,734800
vip,7.2,7.2,6.8,6.8,1325920
vis,11.0,11.3,10.7,10.7,890740
vit,5.0,5.0,5.0,5.0,0
vix,8.5,8.5,8.5,8.5,500
vkc,5.7,5.8,5.5,5.6,139600
vmc,15.1,15.1,15.1,15.1,5000
vnd,9.6,9.6,9.0,9.1,4343800
vne,6.2,6.2,5.8,5.9,903420
vng,5.9,5.9,5.9,5.9,10
vnm,103.0,104.0,102.0,102.0,138270
vnr,18.0,18.0,18.0,18.0,0
vns,32.0,32.0,29.3,29.3,110
vos,3.2,3.2,3.0,3.1,349990
vph,5.1,5.1,4.8,4.8,114590
vrc,5.4,5.4,5.2,5.3,18450
vsc,40.0,41.0,39.2,39.2,40150
vsh,11.5,11.6,11.2,11.3,350110
vtb,7.6,7.6,7.6,7.6,420
vto,5.2,5.3,5.1,5.1,268630
wss,4.5,4.5,4.1,4.2,105900
